sample_id,lat,lon,elevation,slope_deg,aspect_deg,drainage_density,lithology,landuse,mean_annual_rainfall_mm,label,district,date,landslide_type,area_m2,curvature,distance_to_drainage,terrain_ruggedness
NEG-0359,27.146009,88.393307,1594.4,30.19,351.36,0.0,,forest,4116.9,0,,,,,-0.000963,623.4,43.08
NEG-0360,27.272614,88.42669,663.7,24.89,188.52,0.0471,,forest,5759.3,0,,,,,-0.004364,229.5,33.41
NEG-0361,27.146808,88.394849,1638.0,28.21,289.96,0.0,,forest,4119.8,0,,,,,-0.00654,457.2,39.11
NEG-0362,27.295605,88.599996,1064.3,17.8,108.4,0.0,,built-up,5466.4,0,,,,,-5.9e-05,328.6,23.53
NEG-0363,27.227403,88.500358,639.2,27.39,335.56,0.0,,forest,5263.9,0,,,,,-0.000222,448.6,38.19
NEG-0364,27.384571,88.804381,4052.4,16.72,260.44,0.0235,,moss/lichen,3523.2,0,,,,,0.00925,312.4,23.44
NEG-0365,27.227129,88.418753,1766.7,18.86,70.56,0.0,,forest,5121.5,0,,,,,-0.004783,436.9,25.17
NEG-0366,27.269774,88.621209,1340.0,26.68,324.64,0.0,,built-up,4873.2,0,,,,,-0.012019,355.1,37.88
NEG-0367,27.368246,88.614628,1801.1,24.71,150.36,0.0,,forest,5774.3,0,,,,,-0.004014,585.5,33.25
NEG-0368,27.164932,88.461266,1575.1,23.05,119.69,0.0,,forest,4197.3,0,,,,,-0.005851,685.4,31.04
NEG-0369,27.295715,88.465838,1431.8,28.34,330.03,0.0,,forest,6381.8,0,,,,,0.021145,758.4,42.84
NEG-0370,27.256584,88.267647,1202.0,23.88,284.3,0.0,,forest,4404.1,0,,,,,-0.004569,358.7,32.11
NEG-0371,27.902094,88.455529,4910.0,10.17,23.17,0.0824,,bare/sparse vegetation,1577.7,0,,,,,0.005086,106.0,14.52
NEG-0372,27.273994,88.893047,3940.4,23.36,348.0,0.0,,moss/lichen,3521.6,0,,,,,0.00324,698.5,30.81
NEG-0373,27.329008,88.199534,1935.3,27.8,15.61,0.0,,forest,4921.7,0,,,,,-0.007317,929.3,38.97
NEG-0374,27.247543,88.615263,1443.3,10.11,347.44,0.0,,grassland,4651.5,0,,,,,-0.00152,529.0,16.26
NEG-0375,27.206248,88.384306,1350.2,37.02,310.31,0.0,,forest,4619.3,0,,,,,0.014973,415.6,55.98
NEG-0376,27.226198,88.441419,1318.9,16.19,345.36,0.0,,forest,5259.2,0,,,,,-0.000168,299.7,21.09
NEG-0377,28.023583,88.745756,5202.1,19.07,85.39,0.2,,bare/sparse vegetation,837.8,0,,,,,-0.000407,121.2,25.49
NEG-0378,27.189352,88.346188,701.0,12.17,330.16,0.0824,,forest,4167.9,0,,,,,0.008717,229.5,17.0
NEG-0379,27.247061,88.609636,1381.3,25.01,359.94,0.0,,forest,4713.1,0,,,,,0.000408,691.7,33.35
NEG-0380,27.19371,88.240314,1562.7,33.14,271.94,0.0,,forest,5098.6,0,,,,,-0.002305,456.2,47.28
NEG-0381,27.281152,88.230526,1187.0,30.9,128.03,0.2,,forest,5100.9,0,,,,,0.015102,121.2,45.2
NEG-0382,27.293646,88.906374,3966.1,24.89,317.58,0.0,,built-up,3384.5,0,,,,,0.000811,383.2,33.54
NEG-0383,27.179354,88.279495,895.6,23.28,169.34,0.0,,grassland,3705.1,0,,,,,-0.002555,457.2,31.02
NEG-0384,27.352459,88.490433,1121.0,32.61,245.28,0.0,,forest,6972.8,0,,,,,0.002163,578.9,46.01
NEG-0385,28.033377,88.73504,5314.8,28.86,61.63,0.0706,,bare/sparse vegetation,837.8,0,,,,,0.001088,92.9,39.58
NEG-0386,27.252787,88.452145,421.2,4.83,318.01,0.2,,grassland,5680.4,0,,,,,0.003238,29.4,8.5
NEG-0387,27.198033,88.286642,1031.4,26.23,284.92,0.0,,forest,3877.1,0,,,,,0.002805,295.3,35.73
NEG-0388,27.28923,88.391098,1191.6,38.71,212.09,0.0824,,forest,5463.1,0,,,,,-0.009445,229.5,58.1
NEG-0389,27.176472,88.445512,1689.5,36.92,128.99,0.0,,forest,4415.5,0,,,,,-0.003371,635.8,54.29
NEG-0390,27.271231,88.453964,1165.0,32.02,238.39,0.0,,forest,6076.6,0,,,,,-0.00304,570.6,45.51
NEG-0391,27.34879,88.26803,1566.5,35.05,176.94,0.0,,forest,4416.3,0,,,,,0.002788,368.2,50.63
NEG-0392,27.229021,88.483248,725.5,14.66,63.04,0.0,,forest,5289.3,0,,,,,-0.011424,603.0,21.36
NEG-0393,27.32135,88.289647,1176.8,34.18,39.56,0.0,,forest,4434.8,0,,,,,-0.003113,591.4,49.41
NEG-0394,27.342,88.593723,1107.5,5.41,144.34,0.3176,,grassland,5752.6,0,,,,,0.003013,29.4,7.47
NEG-0395,27.296012,88.355513,1906.4,17.55,279.01,0.0,,forest,4756.6,0,,,,,0.008659,433.9,24.77
NEG-0396,28.056701,88.687249,5231.5,11.18,119.5,0.0,,bare/sparse vegetation,837.8,0,,,,,-0.00308,663.0,14.56
NEG-0397,27.267085,88.584464,796.1,27.37,221.39,0.2,,forest,5317.1,0,,,,,0.000164,185.9,37.93
NEG-0398,27.091754,88.42539,679.7,20.31,200.53,0.0,,forest,3689.6,0,,,,,-0.012534,513.2,29.33
NEG-0399,27.274107,88.049983,2659.0,22.2,131.64,0.0,,grassland,3320.1,0,,,,,-0.01338,371.7,31.33
NEG-0400,27.242407,88.699108,1448.2,22.03,51.56,0.1529,,forest,4375.6,0,,,,,-0.002909,29.4,29.02
NEG-0401,27.345652,88.65012,1706.2,14.42,132.3,0.0,,forest,5213.7,0,,,,,0.007713,299.7,20.34
NEG-0402,27.321856,88.322906,1591.5,27.73,210.37,0.0,,forest,4723.0,0,,,,,0.003028,539.5,37.93
NEG-0403,27.189239,88.473091,854.0,28.12,58.72,0.0,,forest,4622.7,0,,,,,-0.004724,383.2,38.52
NEG-0404,27.183429,88.524919,643.6,15.85,144.29,0.0,,forest,4129.9,0,,,,,-0.002228,670.8,20.47
NEG-0405,27.206789,88.523109,1137.1,27.17,155.97,0.0,,forest,4731.2,0,,,,,-0.000652,519.9,36.96
NEG-0406,27.311205,88.458477,677.8,30.94,309.15,0.1529,,forest,6832.9,0,,,,,0.007743,185.9,43.49
NEG-0407,27.24953,88.129706,1773.4,26.11,349.75,0.0471,,forest,4276.2,0,,,,,0.006202,188.2,35.67
NEG-0408,27.263317,88.788421,3427.1,28.02,185.03,0.0,,grassland,3983.5,0,,,,,0.014003,436.9,42.05
NEG-0409,27.265553,88.539247,1318.6,17.23,205.3,0.0,,forest,5689.4,0,,,,,-0.008604,791.3,23.74
NEG-0410,27.222682,88.293958,967.3,23.32,33.23,0.0,,forest,4099.7,0,,,,,0.005126,344.0,31.85
NEG-0411,27.677314,88.815101,4356.4,33.4,212.12,0.0,,moss/lichen,1967.2,0,,,,,0.006814,353.9,47.81
NEG-0412,27.378195,88.309836,1702.6,33.23,156.59,0.0,,forest,5877.8,0,,,,,0.008053,427.9,48.69
NEG-0413,27.179426,88.426221,1428.8,38.42,287.35,0.0824,,forest,4492.9,0,,,,,-0.014623,188.2,58.32
NEG-0414,27.257737,88.220487,1295.3,26.17,6.39,0.0235,,forest,5289.8,0,,,,,-0.017026,312.4,37.89
NEG-0415,27.173842,88.090604,2399.3,21.95,132.34,0.0,,grassland,3791.7,0,,,,,-0.009172,316.5,30.36
NEG-0416,27.123249,88.158777,1030.4,19.37,105.68,0.0,,forest,5520.8,0,,,,,-0.003839,775.9,26.86
NEG-0417,27.365566,88.611981,1770.1,16.72,158.07,0.0,,built-up,5774.7,0,,,,,0.003341,514.1,24.34
NEG-0418,27.283829,88.415587,1493.3,23.59,122.34,0.0,,forest,5845.8,0,,,,,-0.004656,587.8,32.81
NEG-0419,28.037773,88.619242,4852.0,5.57,351.57,0.0941,,grassland,1149.0,0,,,,,-0.000556,252.8,7.09
NEG-0420,27.150429,88.213342,845.2,15.66,159.68,0.1647,,forest,5495.7,0,,,,,0.01365,65.7,23.96
NEG-0421,27.137416,88.270823,735.5,24.52,91.65,0.0,,forest,3443.6,0,,,,,-0.023308,395.4,41.11
NEG-0422,27.275842,88.420747,890.0,18.83,133.49,0.0,,forest,5748.6,0,,,,,0.004808,670.1,25.24
NEG-0423,27.93994,88.435556,4584.6,19.37,105.9,0.1059,,grassland,1383.3,0,,,,,0.006691,185.9,26.21
NEG-0424,27.258098,88.159674,1450.5,32.08,331.99,0.0,,forest,5127.3,0,,,,,-0.008668,353.9,45.84
NEG-0425,27.16826,88.294787,546.9,30.23,169.08,0.0,,grassland,3714.6,0,,,,,-0.009787,335.1,43.06
NEG-0426,27.246399,88.431221,1166.5,9.74,86.04,0.0,,grassland,5329.6,0,,,,,-0.000549,383.2,12.56
NEG-0427,27.555995,88.447419,1012.0,7.19,21.11,0.2941,,bare/sparse vegetation,7361.9,0,,,,,0.027781,0.0,30.47
NEG-0428,27.404925,88.57307,1593.5,29.74,75.83,0.0118,,forest,6242.6,0,,,,,-0.016221,262.9,43.2
NEG-0429,27.281015,88.209879,1385.7,20.42,148.6,0.0,,forest,5428.2,0,,,,,-0.00724,324.6,27.26
NEG-0430,27.281683,88.468712,1611.8,17.64,267.83,0.0,,forest,6040.8,0,,,,,-0.001462,264.5,23.31
NEG-0431,27.161162,88.406387,1574.9,42.42,226.83,0.0,,forest,4210.3,0,,,,,0.011181,420.8,66.33
NEG-0432,27.902109,88.707442,4546.7,12.77,232.78,0.2941,,grassland,1085.9,0,,,,,-0.007166,58.8,18.06
NEG-0433,27.228621,88.444597,1189.6,27.95,4.04,0.0,,forest,5294.5,0,,,,,0.002744,363.5,38.12
NEG-0434,27.250873,88.720481,1491.9,36.21,234.24,0.0,,forest,4448.3,0,,,,,0.004235,433.9,52.89
NEG-0435,27.32562,88.311737,1413.0,15.59,334.01,0.0,,forest,4628.2,0,,,,,0.002072,852.2,20.53
NEG-0436,27.254608,88.199151,1575.5,22.88,35.4,0.0,,forest,5691.7,0,,,,,0.003788,415.6,30.91
NEG-0437,27.296475,88.364608,2113.9,7.94,66.29,0.0,,built-up,4804.7,0,,,,,-0.001395,1200.6,10.24
NEG-0438,27.233793,88.637879,1517.1,51.34,180.22,0.0,,forest,4268.1,0,,,,,0.002875,357.5,89.6
NEG-0439,27.533335,88.61993,1687.1,22.27,312.48,0.1765,,forest,5400.6,0,,,,,-0.001879,88.2,30.17
NEG-0440,27.276939,88.099389,1857.9,4.59,320.86,0.0941,,forest,3309.7,0,,,,,-0.018329,188.2,23.4
NEG-0441,27.281384,88.285219,923.7,17.68,290.19,0.0,,forest,4397.4,0,,,,,-0.004685,749.2,23.9
NEG-0442,27.228104,88.479865,774.6,17.76,86.0,0.0,,forest,5272.1,0,,,,,0.001284,505.6,23.73
NEG-0443,27.270368,88.5743,802.6,20.35,192.16,0.3059,,built-up,5492.1,0,,,,,0.001407,106.0,27.01
NEG-0444,27.179077,88.199067,1717.8,15.61,116.46,0.2,,forest,6485.1,0,,,,,-0.011684,207.8,23.24
NEG-0445,27.234835,88.653709,1327.7,21.65,70.93,0.0,,forest,4279.1,0,,,,,0.015808,671.4,31.69
NEG-0446,27.250824,88.442562,797.3,20.79,113.89,0.0,,grassland,5517.7,0,,,,,-0.002864,460.0,29.24
NEG-0447,27.419996,88.496391,1388.2,13.81,84.97,0.0,,forest,6261.5,0,,,,,-0.004405,409.3,19.67
NEG-0448,27.237446,88.751632,2040.1,10.16,172.07,0.0,,forest,4292.5,0,,,,,-0.0134,532.2,19.69
NEG-0449,27.181151,88.464164,1193.3,29.11,325.52,0.0,,forest,4486.2,0,,,,,0.008466,411.4,41.28
NEG-0450,27.225817,88.687195,924.7,19.3,189.09,0.0,,forest,4167.3,0,,,,,0.010071,436.9,27.58
NEG-0451,27.277995,88.890464,3801.6,28.11,10.8,0.0235,,forest,3501.9,0,,,,,-0.014379,205.7,40.88
NEG-0452,27.401631,88.503135,1441.8,30.65,48.45,0.0,,forest,6762.2,0,,,,,-0.006924,650.5,42.38
NEG-0453,27.325357,88.286325,1261.6,37.89,209.39,0.0,,forest,4406.9,0,,,,,-0.000905,652.5,56.13
NEG-0454,27.842449,88.837491,4654.9,33.99,166.88,0.2824,,bare/sparse vegetation,1434.1,0,,,,,-0.002287,83.1,48.59
NEG-0455,27.262576,88.35524,2202.5,15.56,94.88,0.0,,forest,4520.6,0,,,,,0.009767,771.4,21.36
NEG-0456,27.254498,88.33457,1105.6,23.63,313.5,0.1529,,forest,4428.6,0,,,,,-0.007661,146.9,32.72
NEG-0457,27.390093,88.43194,1647.5,19.59,126.23,0.0,,forest,5780.9,0,,,,,-0.004043,328.6,25.79
NEG-0458,27.984352,88.459477,4750.6,3.12,260.51,0.1765,,moss/lichen,1294.4,0,,,,,0.003601,166.2,5.48
NEG-0459,27.296894,88.612682,1181.5,19.87,276.13,0.0,,forest,5318.9,0,,,,,0.00218,670.1,26.4
NEG-0460,27.354417,88.438787,1802.9,22.67,113.73,0.2588,,forest,6768.8,0,,,,,0.008194,0.0,31.35
NEG-0461,27.182032,88.495196,383.4,24.15,17.47,0.2,,forest,4338.1,0,,,,,0.000286,131.4,34.15
NEG-0462,27.394382,88.524071,1064.1,36.13,314.75,0.0,,forest,6732.9,0,,,,,0.007269,587.8,52.79
NEG-0463,27.505527,88.528936,840.1,34.6,284.3,0.2588,,forest,7865.3,0,,,,,0.00447,197.1,49.99
NEG-0464,27.209352,88.606612,882.0,27.39,107.57,0.0,,forest,3971.2,0,,,,,-0.008684,520.8,37.9
NEG-0465,27.346743,88.65348,1619.2,40.57,56.9,0.2,,forest,5142.9,0,,,,,-0.000626,83.1,61.92
NEG-0466,27.301602,88.601485,1215.2,28.35,101.81,0.0,,forest,5524.9,0,,,,,0.000186,529.8,38.66
NEG-0467,27.410041,88.52813,1295.5,32.05,252.07,0.0,,forest,6788.8,0,,,,,0.004594,835.9,45.22
NEG-0468,27.345557,88.607972,1541.8,16.78,30.05,0.0471,,built-up,5707.3,0,,,,,0.004154,270.9,22.33
NEG-0469,27.143606,88.261449,1207.4,26.18,110.24,0.0,,forest,3509.4,0,,,,,-0.013885,698.5,37.37
NEG-0470,27.16134,88.300899,633.3,28.34,303.59,0.2353,,forest,3745.3,0,,,,,-0.003759,176.3,39.02
NEG-0471,27.182243,88.25646,1375.1,25.05,132.1,0.0,,forest,4375.4,0,,,,,-0.000204,399.7,33.52
NEG-0472,27.372152,88.365524,1626.7,29.4,299.25,0.2353,,forest,6134.0,0,,,,,0.004715,121.2,40.7
NEG-0473,27.153491,88.359005,1233.3,25.16,189.38,0.0,,forest,4176.0,0,,,,,-0.022047,342.7,39.57
NEG-0474,27.226359,88.395804,2044.0,43.24,226.68,0.0,,forest,4817.5,0,,,,,-0.011822,628.9,68.02
NEG-0475,27.174913,88.37612,1753.4,21.87,187.65,0.0,,forest,4442.0,0,,,,,0.001045,749.2,29.4
NEG-0476,27.386689,88.549354,1253.7,47.11,82.92,0.0,,forest,6286.6,0,,,,,0.011626,399.7,78.58
NEG-0477,27.40227,88.524928,623.6,30.18,338.03,0.2,,forest,6779.9,0,,,,,0.001248,29.4,42.6
NEG-0478,27.187985,88.30654,1047.2,26.27,163.53,0.0,,forest,3850.2,0,,,,,-0.015986,395.4,40.54
NEG-0479,27.380532,88.774788,3961.9,18.68,192.39,0.0,,grassland,3549.1,0,,,,,-0.005403,514.1,24.87
NEG-0480,27.26972,88.445915,725.6,24.84,296.01,0.0,,forest,5955.1,0,,,,,-0.002922,570.6,33.53
NEG-0481,27.375665,88.465512,1061.3,29.57,14.08,0.0118,,forest,6849.4,0,,,,,-0.003597,332.5,41.02
NEG-0482,27.316338,88.416421,1344.3,23.51,121.85,0.2,,forest,6338.2,0,,,,,-0.00244,207.8,31.25
NEG-0483,27.274899,88.281722,719.1,38.23,248.54,0.0588,,forest,4365.9,0,,,,,-0.00159,252.8,56.54
NEG-0484,27.274305,88.424265,755.3,23.99,162.41,0.0,,forest,5761.7,0,,,,,-0.001776,363.5,32.45
NEG-0485,28.036104,88.617161,4858.1,11.1,324.25,0.0,,grassland,1149.0,0,,,,,0.004001,328.6,14.29
NEG-0486,27.164259,88.310501,874.8,17.83,306.87,0.0,,forest,3829.4,0,,,,,0.009306,605.8,24.19
NEG-0487,27.28944,88.360944,2116.8,16.34,304.52,0.0,,forest,4718.4,0,,,,,0.009671,841.5,23.93
NEG-0488,27.248402,88.221188,1647.8,21.58,343.66,0.0,,forest,5285.0,0,,,,,-0.000833,353.9,28.48
NEG-0489,27.219132,88.291309,937.1,29.24,133.84,0.0,,forest,4066.1,0,,,,,0.005653,484.7,40.5
NEG-0490,27.218807,88.652425,990.5,23.49,281.42,0.0,,forest,4079.2,0,,,,,0.003007,540.3,32.75
NEG-0491,27.363809,88.451336,1571.7,18.31,110.64,0.0,,forest,6897.1,0,,,,,0.003016,383.2,24.1
NEG-0492,27.290044,88.907052,3884.2,13.0,226.53,0.0353,,bare/sparse vegetation,3410.5,0,,,,,-0.003759,185.9,17.31
NEG-0493,27.129089,88.345397,1055.4,13.91,110.74,0.0,,grassland,3943.2,0,,,,,-0.000621,603.0,18.39
NEG-0494,27.343336,88.609492,1625.9,19.53,1.11,0.0,,forest,5691.1,0,,,,,0.003164,444.7,25.23
NEG-0495,27.215028,88.584232,1247.5,27.39,245.28,0.0235,,forest,4237.2,0,,,,,-0.013746,270.9,40.49
NEG-0496,27.210601,88.594112,1330.2,14.13,95.35,0.0,,forest,3997.4,0,,,,,0.009958,657.1,20.16
NEG-0497,27.148681,88.300701,846.0,17.91,279.83,0.0,,forest,3694.1,0,,,,,-0.003793,567.6,23.27
NEG-0498,28.043721,88.714678,5068.3,3.03,286.98,0.1765,,bare/sparse vegetation,837.8,0,,,,,-0.000517,124.7,3.77
NEG-0499,27.243613,88.449138,682.9,36.24,45.8,0.2,,forest,5541.6,0,,,,,0.00493,205.7,52.85
NEG-0500,27.132052,88.120278,1602.9,30.27,211.09,0.0588,,forest,4616.2,0,,,,,0.001985,146.9,42.34
NEG-0501,28.042107,88.744883,5086.2,1.95,38.0,0.0,,bare/sparse vegetation,837.8,0,,,,,-0.000128,519.9,2.49
NEG-0502,27.183316,88.524833,635.2,16.19,153.59,0.0,,forest,4123.3,0,,,,,0.004661,696.7,21.25
NEG-0503,27.252575,88.779396,2794.6,23.55,316.29,0.0,,built-up,4079.0,0,,,,,-0.000472,498.7,30.98
NEG-0504,27.421505,88.534864,1543.3,19.9,308.64,0.0,,forest,6740.2,0,,,,,0.000457,382.0,26.62
NEG-0505,28.070289,88.603049,5329.2,32.19,177.16,0.0,,bare/sparse vegetation,1149.0,0,,,,,0.000393,755.6,45.1
NEG-0506,27.341167,88.649772,1655.8,34.67,128.84,0.0,,forest,5222.0,0,,,,,-0.009903,395.4,50.74
NEG-0507,27.225493,88.742861,1442.4,38.51,186.83,0.1647,,forest,4368.1,0,,,,,-0.001364,223.8,57.45
NEG-0508,27.193321,88.514735,914.7,26.77,147.3,0.0,,forest,4464.4,0,,,,,-0.021408,657.1,42.72
NEG-0509,27.365508,88.64902,2434.4,39.65,240.95,0.0,,grassland,5283.7,0,,,,,0.018379,456.2,61.77
NEG-0510,27.27284,88.160705,1624.7,37.94,162.62,0.0,,forest,4982.8,0,,,,,-0.007624,441.8,57.07
NEG-0511,27.228422,88.676717,1080.9,19.18,137.03,0.2471,,forest,4198.9,0,,,,,-0.004619,117.6,26.64
NEG-0512,28.019409,88.79474,5328.9,8.08,265.79,0.2,,moss/lichen,734.5,0,,,,,-8.8e-05,83.1,10.29
NEG-0513,27.244052,88.603173,1335.0,34.75,349.02,0.0,,forest,4723.1,0,,,,,0.006119,619.9,49.71
NEG-0514,27.148219,88.274733,624.7,31.19,66.2,0.1059,,forest,3488.5,0,,,,,-0.009716,207.8,44.37
NEG-0515,27.285393,88.283045,695.4,28.15,313.1,0.0471,,forest,4377.3,0,,,,,0.002874,270.9,38.47
NEG-0516,27.329309,88.85314,4028.3,29.07,251.79,0.0,,grassland,3386.6,0,,,,,-0.004306,376.3,40.31
NEG-0517,27.736873,88.766863,3053.5,28.64,136.53,0.1765,,forest,2007.9,0,,,,,-0.01046,41.6,38.93
NEG-0518,27.274874,88.395627,1133.7,22.22,74.33,0.0,,forest,5392.0,0,,,,,-0.010365,478.4,31.35
NEG-0519,27.270638,88.162283,1386.0,33.42,130.19,0.0,,forest,5057.8,0,,,,,0.024257,278.8,49.48
NEG-0520,27.21866,88.46755,1098.9,23.31,108.72,0.0,,forest,5113.9,0,,,,,0.003318,293.9,31.38
NEG-0521,27.327832,88.631944,1229.9,41.53,144.04,0.1765,,forest,5449.8,0,,,,,-0.007263,207.8,64.14
NEG-0522,27.236225,88.262164,1519.0,15.87,302.64,0.0,,forest,4620.2,0,,,,,-0.006636,374.0,21.18
NEG-0523,27.278322,88.29766,1466.0,20.46,245.1,0.0,,forest,4505.2,0,,,,,0.01111,827.6,28.11
NEG-0524,27.29916,88.423432,1157.8,30.72,110.87,0.0,,forest,6268.9,0,,,,,0.011191,264.5,43.68
NEG-0525,27.305955,88.902952,3873.3,35.17,295.43,0.0,,moss/lichen,3294.8,0,,,,,-0.002074,532.2,50.87
NEG-0526,27.677321,88.792811,3692.0,50.81,213.9,0.1529,,grassland,2201.4,0,,,,,0.008341,166.2,88.06
NEG-0527,27.152773,88.183358,1232.4,25.01,137.8,0.0,,forest,6742.4,0,,,,,0.007299,675.9,34.44
NEG-0528,27.297859,88.262568,1636.1,29.07,112.14,0.0,,forest,4501.1,0,,,,,0.011581,603.0,40.81
NEG-0529,27.294745,88.826157,3787.8,6.8,302.79,0.1412,,grassland,3646.1,0,,,,,0.004983,88.2,8.94
NEG-0530,27.411933,88.570261,1842.2,20.45,203.98,0.0,,forest,6321.9,0,,,,,0.002899,766.3,28.87
NEG-0531,27.155788,88.463026,1344.9,10.58,95.62,0.0,,forest,4014.6,0,,,,,-0.011994,502.2,22.98
NEG-0532,27.306755,88.239094,1762.0,15.15,310.16,0.0,,forest,4920.2,0,,,,,-0.001692,549.0,20.43
NEG-0533,27.294043,88.590286,882.8,10.22,232.11,0.1647,,built-up,5575.6,0,,,,,0.007193,124.7,13.71
NEG-0534,27.189263,88.626662,797.6,17.04,326.56,0.0,,forest,3709.3,0,,,,,0.001115,823.4,23.15
NEG-0535,27.259494,88.78658,3247.7,33.59,239.28,0.0,,built-up,4008.6,0,,,,,-0.008879,415.6,48.88
NEG-0536,27.307345,88.305119,1057.2,33.03,125.51,0.0,,forest,4569.8,0,,,,,-0.001538,498.7,46.68
NEG-0537,27.206478,88.665219,681.4,28.68,13.33,0.0941,,forest,3924.0,0,,,,,0.008889,236.9,40.35
NEG-0538,27.686609,88.752949,2912.7,31.51,265.41,0.0,,forest,2136.1,0,,,,,-0.009078,433.9,44.83
NEG-0539,27.287846,88.28506,685.0,17.65,309.11,0.0941,,forest,4395.5,0,,,,,-0.004141,197.1,23.63
NEG-0540,27.227529,88.748607,1556.7,27.02,200.35,0.0235,,forest,4325.3,0,,,,,-0.008806,264.5,38.2
NEG-0541,27.202675,88.702555,833.2,18.69,184.81,0.2588,,built-up,4237.5,0,,,,,0.002256,29.4,24.57
NEG-0542,27.345839,88.503802,1517.6,24.37,248.5,0.2,,forest,6689.3,0,,,,,0.008679,117.6,33.83
NEG-0543,27.081885,88.431897,307.8,37.2,236.19,0.0941,,grassland,3599.0,0,,,,,-0.006473,146.9,53.76
NEG-0544,27.265532,88.323003,1194.6,23.61,234.06,0.1765,,forest,4489.7,0,,,,,0.023276,0.0,38.92
NEG-0545,27.223459,88.368314,1986.3,10.28,232.44,0.0,,built-up,4444.9,0,,,,,-0.007228,513.2,18.89
NEG-0546,27.327881,88.336169,1968.8,20.46,323.87,0.0,,grassland,4839.3,0,,,,,0.007581,953.6,28.17
NEG-0547,27.15957,88.197669,1256.4,18.32,256.93,0.0,,forest,6457.8,0,,,,,0.002299,449.5,24.09
NEG-0548,27.274806,88.587452,860.7,25.14,117.1,0.0353,,forest,5375.4,0,,,,,-0.004002,290.9,34.03
NEG-0549,27.172248,88.353124,1228.6,22.13,253.95,0.0941,,grassland,4184.4,0,,,,,0.007208,171.4,29.47
NEG-0550,27.27624,88.316927,1715.4,20.22,212.08,0.0,,forest,4555.2,0,,,,,-0.008578,780.9,28.51
NEG-0551,27.408772,88.606368,1250.5,24.64,329.14,0.1176,,forest,6006.5,0,,,,,-0.004571,235.1,33.51
NEG-0552,27.221178,88.561326,1584.7,18.01,123.51,0.0,,forest,4692.6,0,,,,,0.000892,564.5,23.54
NEG-0553,27.274869,88.425498,769.9,20.36,163.67,0.0,,forest,5793.8,0,,,,,0.000371,441.8,27.88
NEG-0554,27.330608,88.453856,1123.1,42.67,230.54,0.0824,,forest,7314.1,0,,,,,0.007158,223.8,66.25
NEG-0555,27.443774,88.526696,1289.3,25.83,312.04,0.0,,forest,6714.6,0,,,,,-0.006592,335.1,34.84
NEG-0556,27.660817,88.801264,4371.0,42.21,336.52,0.0,,bare/sparse vegetation,2122.2,0,,,,,-0.008371,976.9,65.61
NEG-0557,27.545568,88.638122,1362.1,37.46,354.39,0.3059,,forest,4801.6,0,,,,,0.013517,0.0,57.54
NEG-0558,27.337832,88.467923,964.0,17.31,103.25,0.0,,forest,7223.2,0,,,,,-0.001256,599.4,22.21
NEG-0559,27.16113,88.51847,607.9,23.41,57.62,0.0118,,forest,3626.4,0,,,,,0.005548,277.2,32.09
NEG-0560,27.169989,88.358181,1316.9,16.25,292.65,0.0,,forest,4219.3,0,,,,,0.021661,532.2,29.45
NEG-0561,27.253774,88.496375,1234.8,38.01,265.41,0.0,,forest,5647.6,0,,,,,0.008223,884.1,57.74
NEG-0562,27.151955,88.096095,2272.5,29.77,278.12,0.0,,forest,3942.8,0,,,,,-0.008613,447.6,42.27
NEG-0563,27.276562,88.238499,945.5,30.34,196.32,0.0,,forest,4951.5,0,,,,,0.000348,565.3,41.84
NEG-0564,27.285112,88.279937,629.2,28.4,344.63,0.1529,,forest,4351.5,0,,,,,-0.008698,121.2,39.24
NEG-0565,27.344069,88.615243,1745.9,14.03,290.51,0.0,,built-up,5669.1,0,,,,,0.002416,374.0,18.53
NEG-0566,27.372132,88.690482,2981.0,25.4,106.91,0.0,,grassland,4345.3,0,,,,,-0.006059,570.6,34.9
NEG-0567,27.154735,88.241045,1275.8,24.85,3.09,0.0,,forest,4594.4,0,,,,,-0.001274,383.2,34.05
NEG-0568,27.412384,88.58999,1540.2,29.7,70.47,0.0,,forest,6167.8,0,,,,,0.008097,570.6,41.96
NEG-0569,27.381705,88.580186,1611.1,28.67,80.23,0.0,,forest,5997.8,0,,,,,-0.003498,353.9,39.6
NEG-0570,27.335209,88.44601,1367.7,21.73,153.46,0.0,,forest,7270.5,0,,,,,0.000188,382.0,28.98
NEG-0571,27.171747,88.113704,2366.2,20.66,188.33,0.2706,,grassland,4468.8,0,,,,,0.00245,58.8,27.53
NEG-0572,27.188848,88.644458,1227.5,36.24,308.97,0.0,,forest,3700.4,0,,,,,0.012942,744.0,53.1
NEG-0573,27.228196,88.576336,1664.7,40.37,169.11,0.0,,forest,4674.2,0,,,,,0.013345,832.3,62.1
NEG-0574,27.554899,88.639542,1761.5,31.98,161.26,0.0,,forest,4795.2,0,,,,,0.001644,440.8,44.82
NEG-0575,27.271109,88.28282,567.2,40.48,31.5,0.3647,,forest,4375.8,0,,,,,0.01596,58.8,62.97
NEG-0576,27.327113,88.267498,869.6,28.29,6.12,0.2,,forest,4405.7,0,,,,,-0.024768,146.9,44.54
NEG-0577,27.951494,88.573849,4397.9,7.21,142.41,0.2471,,grassland,1665.1,0,,,,,0.002582,88.2,10.04
