segment_id,osm_id,highway,name,ref,elevation,slope,curvature,distance_to_drainage,land_cover_class,susceptibility_score,risk_tier,model_version
44848664_00_000,44848664,trunk,,NH10,325.1991271972656,32.07967758178711,-0.0671512633562088,123.70802350161468,tree_cover,0.6615554306509023,high,random_forest-extended-v1-20260902
44848699_00_000,44848699,primary,,SH,616.32373046875,37.75436782836914,0.013108639046549797,120.22258900738453,tree_cover,0.5934481402397112,moderate,random_forest-extended-v1-20260902
44848699_00_001,44848699,primary,,SH,629.9442138671875,39.03540802001953,-0.05616757646203041,116.63304307356871,tree_cover,0.5996256839420764,high,random_forest-extended-v1-20260902
44848699_00_002,44848699,primary,,SH,645.760986328125,39.06930923461914,-0.033209510147571564,130.39970636758034,tree_cover,0.576900404302398,moderate,random_forest-extended-v1-20260902
44848699_00_003,44848699,primary,,SH,662.9812622070312,38.0521240234375,-0.031127633526921272,184.41303327450134,tree_cover,0.5649895883149532,moderate,random_forest-extended-v1-20260902
44848704_00_000,44848704,trunk,,NH710,345.96470642089844,32.71876525878906,-0.023467766121029854,195.5995595513705,tree_cover,0.6260194905967124,high,random_forest-extended-v1-20260902
44848704_00_001,44848704,trunk,,NH710,356.1754913330078,33.360572814941406,0.06967464089393616,145.79130384196088,tree_cover,0.6484255783922007,high,random_forest-extended-v1-20260902
44848705_00_000,44848705,primary,,SH,361.5667724609375,23.230470657348633,-0.06516989320516586,145.79130384196088,tree_cover,0.31466967722268496,low,random_forest-extended-v1-20260902
44848706_00_000,44848706,trunk,,NH710,348.71022033691406,31.649044036865234,-0.043593764305114746,145.79130384196088,tree_cover,0.6348714591121881,high,random_forest-extended-v1-20260902
44848706_00_001,44848706,trunk,,NH710,334.7930908203125,29.2113094329834,-0.03234804421663284,157.02203972719624,tree_cover,0.5420792180713114,moderate,random_forest-extended-v1-20260902
44848706_00_002,44848706,trunk,,NH710,333.69482421875,27.319387435913086,-0.016493482515215874,123.70802350161468,tree_cover,0.5340560260184982,moderate,random_forest-extended-v1-20260902
44848708_00_000,44848708,trunk,,NH710,340.72515869140625,27.337350845336914,-0.01806565746665001,157.02203972719624,tree_cover,0.5187216877363452,moderate,random_forest-extended-v1-20260902
44848708_00_001,44848708,trunk,,NH710,333.84381103515625,24.96579933166504,-0.04466700553894043,195.5995595513705,tree_cover,0.35186193382786696,low,random_forest-extended-v1-20260902
44848708_00_002,44848708,trunk,,NH710,326.8732604980469,23.016252517700195,-0.04466700553894043,157.02203972719624,tree_cover,0.2781856967493552,low,random_forest-extended-v1-20260902
44848708_00_003,44848708,trunk,,NH710,334.67315673828125,22.171710968017578,0.013241448439657688,157.02203972719624,tree_cover,0.2679119471305198,low,random_forest-extended-v1-20260902
44848708_00_004,44848708,trunk,,NH710,306.28968811035156,21.381134033203125,-0.04344659298658371,145.79130384196088,tree_cover,0.2660109606010393,low,random_forest-extended-v1-20260902
44848709_00_000,44848709,trunk,,NH710,398.341064453125,24.932022094726562,0.01921427808701992,204.10782537874525,tree_cover,0.3417784469543152,low,random_forest-extended-v1-20260902
44848709_00_001,44848709,trunk,,NH710,499.73095703125,28.432373046875,0.015154620632529259,222.06269817368786,tree_cover,0.4593717008394346,moderate,random_forest-extended-v1-20260902
44848710_00_000,44848710,primary,,SH,343.875,24.19178581237793,0.0030546144116669893,170.02041587784976,tree_cover,0.31716399774592235,low,random_forest-extended-v1-20260902
44848710_00_001,44848710,primary,,SH,343.8555450439453,25.353946685791016,-0.0167878158390522,184.41303327450134,tree_cover,0.39274052639817714,low,random_forest-extended-v1-20260902
44848710_00_002,44848710,primary,,SH,358.7129211425781,24.72374153137207,0.019289657473564148,204.10782537874525,tree_cover,0.3288245253646174,low,random_forest-extended-v1-20260902
44848710_00_003,44848710,primary,,SH,380.93406677246094,25.518177032470703,0.03146862983703613,152.85029018382744,tree_cover,0.45641154156944275,moderate,random_forest-extended-v1-20260902
44848711_00_000,44848711,primary,,SH,397.4895935058594,25.257204055786133,-0.0028571952134370804,145.79130384196088,tree_cover,0.4199531320719078,low,random_forest-extended-v1-20260902
44848711_00_001,44848711,primary,,SH,346.74127197265625,23.179824829101562,-0.030223093926906586,120.22258900738453,tree_cover,0.3260918795541973,low,random_forest-extended-v1-20260902
44848711_00_002,44848711,primary,,SH,345.52162170410156,22.010820388793945,-0.00911359116435051,152.85029018382744,tree_cover,0.28646215847491047,low,random_forest-extended-v1-20260902
44848711_00_003,44848711,primary,,SH,324.3008575439453,20.091644287109375,-0.04860462248325348,145.79130384196088,tree_cover,0.21152870360667606,low,random_forest-extended-v1-20260902
44848714_00_000,44848714,primary,,SH,417.5713806152344,29.966215133666992,-0.029146261513233185,116.63304307356871,tree_cover,0.5331500573612082,moderate,random_forest-extended-v1-20260902
44848714_00_001,44848714,primary,,SH,379.8616943359375,29.32550811767578,-0.029792360961437225,120.22258900738453,tree_cover,0.5641931771330703,moderate,random_forest-extended-v1-20260902
44848714_00_002,44848714,primary,,SH,368.1754455566406,25.735824584960938,-0.04102013260126114,116.63304307356871,tree_cover,0.49278411210791784,moderate,random_forest-extended-v1-20260902
44848714_00_003,44848714,primary,,SH,394.7099609375,27.984573364257812,-0.015377165749669075,116.63304307356871,tree_cover,0.5714345485194772,moderate,random_forest-extended-v1-20260902
44848714_00_004,44848714,primary,,SH,393.55242919921875,28.291006088256836,-0.03582262247800827,120.22258900738453,tree_cover,0.5726523473829389,moderate,random_forest-extended-v1-20260902
44848714_00_005,44848714,primary,,SH,342.3804016113281,25.38125991821289,-0.009878141805529594,145.79130384196088,tree_cover,0.4339412057418604,moderate,random_forest-extended-v1-20260902
44848715_00_000,44848715,primary,,SH,322.6056213378906,12.610708236694336,-0.01872970350086689,157.02203972719624,tree_cover,0.16514024219213333,low,random_forest-extended-v1-20260902
44848715_00_001,44848715,primary,,SH,342.87078857421875,14.981012344360352,-0.04417884349822998,195.5995595513705,tree_cover,0.15720036499390566,low,random_forest-extended-v1-20260902
44848715_00_002,44848715,primary,,SH,354.1386413574219,20.421640396118164,-0.1146036759018898,157.02203972719624,tree_cover,0.1936346730182089,low,random_forest-extended-v1-20260902
44848719_00_000,44848719,primary,,SH,398.42181396484375,27.089021682739258,-0.08979345858097076,145.79130384196088,tree_cover,0.4887556581252958,moderate,random_forest-extended-v1-20260902
44848719_00_001,44848719,primary,,SH,439.87933349609375,28.222944259643555,-0.0771011933684349,157.02203972719624,tree_cover,0.5026599549701947,moderate,random_forest-extended-v1-20260902
44848719_00_002,44848719,primary,,SH,395.5583190917969,24.80528450012207,-0.11756855249404907,123.70802350161468,tree_cover,0.4144116100307794,low,random_forest-extended-v1-20260902
44848719_00_003,44848719,primary,,SH,443.32525634765625,25.699129104614258,-0.04445163905620575,170.02041587784976,tree_cover,0.4237570673427679,moderate,random_forest-extended-v1-20260902
44848719_00_004,44848719,primary,,SH,409.5482635498047,24.54007911682129,-0.07862670719623566,164.94403133548627,tree_cover,0.3324913047795467,low,random_forest-extended-v1-20260902
44848719_00_005,44848719,primary,,SH,398.63218688964844,24.172832489013672,-0.077517569065094,145.79130384196088,tree_cover,0.3426956196041911,low,random_forest-extended-v1-20260902
44848719_00_006,44848719,primary,,SH,414.8596496582031,25.534420013427734,-0.07437322288751602,145.79130384196088,tree_cover,0.42740444248845166,moderate,random_forest-extended-v1-20260902
44848719_00_007,44848719,primary,,SH,435.6515197753906,27.7593994140625,-0.06739534437656403,184.41303327450134,tree_cover,0.49405815871411546,moderate,random_forest-extended-v1-20260902
44848719_00_008,44848719,primary,,SH,426.6248321533203,28.79025650024414,-0.08032092452049255,184.41303327450134,tree_cover,0.4820448862644297,moderate,random_forest-extended-v1-20260902
44848719_00_009,44848719,primary,,SH,420.9423828125,28.447940826416016,-0.0951632633805275,123.70802350161468,tree_cover,0.5202089897083747,moderate,random_forest-extended-v1-20260902
44848719_00_010,44848719,primary,,SH,457.75592041015625,30.73764419555664,-0.050065524876117706,123.70802350161468,tree_cover,0.623675791388329,high,random_forest-extended-v1-20260902
44848721_00_000,44848721,primary,,SH,467.75962829589844,30.907325744628906,-0.06889214366674423,145.79130384196088,tree_cover,0.5971201585170703,high,random_forest-extended-v1-20260902
44848721_00_001,44848721,primary,,SH,454.4575653076172,29.418527603149414,-0.07308819890022278,145.79130384196088,tree_cover,0.5086261778343012,moderate,random_forest-extended-v1-20260902
44848721_00_002,44848721,primary,,SH,474.5757141113281,31.248022079467773,-0.1049121841788292,145.79130384196088,tree_cover,0.5946181032753769,moderate,random_forest-extended-v1-20260902
44848721_00_003,44848721,primary,,SH,472.903076171875,31.418975830078125,-0.11066964268684387,120.22258900738453,tree_cover,0.6280876204059589,high,random_forest-extended-v1-20260902
44848721_00_004,44848721,primary,,SH,497.1608123779297,32.913368225097656,-0.1086416095495224,145.79130384196088,tree_cover,0.5759768777044859,moderate,random_forest-extended-v1-20260902
44848721_00_005,44848721,primary,,SH,473.2201385498047,32.804996490478516,-0.1200452670454979,212.27534257419205,tree_cover,0.5965403475145211,high,random_forest-extended-v1-20260902
44848721_00_006,44848721,primary,,SH,466.4148712158203,30.703716278076172,-0.12292040884494781,233.26608614713743,tree_cover,0.5812834343812979,moderate,random_forest-extended-v1-20260902
44848721_00_007,44848721,primary,,SH,421.325927734375,25.859392166137695,-0.17499244213104248,145.79130384196088,tree_cover,0.4249434365865984,moderate,random_forest-extended-v1-20260902
44848722_00_000,44848722,primary,,SH,454.2767333984375,28.39957618713379,-0.1045747771859169,145.79130384196088,tree_cover,0.5115416968287224,moderate,random_forest-extended-v1-20260902
44848722_00_001,44848722,primary,,SH,474.115966796875,30.508121490478516,-0.07158063352108002,145.79130384196088,tree_cover,0.5903440090090267,moderate,random_forest-extended-v1-20260902
44848722_00_002,44848722,primary,,SH,503.8033752441406,30.715543746948242,-0.11991605162620544,157.02203972719624,tree_cover,0.5813936496072611,moderate,random_forest-extended-v1-20260902
44848722_00_003,44848722,primary,,SH,535.7563171386719,28.55947494506836,-0.09127949178218842,157.02203972719624,tree_cover,0.4564645573192467,moderate,random_forest-extended-v1-20260902
44848724_00_000,44848724,trunk,,NH710,339.34385681152344,29.48698616027832,-0.058967337012290955,170.02041587784976,tree_cover,0.5404681465531841,moderate,random_forest-extended-v1-20260902
44848725_00_000,44848725,trunk,Melli Bridge,NH710,321.0764617919922,30.22140884399414,-0.07498881220817566,145.79130384196088,tree_cover,0.6331317234705769,high,random_forest-extended-v1-20260902
44848726_00_000,44848726,secondary,,NH510,673.9652099609375,31.200279235839844,-0.03598055616021156,145.79130384196088,tree_cover,0.50756604188839,moderate,random_forest-extended-v1-20260902
44848726_00_001,44848726,secondary,,NH510,686.376708984375,31.03944206237793,-0.0394766740500927,123.70802350161468,tree_cover,0.5077645501258264,moderate,random_forest-extended-v1-20260902
44848726_00_002,44848726,secondary,,NH510,663.0221557617188,31.285037994384766,-0.0931316390633583,116.63304307356871,tree_cover,0.5650371224385946,moderate,random_forest-extended-v1-20260902
44848726_00_003,44848726,secondary,,NH510,630.8624267578125,31.047100067138672,-0.1059315875172615,130.39970636758034,tree_cover,0.5612836117399039,moderate,random_forest-extended-v1-20260902
44848726_00_004,44848726,secondary,,NH510,691.2765197753906,30.24859046936035,-0.0996285229921341,145.79130384196088,tree_cover,0.4845286770394977,moderate,random_forest-extended-v1-20260902
44848726_00_005,44848726,secondary,,NH510,698.10400390625,29.887502670288086,-0.07478959858417511,164.94403133548627,tree_cover,0.38390825739713386,low,random_forest-extended-v1-20260902
44848726_00_006,44848726,secondary,,NH510,746.4957275390625,30.49201774597168,-0.03537753224372864,227.73329671633672,tree_cover,0.4826562520483446,moderate,random_forest-extended-v1-20260902
44848726_00_007,44848726,secondary,,NH510,857.9014892578125,30.686138153076172,0.05150130018591881,340.0408317556995,tree_cover,0.4717070947939963,moderate,random_forest-extended-v1-20260902
44848726_00_008,44848726,secondary,,NH510,847.7230834960938,29.53572654724121,0.008341860957443714,268.82588145153073,tree_cover,0.36170635077637103,low,random_forest-extended-v1-20260902
44848726_00_009,44848726,secondary,,NH510,968.8865661621094,29.347946166992188,-0.004558590240776539,314.0440794543925,tree_cover,0.35690468621788535,low,random_forest-extended-v1-20260902
44848726_00_010,44848726,secondary,,NH510,1006.3845520019531,31.43657684326172,-0.006697896867990494,227.73329671633672,tree_cover,0.4901142440619632,moderate,random_forest-extended-v1-20260902
44848726_00_011,44848726,secondary,,NH510,1034.7244262695312,32.906349182128906,-0.08454569429159164,233.26608614713743,tree_cover,0.5116152523265354,moderate,random_forest-extended-v1-20260902
44848726_00_012,44848726,secondary,,NH510,1086.8572998046875,29.190000534057617,0.017459042370319366,405.07950455465993,tree_cover,0.37616728852374337,low,random_forest-extended-v1-20260902
44848726_00_013,44848726,secondary,,NH510,1029.457763671875,28.522708892822266,0.02946213260293007,433.46870913515824,tree_cover,0.37324905655991697,low,random_forest-extended-v1-20260902
44848726_00_014,44848726,secondary,,NH510,1038.0187377929688,29.498218536376953,0.08633323758840561,532.0883281519216,tree_cover,0.39336461565649244,low,random_forest-extended-v1-20260902
44848726_00_015,44848726,secondary,,NH510,1041.7066650390625,29.165464401245117,0.07265029102563858,495.690433062667,tree_cover,0.3960642307149302,low,random_forest-extended-v1-20260902
44848726_00_016,44848726,secondary,,NH510,1103.97900390625,24.40018653869629,0.023805173113942146,437.3739115258827,tree_cover,0.23822238530471557,low,random_forest-extended-v1-20260902
44848726_00_017,44848726,secondary,,NH510,1196.00048828125,21.751590728759766,-0.04578690975904465,275.84901592217506,tree_cover,0.24522293107186197,low,random_forest-extended-v1-20260902
44848726_00_018,44848726,secondary,,NH510,1223.8526611328125,23.64262580871582,-0.01754518784582615,177.36277605064052,tree_cover,0.3123449889347113,low,random_forest-extended-v1-20260902
44848726_00_019,44848726,secondary,,NH510,1225.3801879882812,23.796911239624023,-0.10425172746181488,116.63304307356871,tree_cover,0.37833870984133033,low,random_forest-extended-v1-20260902
44848726_00_020,44848726,secondary,,NH510,1273.196044921875,22.93019676208496,-0.022800130769610405,145.79130384196088,tree_cover,0.37208828313476505,low,random_forest-extended-v1-20260902
44848726_00_021,44848726,secondary,,NH510,1321.6608276367188,21.908309936523438,-0.022785771638154984,247.41604700322935,tree_cover,0.3022321098050725,low,random_forest-extended-v1-20260902
44848726_00_022,44848726,secondary,,NH510,1282.805908203125,21.762554168701172,0.025729114189743996,501.65768670191557,tree_cover,0.2894806877342958,low,random_forest-extended-v1-20260902
44848726_00_023,44848726,secondary,,NH510,1289.8931884765625,23.124662399291992,0.05530611053109169,615.0941847487371,tree_cover,0.29973729510580843,low,random_forest-extended-v1-20260902
44848726_00_024,44848726,secondary,,NH510,1332.948974609375,23.54619026184082,0.05691417679190636,594.7141625618347,tree_cover,0.26766631354111126,low,random_forest-extended-v1-20260902
44848726_00_025,44848726,secondary,,NH510,1355.998779296875,23.56891441345215,0.04818465933203697,563.1395526838879,tree_cover,0.2657945265888177,low,random_forest-extended-v1-20260902
44848726_00_026,44848726,secondary,,NH510,1445.6749267578125,22.239301681518555,0.009361262433230877,496.54728838338445,tree_cover,0.2828873070280484,low,random_forest-extended-v1-20260902
44848726_00_027,44848726,secondary,,NH510,1492.621337890625,22.612884521484375,-0.010481168515980244,524.8486938310592,tree_cover,0.28754238970800033,low,random_forest-extended-v1-20260902
44848730_00_000,44848730,primary,,SH,620.4043884277344,34.71107482910156,-0.03032359853386879,130.39970636758034,tree_cover,0.5791046301867646,moderate,random_forest-extended-v1-20260902
44848730_00_001,44848730,primary,,SH,599.9829711914062,31.837581634521484,-0.060453370213508606,116.63304307356871,tree_cover,0.5947557155191961,moderate,random_forest-extended-v1-20260902
44848730_00_002,44848730,primary,,SH,599.8914794921875,30.565401077270508,-0.11319661885499954,145.79130384196088,tree_cover,0.5378793805632409,moderate,random_forest-extended-v1-20260902
44848730_00_003,44848730,primary,,SH,611.06005859375,32.56941223144531,-0.13634133338928223,195.5995595513705,tree_cover,0.5674352899326472,moderate,random_forest-extended-v1-20260902
44848730_00_004,44848730,primary,,SH,655.6007690429688,34.18467330932617,-0.12705186009407043,195.5995595513705,tree_cover,0.5697243681974977,moderate,random_forest-extended-v1-20260902
44848730_00_005,44848730,primary,,SH,664.6515808105469,35.902259826660156,-0.1363556981086731,180.88790466257092,tree_cover,0.574632271217872,moderate,random_forest-extended-v1-20260902
44848731_00_000,44848731,primary,,SH,673.0466918945312,34.4155387878418,-0.12699443101882935,164.94403133548627,tree_cover,0.5612872527617989,moderate,random_forest-extended-v1-20260902
44848731_00_001,44848731,primary,,SH,650.7750549316406,32.3580207824707,-0.11868846416473389,138.0955051047706,tree_cover,0.551227072208811,moderate,random_forest-extended-v1-20260902
44849422_00_000,44849422,primary,Akar Bridge,SH,355.81256103515625,21.825794219970703,-0.09155228734016418,130.39970636758034,tree_cover,0.29160243469618674,low,random_forest-extended-v1-20260902
44851378_00_000,44851378,secondary,,MDR,1350.2952270507812,28.375295639038086,-0.08522769063711166,92.20651663725067,tree_cover,0.5514811274747599,moderate,random_forest-extended-v1-20260902
44851378_00_001,44851378,secondary,,MDR,1343.832763671875,32.309818267822266,-0.09002318233251572,116.63304307356871,tree_cover,0.5759051213784735,moderate,random_forest-extended-v1-20260902
44851378_00_002,44851378,secondary,,MDR,1337.260009765625,35.440895080566406,-0.11292381584644318,145.79130384196088,tree_cover,0.5858388739189603,moderate,random_forest-extended-v1-20260902
44851378_00_003,44851378,secondary,,MDR,1327.8368530273438,36.03032302856445,-0.1390836536884308,210.26320860757602,tree_cover,0.6008234126614443,high,random_forest-extended-v1-20260902
44851378_00_004,44851378,secondary,,MDR,1281.0194702148438,34.986358642578125,-0.11800646781921387,174.94956461035306,tree_cover,0.5964046223498883,high,random_forest-extended-v1-20260902
44851378_00_005,44851378,secondary,,MDR,1249.1591796875,33.477203369140625,-0.051687952131032944,170.02041587784976,tree_cover,0.5991215060290641,high,random_forest-extended-v1-20260902
44851378_00_006,44851378,secondary,,MDR,1212.738037109375,32.68161392211914,-0.07325331121683121,186.70396624747931,tree_cover,0.5674843957822702,moderate,random_forest-extended-v1-20260902
44851378_00_007,44851378,secondary,,MDR,1173.4134521484375,30.97139549255371,-0.08482567220926285,148.67854064045866,tree_cover,0.47035102103121196,moderate,random_forest-extended-v1-20260902
44851383_00_000,44851383,secondary,,MDR,1350.492431640625,26.395751953125,-0.08380626887083054,105.13160430378801,tree_cover,0.4917299146743085,moderate,random_forest-extended-v1-20260902
44851383_00_001,44851383,secondary,,MDR,1352.6297607421875,29.17458724975586,-0.04959172010421753,105.13160430378801,tree_cover,0.5248046250857886,moderate,random_forest-extended-v1-20260902
44851383_00_002,44851383,secondary,,MDR,1370.8626708984375,30.434751510620117,-0.037215325981378555,130.39970636758034,tree_cover,0.5465346515203765,moderate,random_forest-extended-v1-20260902
44851383_00_003,44851383,secondary,,MDR,1364.931396484375,30.928852081298828,-0.03147222101688385,145.79130384196088,tree_cover,0.5368422882007184,moderate,random_forest-extended-v1-20260902
44851383_00_004,44851383,secondary,,MDR,1472.1859130859375,27.365564346313477,0.01102676335722208,170.02041587784976,tree_cover,0.45393059251617435,moderate,random_forest-extended-v1-20260902
44851383_00_005,44851383,secondary,,MDR,1428.7760009765625,25.578765869140625,-0.0031299926340579987,116.63304307356871,tree_cover,0.448035213387645,moderate,random_forest-extended-v1-20260902
44851383_00_006,44851383,secondary,,MDR,1467.5069580078125,19.944293975830078,0.0040488895028829575,130.39970636758034,tree_cover,0.298353061806064,low,random_forest-extended-v1-20260902
44851383_00_007,44851383,secondary,,MDR,1463.669189453125,19.211618423461914,0.003560725599527359,116.63304307356871,tree_cover,0.31231901902897613,low,random_forest-extended-v1-20260902
44851383_00_008,44851383,secondary,,MDR,1503.129638671875,18.040687561035156,0.0015219231136143208,92.20651663725067,tree_cover,0.3420786365440206,low,random_forest-extended-v1-20260902
44851383_00_009,44851383,secondary,,MDR,1552.9852294921875,17.521230697631836,-0.021062839776277542,87.47478230517653,tree_cover,0.37016579466456206,low,random_forest-extended-v1-20260902
44851383_00_010,44851383,secondary,,MDR,1568.357421875,16.471900939941406,-0.022857561707496643,123.70802350161468,tree_cover,0.2682034115997418,low,random_forest-extended-v1-20260902
44851383_00_011,44851383,secondary,,MDR,1566.6705322265625,17.90872573852539,0.032147035002708435,177.36277605064052,tree_cover,0.25282416640364874,low,random_forest-extended-v1-20260902
44851383_00_012,44851383,secondary,,MDR,1561.7281494140625,21.984874725341797,0.030984055250883102,206.18003916935783,tree_cover,0.29745507001959454,low,random_forest-extended-v1-20260902
44851383_00_013,44851383,secondary,,MDR,1646.636962890625,22.908510208129883,0.025154802948236465,235.08141380687945,tree_cover,0.30641161537023115,low,random_forest-extended-v1-20260902
44851383_00_014,44851383,secondary,,MDR,1651.281494140625,23.93262481689453,-0.0002871553006116301,268.82588145153073,tree_cover,0.30304258010107626,low,random_forest-extended-v1-20260902
44851383_00_015,44851383,secondary,,MDR,1650.6373291015625,25.408559799194336,0.015190515667200089,380.1772074656567,tree_cover,0.35100640117970994,low,random_forest-extended-v1-20260902
44851383_00_016,44851383,secondary,,MDR,1734.7262573242188,28.332298278808594,0.025355812162160873,474.66209594294867,tree_cover,0.4907485156928744,moderate,random_forest-extended-v1-20260902
44851383_00_017,44851383,secondary,,MDR,1761.4832763671875,30.091676712036133,-0.0845385193824768,577.3041096742019,tree_cover,0.5239820021661589,moderate,random_forest-extended-v1-20260902
44851383_00_018,44851383,secondary,,MDR,1794.5895385742188,29.83053970336914,-0.039196696132421494,586.0737881011005,tree_cover,0.46957413078781657,moderate,random_forest-extended-v1-20260902
44851383_00_019,44851383,secondary,,MDR,1842.7862548828125,28.54606056213379,0.002239811234176159,657.8403476970057,tree_cover,0.4616351062825035,moderate,random_forest-extended-v1-20260902
44851383_00_020,44851383,secondary,,MDR,1852.165771484375,26.881710052490234,0.06604571640491486,655.250415012434,tree_cover,0.4101255967952583,low,random_forest-extended-v1-20260902
44851383_00_021,44851383,secondary,,MDR,1820.6629638671875,26.414960861206055,0.060891278088092804,550.1569638651962,tree_cover,0.4124371164314016,low,random_forest-extended-v1-20260902
44851389_00_000,44851389,tertiary,,,1878.354248046875,27.19705581665039,0.04182416945695877,520.3734494852304,tree_cover,0.4215746550699377,low,random_forest-extended-v1-20260902
44851389_00_001,44851389,tertiary,,,1794.403564453125,30.673931121826172,0.0937274843454361,566.1510156143496,tree_cover,0.5693085292560767,moderate,random_forest-extended-v1-20260902
44851389_00_002,44851389,tertiary,,,1777.43798828125,28.90672492980957,0.12126567959785461,693.0839463125809,tree_cover,0.46059515946684104,moderate,random_forest-extended-v1-20260902
44851389_00_003,44851389,tertiary,,,1748.3057250976562,25.855209350585938,0.031213779002428055,730.7039204846151,tree_cover,0.39004739088836055,low,random_forest-extended-v1-20260902
44851389_00_004,44851389,tertiary,,,1776.164794921875,23.476367950439453,0.01619555801153183,651.9985318379016,tree_cover,0.2798120420791696,low,random_forest-extended-v1-20260902
44851389_00_005,44851389,tertiary,,,1764.3685913085938,24.296680450439453,-0.03530574217438698,300.2026684258173,tree_cover,0.2888943961998001,low,random_forest-extended-v1-20260902
44851389_00_006,44851389,tertiary,,,1716.7032470703125,24.278514862060547,-0.013438867405056953,519.1480735001394,tree_cover,0.2941259026339791,low,random_forest-extended-v1-20260902
44851389_00_007,44851389,tertiary,,,1659.100830078125,24.496692657470703,0.01427161879837513,676.3208144203506,tree_cover,0.31360584101980704,low,random_forest-extended-v1-20260902
44851389_00_008,44851389,tertiary,,,1564.599853515625,25.554134368896484,0.02946213260293007,661.0634946155362,tree_cover,0.40721561283088803,low,random_forest-extended-v1-20260902
44851389_00_009,44851389,tertiary,,,1556.27001953125,25.02047348022461,0.019641421735286713,655.250415012434,tree_cover,0.36484430209219554,low,random_forest-extended-v1-20260902
44851389_00_010,44851389,tertiary,,,1502.7412109375,25.977615356445312,0.06349003314971924,626.0544088562227,tree_cover,0.4038352811655206,low,random_forest-extended-v1-20260902
44851389_00_011,44851389,tertiary,,,1481.8428955078125,26.27147674560547,0.06394948065280914,619.9131272274983,tree_cover,0.4249991734710674,moderate,random_forest-extended-v1-20260902
44851389_00_012,44851389,tertiary,,,1482.3304443359375,29.600570678710938,0.04247026890516281,560.1118987424379,tree_cover,0.47628821402788285,moderate,random_forest-extended-v1-20260902
44851389_00_013,44851389,tertiary,,,1531.0009765625,29.415103912353516,-0.018923534080386162,461.03258318625336,tree_cover,0.49787530445253403,moderate,random_forest-extended-v1-20260902
44851389_00_014,44851389,tertiary,,,1460.028564453125,31.707786560058594,-0.04166623204946518,453.59608617258715,tree_cover,0.5955430608343367,high,random_forest-extended-v1-20260902
44851389_00_015,44851389,tertiary,,,1355.5924072265625,30.644092559814453,-0.028887823224067688,392.284278244487,tree_cover,0.5407706924078917,moderate,random_forest-extended-v1-20260902
44851389_00_016,44851389,tertiary,,,1316.2752075195312,30.09174346923828,0.018248718231916428,408.2156507574905,tree_cover,0.49912471234375944,moderate,random_forest-extended-v1-20260902
44851389_00_017,44851389,tertiary,,,1250.7911376953125,29.173839569091797,0.0033310013823211193,409.25569231765,tree_cover,0.44077108802518966,moderate,random_forest-extended-v1-20260902
44851389_00_018,44851389,tertiary,,,1277.08935546875,27.580474853515625,-0.013352720998227596,351.11195479568335,tree_cover,0.4297670658064888,moderate,random_forest-extended-v1-20260902
44851389_00_019,44851389,tertiary,,,1186.1348266601562,27.257526397705078,0.0016798584256321192,474.66209594294867,tree_cover,0.34459801095254755,low,random_forest-extended-v1-20260902
44851389_00_020,44851389,tertiary,,,1139.6273193359375,30.151134490966797,0.005455950275063515,560.8703444503877,tree_cover,0.5035765755235512,moderate,random_forest-extended-v1-20260902
44851389_00_021,44851389,tertiary,,,1123.8225708007812,30.467857360839844,-0.004522696137428284,600.4053368516346,tree_cover,0.525931223416112,moderate,random_forest-extended-v1-20260902
44851389_00_022,44851389,tertiary,,,1124.7205810546875,30.98130226135254,-0.02219710499048233,583.1652153678435,tree_cover,0.5407087222244727,moderate,random_forest-extended-v1-20260902
44851389_00_023,44851389,tertiary,,,1140.5101318359375,31.678640365600586,0.08281558752059937,578.7749505540111,tree_cover,0.584629739814777,moderate,random_forest-extended-v1-20260902
44851389_00_024,44851389,tertiary,,,1109.46240234375,31.380504608154297,0.06321723759174347,553.239099823504,tree_cover,0.5767423427867348,moderate,random_forest-extended-v1-20260902
44851389_00_025,44851389,tertiary,,,1092.3997802734375,32.56748962402344,0.10548649728298187,536.0681018403303,tree_cover,0.5775688604659732,moderate,random_forest-extended-v1-20260902
44851389_00_026,44851389,tertiary,,,1016.4894409179688,35.51000213623047,0.02917497605085373,405.07950455465993,tree_cover,0.56588243452174,moderate,random_forest-extended-v1-20260902
44851389_00_027,44851389,tertiary,,,1020.8780517578125,36.65184020996094,0.12787026166915894,412.36007833871565,tree_cover,0.5606903119255582,moderate,random_forest-extended-v1-20260902
44851389_00_028,44851389,tertiary,,,968.2847290039062,37.84885025024414,0.09774766117334366,352.3206053745417,tree_cover,0.551566021106374,moderate,random_forest-extended-v1-20260902
44851389_00_029,44851389,tertiary,,,894.8100891113281,38.30501174926758,0.03842855617403984,276.619549911752,tree_cover,0.5324278468366538,moderate,random_forest-extended-v1-20260902
44851389_00_030,44851389,tertiary,,,929.7620544433594,36.26362609863281,0.08157363533973694,315.39481291136406,tree_cover,0.5448528983049052,moderate,random_forest-extended-v1-20260902
44851389_00_031,44851389,tertiary,,,842.4153442382812,34.423309326171875,0.008255714550614357,186.70396624747931,tree_cover,0.5058059291671303,moderate,random_forest-extended-v1-20260902
44851389_00_032,44851389,tertiary,,,866.610107421875,32.705604553222656,0.023446230217814445,195.5995595513705,tree_cover,0.5006336617852741,moderate,random_forest-extended-v1-20260902
