lat,lon,mfi,r_factor,mean_annual_rainfall_mm
24.903,92.961,401.55,1522.48,2916.5
24.903,93.051,397.77,1506.7,2840.0
24.903,93.141,389.16,1470.81,2716.7
24.903,93.231,357.6,1339.19,2425.2
24.903,93.321,346.03,1290.93,2656.5
24.903,93.411,356.35,1333.99,2631.0
24.903,93.501,284.71,1035.22,2097.2
24.903,93.591,275.75,997.87,2011.9
24.903,93.681,243.99,865.45,1804.7
24.903,93.771,235.47,829.9,1823.6
24.903,93.861,196.8,668.65,1511.2
24.903,93.951,206.1,707.45,1515.8
24.903,94.041,187.75,630.91,1391.8
24.903,94.131,195.18,661.91,1376.9
24.903,94.221,220.97,769.47,1568.1
24.903,94.311,221.79,772.85,1556.1
24.903,94.401,266.61,959.78,1805.4
24.903,94.491,245.06,869.9,1683.4
24.903,94.581,284.43,1034.08,1891.3
24.903,94.671,395.06,1495.38,2522.7
24.903,94.761,414.91,1578.16,2560.8
24.993,92.871,446.42,1709.58,3129.9
24.993,92.961,402.3,1525.58,2832.0
24.993,93.051,389.11,1470.61,2757.8
24.993,93.141,360.47,1351.14,2465.3
24.993,93.231,360.47,1351.14,2465.3
24.993,93.321,343.82,1281.73,2308.9
24.993,93.411,340.19,1266.57,2378.1
24.993,93.501,318.04,1174.23,2342.2
24.993,93.591,318.04,1174.23,2342.2
24.993,93.681,287.82,1048.21,2177.0
24.993,93.771,275.81,998.14,2159.9
24.993,93.861,229.45,804.79,1774.8
24.993,93.951,227.64,797.27,1676.5
24.993,94.041,190.02,640.4,1412.7
24.993,94.131,192.06,648.88,1350.1
24.993,94.221,192.06,648.88,1350.1
24.993,94.311,224.21,782.97,1572.9
24.993,94.401,251.3,895.91,1758.0
24.993,94.491,284.43,1034.08,1891.3
24.993,94.581,251.45,896.57,1690.4
24.993,94.671,393.62,1489.41,2446.9
24.993,94.761,422.69,1610.6,2753.0
25.083,92.871,412.31,1567.35,2858.4
25.083,92.961,307.71,1131.17,2306.1
25.083,93.051,308.9,1136.11,2357.8
25.083,93.141,296.84,1085.83,2234.4
25.083,93.231,316.26,1166.8,2311.1
25.083,93.321,329.79,1223.21,2243.5
25.083,93.411,321.21,1187.45,2216.7
25.083,93.501,311.93,1148.73,2262.6
25.083,93.591,332.11,1232.91,2462.1
25.083,93.681,280.87,1019.23,2113.5
25.083,93.771,278.36,1008.77,2130.8
25.083,93.861,257.09,920.06,2005.0
25.083,93.951,234.67,826.59,1725.0
25.083,94.041,199.62,680.41,1459.4
25.083,94.131,206.92,710.87,1444.4
25.083,94.221,229.07,803.21,1584.6
25.083,94.311,225.91,790.05,1597.3
25.083,94.401,249.16,886.98,1725.0
25.083,94.491,248.84,885.68,1738.0
25.083,94.581,283.91,1031.91,1902.8
25.083,94.671,344.8,1285.81,2237.4
25.083,94.761,422.69,1610.6,2753.0
25.173,92.871,437.06,1670.52,3055.9
25.173,92.961,276.74,1001.99,2092.9
25.173,93.051,263.53,946.93,2025.3
25.173,93.141,245.37,871.18,1902.1
25.173,93.231,256.67,918.3,2005.0
25.173,93.321,274.99,994.71,2087.8
25.173,93.411,324.85,1202.61,2310.0
25.173,93.501,318.63,1176.69,2332.5
25.173,93.591,223.58,780.33,1742.7
25.173,93.681,253.72,906.01,1943.4
25.173,93.771,252.32,900.17,1898.3
25.173,93.861,273.74,989.51,2154.8
25.173,93.951,260.73,935.24,2031.0
25.173,94.041,242.77,860.35,1806.9
25.173,94.131,239.97,848.68,1742.4
25.173,94.221,239.97,848.68,1742.4
25.173,94.311,236.42,833.86,1732.4
25.173,94.401,221.74,772.64,1548.4
25.173,94.491,245.61,872.18,1677.7
25.173,94.581,290.09,1057.66,1936.5
25.173,94.671,355.39,1329.97,2464.8
25.173,94.761,447.09,1712.37,3172.1
25.263,92.871,280.66,1018.35,2078.8
25.263,92.961,243.49,863.33,1836.2
25.263,93.051,243.9,865.05,1841.8
25.263,93.141,224.98,786.18,1709.3
25.263,93.231,231.2,812.1,1796.8
25.263,93.321,245.38,871.21,1964.2
25.263,93.411,236.38,833.72,1840.6
25.263,93.501,250.66,893.25,2059.1
25.263,93.591,213.72,739.21,1700.0
25.263,93.681,213.08,736.55,1637.0
25.263,93.771,285.48,1038.45,2139.5
25.263,93.861,285.48,1038.45,2139.5
25.263,93.951,303.29,1112.71,2383.3
25.263,94.041,247.95,881.96,1894.2
25.263,94.131,249.94,890.26,1803.2
25.263,94.221,249.94,890.26,1803.2
25.263,94.311,245.53,871.86,1762.0
25.263,94.401,224.31,783.36,1513.2
25.263,94.491,242.08,857.47,1598.2
25.263,94.581,290.09,1057.66,1936.5
25.263,94.671,357.95,1340.66,2433.5
25.263,94.761,473.57,1822.79,3306.2
25.353,92.871,287.85,1048.34,2153.4
25.353,92.961,267.71,964.33,2055.7
25.353,93.051,243.9,865.05,1841.8
25.353,93.141,218.11,757.54,1632.4
25.353,93.231,228.88,802.44,1742.6
25.353,93.321,239.39,846.27,1827.3
25.353,93.411,255.66,914.11,1986.5
25.353,93.501,222.45,775.6,1841.9
25.353,93.591,235.52,830.14,1922.0
25.353,93.681,214.99,744.51,1691.6
25.353,93.771,253.69,905.89,1936.0
25.353,93.861,281.49,1021.81,2174.2
