lat,lon,mfi,r_factor,mean_annual_rainfall_mm
28.301,92.446,91.21,228.33,538.2
28.301,92.696,165.3,537.3,1136.3
28.301,92.946,292.52,1067.81,2385.7
28.301,93.196,246.2,874.64,2472.5
28.301,93.446,435.9,1665.72,3703.2
28.301,93.696,406.32,1542.34,3796.2
28.301,93.946,408.3,1550.59,3364.7
28.301,94.196,436.26,1667.21,4068.2
28.301,94.446,739.85,2933.16,6341.7
28.301,94.696,603.49,2364.55,5143.4
28.301,94.946,505.57,1956.21,4178.3
28.301,95.196,516.51,2001.83,4211.6
28.301,95.446,696.24,2751.32,5911.2
28.301,95.696,485.81,1873.84,3683.6
28.301,95.946,681.61,2690.31,5652.7
28.301,96.196,509.02,1970.62,4345.4
28.301,96.446,555.9,2166.11,4771.0
28.301,96.696,348.35,1300.63,3096.6
28.301,96.946,304.71,1118.65,2655.6
28.301,97.196,210.08,724.05,2005.4
28.301,97.446,185.83,622.91,1659.5
28.551,91.446,75.88,164.41,469.5
28.551,91.696,107.03,294.33,632.1
28.551,91.946,104.82,285.09,605.7
28.551,92.196,104.62,284.27,618.8
28.551,92.446,113.42,320.95,678.2
28.551,92.696,134.53,408.99,931.6
28.551,92.946,174.79,576.88,1477.9
28.551,93.196,201.14,686.76,1706.7
28.551,93.446,241.37,854.51,2243.7
28.551,93.696,328.97,1219.81,3221.4
28.551,93.946,330.07,1224.37,3158.5
28.551,94.196,365.36,1371.57,3168.5
28.551,94.446,669.32,2639.06,5598.2
28.551,94.696,771.35,3064.54,6759.7
28.551,94.946,626.05,2458.64,5501.5
28.551,95.196,588.17,2300.67,4908.5
28.551,95.446,638.16,2509.13,5646.3
28.551,95.696,567.04,2212.55,4990.7
28.551,95.946,565.45,2205.94,4751.6
28.551,96.196,420.79,1602.68,3601.4
28.551,96.446,374.02,1407.67,3258.7
28.551,96.696,306.68,1126.85,3286.5
28.551,96.946,669.34,2639.15,6284.9
28.551,97.196,171.09,561.45,1739.4
28.551,97.446,178.21,591.15,1523.9
28.801,91.446,116.26,332.82,648.4
28.801,91.696,130.63,392.73,734.9
28.801,91.946,151.15,478.29,857.6
28.801,92.196,128.73,384.81,763.1
28.801,92.446,124.39,366.7,802.3
28.801,92.696,132.13,398.97,897.4
28.801,92.946,121.16,353.25,928.2
