Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History_Date,Activity
MN/UKH/83K12/2017/88,Manipur,Ukhrul, ,Khayang,25.055186,94.599525,,,,Active
MN/UKH/83K12/2017/35,Manipur,Ukhrul, ,Mapum,25.091667,94.550056,,,,Active
MN/NON/83H06/2018/8,Manipur,Noney, ,Sangrung,24.818,93.45,,,,Active
MN/PZL/83H04/2020/3,Manipur,Pherzawl, ,On the way to Lungthulien Village.,24.24,93.1,,,,Stabilized
MN/NON/83H05/2018/27,Manipur,Noney, ,Irang,24.845611,93.498778,,,,Active
MN/KAM/83L09/2017/37,Manipur,Kamjong, ,"Chahong 
Khullen",24.924528,94.559833,,,,Active
MN/UKH/83L01/2018/4,Manipur,Ukhrul, ,NH 102,24.930944,94.151639,,,,Active
MN/CCP/83H08/2020/4,Manipur,Churachandpur, ,Khuongjang village road,24.36,93.27,,,,Active
MN/UKH/83K11/2017/5,Manipur,Ukhrul, ,Chingai,25.315861,94.504139,,,,Active
MN/UKH/83L01/2018/49,Manipur,Ukhrul, ,Sada Thangkul,24.637278,94.1725,,,,Active
MN/KAN/83H13/2018/10,Manipur,Kangpokpi, ,Samuk,24.930056,93.797167,,,,Active
MN/UKH/83L05/2018/1,Manipur,Ukhrul, ,1.5 km South of Leiting Village.,24.925194,94.337056,,,,Active
MN/CDL/83L04/2020/5,Manipur,Chandel, ,Khenjoy section,24.05,94.07,,,,Suspended
MAN/UKH/83K08/2015/023,Manipur,Ukhrul, ,"4km N of Siruhi village, Ukhrul Jessami road.",25.128417,94.440639,,,,Active
MN/NON/83H09/2018/40,Manipur,Noney, ,Data taken from NH-37,24.820728,93.575906,,,,Active
MN/CDL/83H16/2020/9,Manipur,Chandel, ,Tayang section,24.18,93.9,,,,Active
MAN/SEN/83K03/2015/60,Manipur,Senapati, ,Along Thingba Khullen and Oinam raod,25.340833,94.160528,,,,Suspended
MN/NON/83H09/2018/51,Manipur,Noney, ,NH-37,24.785889,93.736861,,,,Active
MAN/UKH/83K08/2015/026,Manipur,Ukhrul, ,Ukhrul Jessami road.,25.126167,94.456278,,,,Active
MAN/TAM/83G12/2017/0115,Manipur,Tamenglong, ,Dailong road,25.129639,93.661806,,,,Active
MN/UKH/83L01/2018/38,Manipur,Ukhrul, ,Marou,24.869028,94.234611,,,,Active
MN/UKH/83K11/2017/24,Manipur,Ukhrul, ,Chingai,25.3375,94.527806,,,,Active
MN/CHA/83L03/2018/12,Manipur,Chandel, ,1km East of Larong Khunou,24.285722,94.128222,,,,Suspended
MAN/SEN/83K03/2015/46,Manipur,Senapati, ,Along Khabung road,25.311458,94.058922,,,,Active
MAN/TAM/83H09/2007/C-7B,Manipur,Tamenglong,Capentary area-2 slide, ,24.99083,93.50583,,,, 
MAN/SEN/83K03/2015/85,Manipur,Senapati, ,Along Sorbung road,25.257919,94.091564,,,,Suspended
MN/KAM/83L05/2018/9,Manipur,Kamjong, ,0.4 km W of Tusom Village,24.796722,94.40925,,,,Reactivated
MAN/SEN/83G14/2015/13,Manipur,Senapati, ,Zerai/Yangkhullen village approach road,25.52,93.958,,,,Suspended
MN/CCP/83H08/2020/25,Manipur,Churachandpur, ,2.5 km SE Mualnuam,24.19,93.4,,,,Active
MN/KAM/83L05/2018/40,Manipur,Kamjong, ,3.5 km N of Phungyar Village,24.83125,94.339194,,,,Reactivated
MN/TAM/83H06/2018/10,Manipur,Tamenglong, ,Kaimai,24.724333,93.273111,,,,Active
MAN/TAM/83G12/2017/0098,Manipur,Tamenglong, ,Dailong road,25.115111,93.642361,,,,Active
MN/UKH/83K11/2017/22,Manipur,Ukhrul, ,Chingai,25.360389,94.529917,,,,Active
MN/PZL/83H03/2020/22,Manipur,Pherzawl, ,4 km west of Damdei Village.,24.33,93.16,,,,Active
MAN/SEN/83G16/2015/49,Manipur,Senapati, ,2km south of Makui,25.110417,93.791806,,,,Active
MN/CCP/83H12/2020/15,Manipur,Churachandpur, ,Tiddim Road,24.05,93.57,,,,Active
MN/KAM/83L09/2017/21,Manipur,Kamjong, ,"Chattrick
Kamjong road",24.870806,94.591111,,,,Active
MN/CHA/83H15/2018/1,Manipur,Chandel, ,Charangching,24.340028,93.977472,,,,Suspended
MAN/TAM/83G12/2017/0077,Manipur,Tamenglong, ,Dailong road,25.087417,93.618333,,,,Suspended
MN/KAM/83L06/2018/29,Manipur,Kamjong, ,3 km S of Sorbong Village,24.652556,94.389194,,,,Reactivated
MN/UKH/83K12/2017/71,Manipur,Ukhrul, ,Khamasom,25.179306,94.526333,,,,Active
MN/TEN/83L03/2018/69,Manipur,Tengnoupal, ,1.5 km west of Modenphai,24.441683,94.179211,,,,Relict
MN/UKH/83L01/2018/9,Manipur,Ukhrul, ,Zelenbung,24.949167,94.155389,,,,Active
MN/KAM/83L09/2017/22,Manipur,Kamjong, ,"Chattrick
Kamjong road",24.8705,94.589944,,,,Active
MN/KAM/83L09/2017/25,Manipur,Kamjong, ,"Chattrick
Kamjong road",24.867139,94.566889,,,,Active
MN/KAN/83L02/2018/13,Manipur,Kangpokpi, ,Yairipok-Hongbei road,24.7135,94.199417,,,,Active
MN/NON/83H09/2018/71,Manipur,Noney, ,Noney to Kabui Khullen road,24.987986,93.671258,,,, 
MN/NON/83H09/2018/29,Manipur,Noney, ,NH-37,24.86375,93.598917,,,,Active
MN/UKH/83K11/2017/70,Manipur,Ukhrul, ,New Tusom,25.431361,94.560861,,,,Active
MN/TEN/83L03/2018/9,Manipur,Tengnoupal, ,2km West of Angbreshu,24.316528,94.138083,,,,Suspended
MAN/SEN/83K03/2015/2,Manipur,Senapati, ,2.5km south of Taphuo Kuki,25.245869,94.014442,,,,Active
MN/NON/83H05/2018/75,Manipur,Noney, ,Sangrung,24.815528,93.43725,,,,Active
MN/TAM/83H05/2018/2,Manipur,Tamenglong, ,Tamenglong,24.952611,93.487611,,,,Active
MN/UKH/83K12/2017/60,Manipur,Ukhrul, ,Khayang,25.059861,94.584889,,,,Active
MN/KAM/83L09/2017/6,Manipur,Kamjong, ,Kamjong,24.817944,94.504472,,,,Active
MN/NON/83H09/2018/30,Manipur,Noney, ,NH-37,24.863414,93.598719,,,,Active
MN/CCP/83H11/2020/33,Manipur,Churachandpur, ,Matiyang road,24.25,93.66,,,,Active
MN/WEI/83H13/2020/4,Manipur,West Imphal, ,"Meitei Langol, West Imphal",24.82,93.89,,,,Active
MAN/TAM/83G12/2017/0120,Manipur,Tamenglong, ,Dailong road,25.135333,93.667,,,,Dormant
MN/WEI/83H13/2020/2,Manipur,West Imphal, ,"Langol area, West Imphal",24.83,93.9,,,,Reactivated
MAN/SEN/83K04/2015/97,Manipur,Senapati, ,Along Saikul road,25.080161,94.114939,,,,Active
MN/TEN/83L03/2018/22,Manipur,Tengnoupal, ,1km south of Chelep,24.419611,94.182722,,,,Suspended
MAN/UKH/83K08/2015/014,Manipur,Ukhrul, ,Nearly 6km from Changa on the way to Gamnum,25.012111,94.464833,,,,Active
MAN/TAM/83G12/2017/0096,Manipur,Tamenglong, ,Dailong road,25.116083,93.639889,,,,Abandoned
MN/CDL/83L04/2020/63,Manipur,Chandel, ,Near Tuimuam village,24.19,94.19,,,,Active
MN/UKH/83K11/2017/15,Manipur,Ukhrul, ,Chingai,25.325889,94.511306,,,,Active
MN/UKH/83K12/2017/70,Manipur,Ukhrul, ,Khamasom,25.179194,94.526528,,,,Active
MAN/UKH/83K08/2015/002,Manipur,Ukhrul, ,Nearly 6km from Ukhrul on the way to Imphal,25.063972,94.336,,,,Active
MN/NON/83H09/2018/65,Manipur,Noney, ,Noney to Marangching road,24.834028,93.644,,,,Active
MN/KAM/83L05/2018/59,Manipur,Kamjong, ,3 km N of Sadhok Village,24.831859,94.335718,,,,Reactivated
MN/UKH/83K12/2017/91,Manipur,Ukhrul, ,Kachaphung,25.092033,94.640664,,,,Active
MN/CCP/83H16/2020/1,Manipur,Churachandpur, ,Shellon section,24.24,93.85,,,,Suspended
MN/UKH/83K12/2017/30,Manipur,Ukhrul, ,Mapum,25.069306,94.536528,,,,Inactive
MAN/SEN/83K03/2015/78,Manipur,Senapati, ,Along Sorbung road,25.268825,94.048439,,,,Suspended
MAN/UKH/83K08/2015/038,Manipur,Ukhrul, ,Below Ukhrul town,25.116778,94.353917,,,,Active
MAN/UKH/83K08/2015/054,Manipur,Ukhrul, ,Ngaingu village,25.145583,94.320444,,,,Active
MN/TAM/83H09/2018/16,Manipur,Tamenglong, ,"16 Hougailong, Ward-4, Tamenglong",24.982694,93.507,,,,Active
MN/TEN/83L03/2018/78,Manipur,Tengnoupal, ,Machi-Sita road,24.493294,94.179533,,,,Relict
MN/CDL/83L04/2020/25,Manipur,Chandel, ,Gamphazol section,24.11,94.13,,,,Reactivated
MN/CCP/83H11/2020/25,Manipur,Churachandpur, ,SW of Songpi village,24.28,93.68,,,,Active
MN/CCP/83H07/2020/3,Manipur,Churachandpur, ,1 km SW Tallian,24.34,93.32,,,,Suspended
MAN/TAM/83G12/2017/0034,Manipur,Tamenglong, ,Govajang road,25.164847,93.696828,,,,Suspended
MAN/TAM/83G12/2017/0047,Manipur,Tamenglong, ,Govajang road,25.157528,93.68425,,,,Dormant
MN/NON/83H09/2018/2,Manipur,Noney, ,NH37,24.798333,93.655056,,,,Active
MN/UKH/83K11/2017/72,Manipur,Ukhrul, ,Wahong,25.489611,94.553306,,,,Active
MAN/CHAN/83L03/2007/C-11,Manipur,Chandel,Between Bongyang & Lokchao slide, ,24.34,94.22444,,,, 
MN/CCP/83H11/2020/35,Manipur,Churachandpur, ,Matiyang road,24.42,93.84,,,,Active
MAN/UKH/83K08/2015/051,Manipur,Ukhrul, ,Ukhrul Talui road,25.128222,94.321722,,,,Active
MN/NON/83H09/2018/36,Manipur,Noney, ,NH-37,24.831719,93.514025,,,,Active
MN/NON/83H10/2018/65,Manipur,Noney, ,"Data taken from NH_37A, Imphal-Khoupum highway",24.658206,93.625503,,,,Active
MAN/TAM/83G12/2017/0007,Manipur,Tamenglong, ,Govajang road,25.169,93.74075,,,,Active
MN/CDL/83L04/2020/23,Manipur,Chandel, ,Firan Machet village,24.19,94.02,,,,Suspended
MAN/UKH/83K08/2015/052,Manipur,Ukhrul, ,Ngaingu village,25.131889,94.322667,,,,Active
MN/KAM/83L06/2018/30,Manipur,Kamjong, ,4 km S of Sorbong Village,24.645686,94.38249,,,,Reactivated
MAN/TAM/83G12/2017/0039,Manipur,Tamenglong, ,Govajang road,25.164278,93.691361,,,,Suspended
MN/PZL/83H02/2020/34,Manipur,Pherzawl, ,"Data taken from JT road, at LS 49",24.52,93.1,,,,Active
MN/TEN/83L03/2018/30,Manipur,Tengnoupal, ,Angbreshu,24.317833,94.144667,,,,Suspended
MN/CDL/84E13/2020/5,Manipur,Chandel, ,Tengnoupal,24,94,,,,Suspended
MN/NON/83H05/2018/56,Manipur,Noney, ,Rengpang,24.766389,93.457722,,,,Active
MN/UKH/83K11/2017/62,Manipur,Ukhrul, ,TusomC V,25.407972,94.596917,,,,Active
MN/TEN/83L03/2018/8,Manipur,Tengnoupal, ,Angbreshu,24.316639,94.138139,,,,Suspended
MN/UKH/83K11/2017/79,Manipur,Ukhrul, ,New Tusom,25.483694,94.530194,,,,Stabilized
MN/UKH/83K11/2017/104,Manipur,Ukhrul, ,Wahong,25.467772,94.549483,,,,Active
MN/NON/83H10/2018/73,Manipur,Noney, ,"Kotlen, NH_37A, Imphal-Khoupum highway.",24.806064,93.735478,,,,Active
MN/UKH/83K12/2017/45,Manipur,Ukhrul, ,Chammu,25.096083,94.515806,,,,Active
MN/TAM/83H05/2018/1,Manipur,Tamenglong, ,New Kanan Tamenglong,24.983806,93.497528,,,,Active
MN/UKH/83K11/2017/21,Manipur,Ukhrul, ,Kongai,25.359278,94.527806,,,,Active
MN/UKH/83L01/2018/32,Manipur,Ukhrul, ,Singta,24.911194,94.242111,,,,Active
MN/TEN/83L03/2018/47,Manipur,Tengnoupal, ,Moreh-Tengnoupal road,24.304417,94.243889,,,,Suspended
MN/NON/83H09/2018/8,Manipur,Noney, ,NH37,24.797278,93.737778,,,,Active
MN/UKH/83K11/2017/2,Manipur,Ukhrul, ,Chingai,25.313,94.50975,,,,Active
MAN/TAM/83H05/2008/C-19,Manipur,Tamenglong,Tamenglong-Khongsang road-2 slide, ,24.83278,93.46333,,,, 
MN/UKH/83K12/2017/58,Manipur,Ukhrul, ,Khayang,25.056,94.600667,,,,Active
MN/UKH/83K11/2017/49,Manipur,Ukhrul, ,New Tusom,25.417167,94.578556,,,,Active
MAN/SEN/83K03/2015/13,Manipur,Senapati, ,Northwest of Maram Khonou,25.302639,94.014617,,,,Active
MN/UKH/83L01/2018/48,Manipur,Ukhrul, ,Mayophung,24.983528,94.158333,,,,Active
MAN/TAM/83H09/2007/C-2,Manipur,Tamenglong,Tamenglong slide, ,24.98611,93.50583,,,, 
MN/UKH/83K12/2017/18,Manipur,Ukhrul, ,Sahamphung,25.058833,94.55125,,,,Active
MN/UKH/83K11/2017/4,Manipur,Ukhrul, ,Chingai,25.315444,94.504417,,,,Active
MN/UKH/83K12/2017/57,Manipur,Ukhrul, ,Khayang,25.062222,94.61475,,,,Active
MN/UKH/83K11/2017/57,Manipur,Ukhrul, ,TusomC V,25.400639,94.620639,,,,Reactivated
MN/TAM/83H09/2018/24,Manipur,Tamenglong, ,"Below Bhalok village, part-1, Tamenglong district",24.975961,93.567983,,,,Active
MAN/TAM/83G12/2017/0083,Manipur,Tamenglong, ,Dailong road,25.105108,93.621136,,,,Suspended
MAN/SEN/83G14/2015/29,Manipur,Senapati, ,Peren-Maram road,25.523,93.873,,,,Suspended
MN/CHU/83H10/2018/85,Manipur,Churachandpur, ,Data taken from  Nalon village,24.538817,93.676767,,,,Relict
MN/TMG/83H05/2018/003,Manipur,Tamenglong,Neigailong Slide,Neigailong village,25.091778,92.354694,,,,Active
MN/NON/83H05/2018/32,Manipur,Noney, ,Irang,24.83725,93.494528,,,,Active
MN/NON/83H09/2018/49,Manipur,Noney, ,NH-37,24.799689,93.706336,,,,Active
MAN/TAM/83G12/2017/0066,Manipur,Tamenglong, ,Dailong road,25.059167,93.604222,,,,Active
MN/NON/83H10/2018/2,Manipur,Noney, ,Zouyantek to Imphal highway,24.641444,93.691639,,,,Active
MAN/TAM/83G12/2017/0093,Manipur,Tamenglong, ,Dailong road,25.115444,93.638778,,,,Active
MAN/SEN/83K03/2015/50,Manipur,Senapati, ,Along Khabung road,25.322717,94.067492,,,,Suspended
MN/TAM/83H05/2018/24,Manipur,Tamenglong, ,Namkailong,24.85225,93.449639,,,,Active
MN/UKH/83K11/2017/23,Manipur,Ukhrul, ,Chingai,25.3375,94.52825,,,,Active
MN/NON/83H09/2018/53,Manipur,Noney, ,Data taken from NH-37,24.800125,93.700025,,,,Active
MN/CCP/83H11/2020/47,Manipur,Moirang, ,Ithai,24.34,93.62,,,,Active
MN/CCP/83H08/2020/9,Manipur,Churachandpur, ,Sinzawl road,24.16,93.3,,,,Active
MAN/TAM/83G12/2017/0049,Manipur,Tamenglong, ,Govajang road,25.155917,93.681583,,,,Stabilized
MN/PZL/83H04/2020/12,Manipur,Pherzawl, ,7 km west of Bukpi Village.,24.22,93.2,,,,Active
MN/TAM/83H05/2018/16,Manipur,Tamenglong, ,Neigailong Tamenglong,24.985389,93.49275,,,,Active
MN/CDL/83L04/2020/26,Manipur,Chandel, ,Tengnoupal,24.12,94.13,,,,Suspended
MN/NON/83H10/2018/28,Manipur,Noney, ,Imphal-Khoupum highway,24.626833,93.709444,,,,Active
MAN/UKH/83K08/2015/012,Manipur,Ukhrul, ,Shangshak- Gamnum road.,25.033778,94.43625,,,,Active
MAN/SEN/83K03/2015/6,Manipur,Senapati, ,Along NH-39,25.289833,94.036647,,,,Active
MN/CCP/83H08/2020/29,Manipur,Churachandpur, ,3 km east of Lungthul (L),24.14,93.45,,,,Active
MN/CDL/83H16/2020/30,Manipur,Chandel, ,Tengnoupal,24.13,94,,,,Suspended
MN/UKH/83K11/2017/67,Manipur,Ukhrul, ,Tusom Khullen,25.408417,94.587083,,,,Active
MN/CHA/83L03/2018/67,Manipur,Chandel, ,2km west of Modenphai,24.444067,94.169767,,,,Active
MAN/UKH/83K08/2015/015,Manipur,Ukhrul, ,2km E of Gamnum,25.023056,94.449306,,,,Active
MN/JRM/83H02/2020/20,Manipur,Jiribam, ,Along JT road,24.69,93.12,,,,Active
MN/CDL/83L04/2020/12,Manipur,Chandel, ,Along T. Minou to T. Khunomyang road,24.21,94.22,,,,Active
MN/PZL/83H04/2020/13,Manipur,Pherzawl, ,10 km west of Bukpi Village.,24.23,93.19,,,,Active
MAN/TAM/83G12/2017/0101,Manipur,Tamenglong, ,Dailong road,25.116,93.643278,,,,Active
MN/TAM/83H05/2018/88,Manipur,Tamenglong, ,Barak,24.768556,93.314358,,,,Suspended
MAN/TAM/83G12/2017/0124,Manipur,Tamenglong, ,Dailong road,25.139167,93.669444,,,,Suspended
MAN/TAM/83G12/2017/0119,Manipur,Tamenglong, ,Dailong road,25.134944,93.666667,,,,Active
MN/KAN/83H13/2018/1,Manipur,Kangpokpi, ,Longa koireng,24.778778,93.782778,,,,Active
MN/UKH/83K12/2017/90,Manipur,Ukhrul, ,Mapum,25.091742,94.550444,,,,Active
MN/CCP/83H08/2020/7,Manipur,Churachandpur, ,Maulpheng,24.21,93.3,,,,Suspended
MN/NON/83H09/2018/47,Manipur,Noney, ,NH-37,24.800778,93.702611,,,,Active
MN/CHU/83H10/2018/37,Manipur,Churachandpur, ,Data taken from Loktak- Leimatak highway,24.612992,93.670236,,,,Active
MN/UKH/83L01/2018/26,Manipur,Ukhrul, ,Mayophung,24.983722,94.158306,,,,Active
MN/UKH/83K11/2017/66,Manipur,Ukhrul, ,Tusom Khullen,25.409222,94.589389,,,,Active
MN/CDL/83L04/2020/45,Manipur,Chandel, ,Charlong,24.22,94.07,,,,Active
MN/KAM/83L06/2018/5,Manipur,Kamjong, ,2 km N of Tarang Village,24.655226,94.292756,,,,Reactivated
MN/UKH/83L01/2018/30,Manipur,Ukhrul, ,Singta village,24.914778,94.242583,,,,Active
MN/TAM/83H01/2018/48,Manipur,Tamenglong,Gularthal_2,NH54,24.795814,93.230263,,,,Active
MAN/TAM/83G12/2017/0032,Manipur,Tamenglong, ,Govajang road,25.165222,93.697722,,,,Suspended
MN/CDL/83H16/2020/12,Manipur,Chandel, ,Tengnoupal,24,93.97,,,,Suspended
MN/TEN/83L03/2018/27,Manipur,Tengnoupal, ,Near Sita village,24.433611,94.249544,,,,Suspended
MAN/SEN/83K03/2015/84,Manipur,Senapati, ,Along Sorbung road,25.261617,94.079422,,,,Suspended
MN/NON/83H09/2018/63,Manipur,Noney, ,Dolang-Zouyantak road,24.663889,93.679056,,,,Active
MN/CHA/83L03/2018/1,Manipur,Chandel, ,Phunchong village,24.287361,94.022917,,,,Active
MAN/SEN/83K03/2015/8,Manipur,Senapati, ,North of Karong,25.337239,94.039708,,,,Suspended
MN/CDL/83L04/2020/62,Manipur,Chandel, ,Along T. Minou to T. Khunomyang road,24.19,94.2,,,,Active
MN/TEN/83L07/2018/7,Manipur,Tengnoupal, ,Laibi-Khudenthabi Road,24.354814,94.258094,,,,Relict
MN/NON/83H10/2018/27,Manipur,Noney, ,"Imphal-Khoupum highway, near Ngaryan.",24.635389,93.719194,,,,Active
MN/KAM/83L09/2017/12,Manipur,Kamjong, ,Maokot,24.985833,94.60825,,,,Active
MN/NON/83H10/2018/24,Manipur,Noney, ,Noney town,24.860639,93.62675,,,,Active
MN/UKH/83K11/2017/20,Manipur,Ukhrul, ,Kongai,25.356583,94.525306,,,,Active
MN/NON/83H05/2018/61,Manipur,Noney, ,Rengpang,24.7585,93.459139,,,,Active
MAN/UKH/83K08/2015/008,Manipur,Ukhrul, ,Near Shangshak village,25.002611,94.330278,,,,Active
MN/TEN/83L03/2018/21,Manipur,Tengnoupal, ,Tengnoupal-Ukhrul road,24.391361,94.154361,,,,Suspended
MN/CCP/83H12/2020/1,Manipur,Churachandpur, ,Monglen road,24.11,93.53,,,,Active
MN/KAN/83L02/2018/6,Manipur,Kangpokpi, ,Yeason Village,24.683944,94.172778,,,,Active
MAN/TAM/83G12/2017/0004,Manipur,Tamenglong, ,Govajang road,25.16875,93.742306,,,,Active
MN/NON/83H09/2018/58,Manipur,Noney, ,Data taken from Noney- Haochong road.,24.867694,93.625858,,,,Active
MN/KAM/83L06/2018/26,Manipur,Kamjong, ,0.5 km S of Phungyar Village,24.811301,94.355581,,,,Reactivated
MN/KAM/83L05/2018/14,Manipur,Kamjong, ,4 km E of Phungyar Village,24.83636,94.37622,,,,Reactivated
MN/NON/83H10/2018/3,Manipur,Noney, ,Zouyantek to Imphal highway,24.639806,93.691333,,,,Active
MN/UKH/83K11/2017/44,Manipur,Ukhrul, ,New Tusom,25.394667,94.548917,,,,Active
MN/UKH/83K12/2017/82,Manipur,Ukhrul, ,Khamasom,25.184194,94.522694,,,,Active
MN/CCP/83H08/2020/2,Manipur,Churachandpur, ,0.5 km SE Phaitong,24.1,93.28,,,,Active
MN/CCP/83H07/2020/2,Manipur,Churachandpur, ,2.5 km SW Tallian,24.34,93.31,,,,Active
MN/TAM/83H05/2018/6,Manipur,Tamenglong, ,Tamenglong,24.978444,93.5,,,,Active
MN/NON/83H10/2018/13,Manipur,Noney, ,Along Imphal-Khuopum road.,24.640639,93.620311,,,,Active
MAN/TAM/83G12/2017/0043,Manipur,Tamenglong, ,Govajang road,25.160333,93.688528,,,,Suspended
MN/NON/83H05/2018/71,Manipur,Noney, ,Nungba,24.75,93.427528,,,,Active
MAN/UKH/83K08/2015/007,Manipur,Ukhrul, ,"Nearly 3 km away from Finchcorner, on the way to Shagshak",25.010139,94.317306,,,,Active
MAN/SEN/83K03/2015/25,Manipur,Senapati, ,Southwest of New Magamai,25.435444,94.061928,,,,Active
MAN/SEN/83K03/2015/52,Manipur,Senapati, ,Along Khabung road,25.334333,94.08275,,,,Active
MN/UKH/83K11/2017/68,Manipur,Ukhrul, ,Tusom Khullen,25.407667,94.587222,,,,Active
MN/TAM/83H05/2018/96,Manipur,Tamenglong, ,Kahulong,24.950139,93.481278,,,,Active
MAN/SEN/83G14/2015/35,Manipur,Senapati, ,Peren-Maram road,25.523,93.955,,,,Suspended
MAN/UKH/83K08/2015/013,Manipur,Ukhrul, ,3km S of Gamnum village,25.007917,94.452972,,,,Abandoned
MAN/TAM/83H09/2007/C-13,Manipur,Tamenglong,Taobam landslide, ,24.81778,93.51583,,,, 
MAN/UKH/83K08/2015/040,Manipur,Ukhrul, ,Below Ukhrul town,25.114444,94.354694,,,,Active
MN/TAM/83H05/2018/98,Manipur,Tamenglong, ,Kahulong,24.950361,93.482333,,,,Active
MN/CDL/83L04/2020/82,Manipur,Chandel, ,Charlong,24.24,94.08,,,,Active
MN/UKH/83L01/2018/42,Manipur,Ukhrul, ,T.Hungdung,24.833889,94.220167,,,,Active
MN/NON/83H05/2018/84,Manipur,Noney, ,Thingou,24.775917,93.432611,,,,Active
MN/NON/83H06/2018/3,Manipur,Noney, ,Bwanruangh Taudaijang,24.730139,93.485389,,,,Active
MN/NON/83H09/2018/11,Manipur,Noney, ,NH37,24.808639,93.735722,,,,Active
MN/TEN/83L03/2018/26,Manipur,Tengnoupal, ,Near Sita village,24.433972,94.249278,,,,Suspended
MN/UKH/83K11/2017/45,Manipur,Ukhrul, ,New Tusom,25.415583,94.558778,,,,Active
MN/TEN/83L03/2018/46,Manipur,Tengnoupal, ,Moreh-Tengnoupal road,24.303083,94.245056,,,,Suspended
MN/TAM/83H05/2018/93,Manipur,Tamenglong, ,Ramlalong,24.930806,93.444833,,,,Active
MN/TAM/83H09/2018/21,Manipur,Tamenglong, ,"Below LS-15, New Salem, Tamenglong",24.987464,93.506244,,,,Active
MN/PZL/83H02/2020/42,Manipur,Pherzawl, ,Upper Kharkhuplien area.,24.5,93.12,,,,Abandoned
MN/CCP/83H07/2020/5,Manipur,Churachandpur, ,1.5 km SW Songpekmun,24.32,93.28,,,,Dormant
MN/NON/83H09/2018/39,Manipur,Noney, ,Data taken from NH-37,24.819975,93.576653,,,,Active
MN/KAM/83L05/2018/12,Manipur,Kamjong, ,2 km E of Phungyar Village,24.830202,94.357821,,,,Reactivated
MN/KAM/83L05/2018/17,Manipur,Kamjong, ,Laushing Village,24.852222,94.369333,,,,Reactivated
MN/UKH/83K11/2017/102,Manipur,Ukhrul, ,New Tusom,25.178194,94.527444,,,,Active
MN/CDL/83L04/2020/11,Manipur,Chandel, ,Khenjoy section,24.06,94.03,,,,Suspended
MN/KAM/83L05/2018/76,Manipur,Kamjong, ,1 km NE of Maku Village,24.958261,94.473862,,,,Reactivated
MN/CDL/83L04/2020/79,Manipur,Chandel, ,Moltuh section,24.18,94.07,,,,Stabilized
MAN/SEN/83K03/2015/58,Manipur,Senapati, ,Along Thingba Khullen and Oinam raod,25.346653,94.159475,,,,Suspended
MAN/TAM/83G12/2017/0072,Manipur,Tamenglong, ,Dailong road,25.077361,93.611028,,,,Active
MAN/TAM/83G12/2017/0060,Manipur,Tamenglong, ,Dailong road,25.029333,93.586167,,,,Active
MN/UKH/83K11/2017/99,Manipur,Ukhrul, ,Tusom Khullen,25.409167,94.599278,,,,Active
MAN/SEN/83K6/2015/322,Manipur,Senapati, ,Eastern slope of Laii village,25.5,94.389,,,,Suspended
MN/UKH/83K11/2017/6,Manipur,Ukhrul, ,Chingai,25.316056,94.504306,,,,Active
MN/TAM/83H09/2018/23,Manipur,Tamenglong, ,"Bhalok village, part-3, Tamenglong district",24.971389,93.559056,,,,Active
MN/TEN/83L03/2018/15,Manipur,Tengnoupal, ,East of Sita village,24.462958,94.233667,,,,Suspended
MN/CHA/83L02/2018/18,Manipur,Chandel, ,Pelyang Village,24.506528,94.180389,,,,Active
MN/UKH/83K11/2017/27,Manipur,Ukhrul, ,Poi,25.289889,94.525306,,,,Active
MN/CCP/83H11/2020/1,Manipur,Churachandpur, ,Saipum near bank of river,24.33,93.66,,,,Active
MN/UKH/83K11/2017/95,Manipur,Ukhrul, ,New Tusom,25.410333,94.542028,,,,Active
MN/PZL/83H02/2020/41,Manipur,Pherzawl, ,"JT road, between Kharkhuplien to Jaikhang",24.51,93.12,,,,Suspended
MAN/SEN/83K03/2015/26,Manipur,Senapati, ,Southwest of New Magamai,25.42955,94.053333,,,,Suspended
MN/CDL/83L04/2020/9,Manipur,Chandel, ,Khenjoy section,24.06,94.04,,,,Suspended
MAN/TAM/83G12/2017/0061,Manipur,Tamenglong, ,Dailong road,25.049861,93.602389,,,,Stabilized
MAN/SEN/83K03/2015/31,Manipur,Senapati, ,West of New Magamai,25.444322,94.046858,,,,Suspended
MN/PZL/83H03/2020/9,Manipur,Pherzawl, ,1 km south west of Taithu Village.,24.29,93.12,,,,Active
MN/KAN/83H13/2018/9,Manipur,Kangpokpi, ,Kangchup Ponlen,24.869889,93.779444,,,,Active
MN/NON/83H09/2018/50,Manipur,Noney, ,Data taken from NH-37,24.796319,93.737025,,,,Active
MAN/TAM/83H09/2009-10/MN-3,Manipur,Tamenglong,Awangkhul slide,NH-53 (Imphal-Jiribam ),24.81867,93.54819,,,, 
MAN/UKH/83K08/2015/028,Manipur,Ukhrul, ,Ukhrul Jessami road.,25.153722,94.461917,,,,Active
MN/CHU/83H10/2018/82,Manipur,Churachandpur, ,Loktak-Leimatak road,24.595972,93.721889,,,,Active
MN/NON/83H09/2018/4,Manipur,Noney, ,NH37,24.787667,93.666667,,,,Active
MN/CDL/84I01/2020/1,Manipur,Chandel, ,Tengnoupal,23.98,94.02,,,,Suspended
