Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History_Date,Activity
NG/KOH/83K2/2015/57,Nagaland,Kohima, ,"Porterlane, Kohima Town",25.657,94.102,,,,Suspended
NAG/KIP/83K13/2016/007,Nagaland,Kiphire, ,NE of Sampurre/Tepe Nala,25.842531,94.787211,,,,Active
NAG/WOK/83J/4/2016/0076,Nagaland,Wokha, ,5 km SSW of Tsopo,26.143722,94.151111,,,,Suspended
NG/TUE/83J15/2017/5,Nagaland,Tuensang, ,"700 m North of L8, opposite bank of river.",26.260556,94.809444,,,,Active
NG/NOK/83N04/2017/50,Nagaland,Noklak, ,Sanglao,26.068111,95.025972,,,,Active
NG/PHE/83K2/2015/64,Nagaland,Phek, ,Kohima-Meluri road (NH-150?),25.621,94.212,,,,Suspended
NG/PHE/83K6/2015/253,Nagaland,Phek, ,Thipuzu-Rihuba approach road,25.629,94.273,,,,Suspended
NAG/KIP/83K13/2016/069,Nagaland,Kiphire, ,North of Moya village,25.789861,94.850694,,,,Active
NG/KOH/83K2/2015/93,Nagaland,Kohima, ,"D'Block colony, Kohima Town",25.67,94.109,,,,Suspended
NG/PHE/83K10/2017/36,Nagaland,Phek, ,LephoriReguri road,25.562667,94.608,,,,Reactivated
NAG/WOKH/83J08/2015/0011,Nagaland,Wokha, ,"Tsungiki Village, 14 km East of Wokha Town.",26.107333,94.339139,,,,Abandoned
NAG/ZUN/83K09/2016/115,Nagaland,Kiphire, ,Before 1.8km Khewoto village,25.922767,94.565056,,,,Active
NG/KOH/83K2/2015/175,Nagaland,Kohima, ,Downslope of High School-Secretarait road,25.696,94.104,,,,Suspended
NAG/KOH/83K1/2016/065,Nagaland,Kohima, ,Phekerkrie,25.84575,94.055083,,,,Active
NG/DIM/83G14/2015/12,Nagaland,Dimapur, ,NW of Riizaphema,25.723,93.778,,,,Suspended
NG/KOH/83G14/2015/31,Nagaland,Kohima, ,WSW of Thekriijuma,25.697,93.916,,,,Dormant
NG/PHE/83K6/2015/306,Nagaland,Phek, ,Thipuzu approach road,25.634,94.255,,,,Suspended
NAG/ZUN/83K5/2016/166,Nagaland,Zunheboto, ,Khutsami,25.770917,94.357322,,,,Active
NG/NOK/83N04/2017/23,Nagaland,Noklak, ,Nokhu,26.175722,95.030222,,,,Reactivated
NL/KOH/83K02/2014/07,Nagaland,Kohima, ,NH-29,25.68658,94.05319,,,,Active
NA/PER/83G10/2020/19,Nagaland,Peren, ,Peren-New Complex Rd,25.53,93.72,,,,Active
NG/MON/83N01/2017/42,Nagaland,Mon, ,PhuktongTuimei rd,26.822139,95.078944,,,,Active
NG/PHE/83K14/2017/36,Nagaland,Phek, ,Shillio to Avakhung,25.594639,94.842444,,,,Active
NAG/MOK/83J/7/2016/0010,Nagaland,Mokokchung, ,Between Kinunger-Mangmetong,26.316056,94.403972,,,,Active
NAG/WOKH/83J08/2015/0017,Nagaland,Wokha, ,NH-61/ 10 km NE of Wokha Town.,26.117194,94.336972,,,,Active
NG/KOH/83K2/2015/32,Nagaland,Kohima, ,NH-29,25.664,94.101,,,,Reactivated
NG/PHE/83K10/2017/13,Nagaland,Phek, ,Kuzato to Wazeho,25.65975,94.747083,,,,Reactivated
NG/KOH/83K2/2015/59,Nagaland,Kohima, ,On the downslope of NH-61,25.72,94.085,,,,Suspended
NG/PHE/83K14/2017/48,Nagaland,Phek, ,Pokhungri to Shilloi,25.620269,94.801031,,,,Active
NG/TUE/83N4/2017/14,Nagaland,Tuensang, ,NoklakPangsha Road,26.24075,95.056722,,,,Reactivated
NG/MON/83N01/2017/3,Nagaland,Mon, ,Phuktong village,26.777056,95.069361,,,,Active
NG/TUE/83J15/2017/45,Nagaland,Tuensang, ,8km SW of Ukha,26.410556,94.961944,,,,Reactivated
NL/KOH/83K02/2014/31,Nagaland,Kohima, ,Rusoma village,25.70106,94.14167,,,,Suspended
NG/PHE/83K6/2015/311,Nagaland,Phek, ,75m downslope of Kohima-Pfiitsero-Meluri road (NH-150?),25.569,94.283,,,,Active
NG/PHE/83K14/2017/82,Nagaland,Phek, ,Phor village to Kuzato,25.69925,94.761833,,,,Active
NG/MON/83N2/2017/2,Nagaland,Mon, ,"Chingai Ward, Mon Town",26.728556,95.031944,,,,Active
NG/MON/83J14/2017/24,Nagaland,Mon, ,8 km east of Tanhai Village,26.749444,94.999444,,,,Active
NG/MOK/83J10/2017/21,Nagaland,Mokukchung, ,Yajang A village,26.68,94.534661,,,,Active
NG/PHE/83K6/2015/329,Nagaland,Phek, ,Razeba-Thetsumi-Chizami road.,25.543,94.357,,,,Suspended
NAG/TUN/83J16/2016/0040,Nagaland,Tuensang, ,500mt East of Chengtang Saddle,26.220449,94.898329,,,,Reactivated
NG/PHE/83K2/2015/127,Nagaland,Phek, ,On Chakhabama-Chozuba-Zunheboto SH,25.667,94.211,,,,Suspended
NAG/ZUN/83K09/2016/116,Nagaland,Kiphire, ,North of Nihoshe,25.886089,94.542711,,,,Active
NG/MON/83N01/2017/18,Nagaland,Mon, ,PhuktongTuimei rd,26.773583,95.077389,,,,Active
NG/KOH/83K2/2015/94,Nagaland,Kohima, ,Kohima-Khonoma road,25.667,94.035,,,,Suspended
NAG/ZUN/83K09/2016/095,Nagaland,Kiphire, ,East of Honito village,25.828736,94.728314,,,,Active
NAG/KOH/83K1/2016/055,Nagaland,Kohima, ,Kijumetouma,25.750944,94.199444,,,,Active
NG/KOH/83K2/2015/238,Nagaland,Kohima, ,"SW slope of Army cantonment, Tsiesema",25.747,94.075,,,,Suspended
NG/PHE/83K14/2017/68,Nagaland,Phek, ,Laruri village,25.680167,94.837944,,,,Active
NAG/KOH/83K1/2016/076,Nagaland,Kohima, ,Botsa,25.829,94.075278,,,,Suspended
NG/NOK/83N04/2017/42,Nagaland,Noklak, ,Choklangan,26.073167,95.0785,,,,Active
NG/DIM/83G14/2015/19,Nagaland,Dimapur, ,NW of Riizaphema,25.724,93.777,,,,Suspended
NAG/KIP/83K13/2016/020,Nagaland,Kiphire, ,SW of Anatongre village,25.893797,94.821944,,,,Active
NAG/ZUN/83K09/2016/139,Nagaland,Kiphire, ,South of Sukhalu village,25.972325,94.509267,,,,Active
NG/NOK/83N04/2017/30,Nagaland,Noklak, ,Longnuk,26.172472,95.048583,,,,Active
NG/TUE/83J15/2017/52,Nagaland,Tuensang, ,5.1 km S of Ukha,26.418333,94.968056,,,,Reactivated
NG/PHE/83K6/2015/313,Nagaland,Phek, ,Kohima-Pfiitsero-Meluri road (NH150?).,25.602,94.427,,,,Active
NG/PHE/83K6/2015/339,Nagaland,Phek, ,Phek-Chazouba road,25.699,94.427,,,,Suspended
NG/KOH/83K2/2015/239,Nagaland,Kohima, ,On the southwestern slope of New Mereima village spur,25.711,94.069,,,,Active
NAG/TUEN/83J11/2015/ 0116,Nagaland,Tuensang, ,Chungliyemti Village,26.276306,94.58375,,,,Reactivated
NL/PHE/83K02/2014/02,Nagaland,Phek, , ,25.63669,94.21986,,,,Reactivated
NAG/KIP/83K13/2016/036,Nagaland,Kiphire, ,West of Sangkhumti village,25.919689,94.839167,,,,Suspended
NG/PHE/83K6/2015/271,Nagaland,Phek, ,Thipuzu approach road,25.632,94.257,,,,Suspended
NG/MON/83N01/2017/50,Nagaland,Mon, ,PhuktongTuimei rd,26.834,95.079806,,,,Reactivated
NG/PHE/83K6/2015/263,Nagaland,Phek, ,Kohima-Pfiitsero-Meluri road (NH-150?),25.571,94.253,,,,Suspended
NG/PHE/83K14/2017/15,Nagaland,Phek, ,Shillio to New Thewati,25.572058,94.784969,,,,Active
NAG/KOH/83K02/2008/F-2,Nagaland,Kohima,Kohima slide, ,25.68667,94.06361,,,, 
NG/PHE/83K14/2017/16,Nagaland,Phek, ,Shillio to New Thewati,25.568611,94.783078,,,,Active
NG/MON/83N01/2017/51,Nagaland,Mon, ,PhuktongTuimei rd,26.833889,95.080972,,,,Stabilized
NAG/KOH/83K1/2016/104,Nagaland,Kohima, ,Ghotovi,25.952861,94.021028,,,,Active
NAG/KOH/83K1/2016/160,Nagaland,Kohima, ,"Chiechama, near Gariephe Basa",25.755206,94.179975,,,,Active
NAG/MOKH/83J08/2015/ 0105,Nagaland,Mokokchung, ,New Yoongimiti Village water well,26.428,94.668611,,,,Reactivated
NG/KOH/83K2/2015/36,Nagaland,Kohima, ,NH-61,25.711,94.09,,,,Suspended
NAG/KIP/83K13/2016/031,Nagaland,Kiphire, ,North of Tethezu village near suspension bridge,25.896244,94.758128,,,,Suspended
NAG/PHK/83K5/2016/034,Nagaland,Phek, ,Phugwami,25.809861,94.428972,,,,Active
NAG/WOK/83K1/2016/155,Nagaland,Wokha, ,Longchum village,25.99875,94.026203,,,,Active
NAG/MOKH/83J08/2015/ 0097,Nagaland,Mokokchung, ,Longkong village,26.390417,94.617556,,,,Reactivated
NG/LON/83J15/2017/26,Nagaland,Longleng, ,"Bahok Colony, Longleng",26.488056,94.821389,,,,Suspended
NAG/WOK/83J/4/2016/0065,Nagaland,Wokha, ,Yekhum to Wokha,26.152278,94.241056,,,,Active
NG/TUE/83N4/2017/4,Nagaland,Tuensang, ,Near Noklak Town,26.216778,95.006139,,,,Active
NG/MON/83J14/2017/23,Nagaland,Mon, ,10 km S of Aopao village,26.555,94.9525,,,,Suspended
NAG/WOKH/83J08/2015/0007,Nagaland,Wokha, ,"Longla Village, 17 km SE of Wokha Town.",26.056167,94.3065,,,,Active
NAG/WOK/83J/4/2016/0056,Nagaland,Wokha, ,Sanis to Bhagti Road,26.237861,94.205028,,,,Active
NAG/ZUN/83K09/2016/134,Nagaland,Kiphire, ,At Suthotsu village,25.810964,94.527417,,,,Active
NAG/ZUN/83K09/2016/135,Nagaland,Kiphire, ,At Kivikhu village,25.842742,94.503003,,,,Active
NG/KOH/83K2/2015/108,Nagaland,Kohima, ,NH-29,25.676,94.083,,,,Active
NAG/TUN/83J16/2016/0044,Nagaland,Tuensang, ,"Unit Hospital Colony, Tuensang Town",26.234778,94.782333,,,,Reactivated
NG/PHE/83K14/2017/81,Nagaland,Phek, ,Phor village to Kuzato,25.700278,94.767222,,,,Active
NAG/TUN/83J16/2016/0027,Nagaland,Tuensang, ,4 km N of Sangpurr vill,26.17562,94.888105,,,,Active
NG/KOH/83K2/2015/47,Nagaland,Kohima, ,Right bank of Dziiza river along NH-29.,25.686,94.043,,,,Reactivated
NG/KOH/83K2/2015/86,Nagaland,Kohima, ,On Bye-Pass Police Checkgate (NH-29)-Jotsoma road,25.673,94.077,,,,Active
NG/PHE/83K6/2015/297,Nagaland,Phek, ,Kohima-Pfiitsero-Meluri road (NH-150?),25.566,94.26,,,,Suspended
NAG/ZUNH/83J08/2015/ 0089,Nagaland,Zunheboto, ,Way to Asukhuto,26.085333,94.49025,,,,Active
NG/NOK/83N04/2017/47,Nagaland,Noklak, ,Sanglao,26.093083,95.036278,,,,Active
NAG/ZUNH/83J08/2015/ 0090,Nagaland,Zunheboto, ,Asukhuto,26.094333,94.493639,,,,Active
NAG/TUN/83J16/2016/0050,Nagaland,Tuensang, ,2 km south of Tuensang Town,26.214972,94.812056,,,,Reactivated
NG/TUE/83J15/2017/51,Nagaland,Tuensang, ,5 km S of Ukha,26.418333,94.967778,,,,Reactivated
NAG/KOH/83K1/2016/131,Nagaland,Kohima, ,Viphoma,25.839722,94.011167,,,,Active
NAG/TUN/83J16/2016/0023,Nagaland,Tuensang, ,4km S of Lasikiur vill,26.02883,94.863993,,,,Reactivated
NAG/ZUN/83J12/2016/0009,Nagaland,Zunheboto, ,"Below DC house building, Zunheboto",26.011075,94.523236,,,,Reactivated
NAG/WOK/83J/4/2016/0071,Nagaland,Wokha, ,Doyang Road,26.14425,94.246194,,,,Dormant
NA/DIM/83G13/2020/11,Nagaland,Dimapur, ,NH-29,25.75,93.97,,,,Active
NAG/TUE/83J15/2009/F-14,Nagaland,Tuensang,Ajang (Bhumbak Village), ,26.34417,94.83333,,,, 
NG/MON/83N2/2017/62,Nagaland,Mon, ,Near Shianghatangteh,26.642694,95.075306,,,,Active
NG/KOH/83K2/2015/212,Nagaland,Kohima, , ,25.559,94.249,,,,Active
NAG/WOK/83J/4/2016/0072,Nagaland,Wokha, ,1.5 km NE of Humstoe,26.093972,94.217417,,,,Active
NG/KOH/83K2/2015/138,Nagaland,Kohima, ,On Bye-Pass Police Checkgate (NH-29)-Jotsoma road,25.675,94.075,,,,Active
NAG/KIP/83K13/2016/005,Nagaland,Kiphire, ,East of Sampurre,25.838592,94.788669,,,,Reactivated
NG/NOK/83N04/2017/19,Nagaland,Noklak, ,Noklak,26.197944,95.015972,,,,Reactivated
NL/KOH/83K02/2014/09,Nagaland,Kohima,11km- slide,Kohima-pedi-peren,25.66806,94.05525,,,,Suspended
NG/KOH/83K2/2015/242,Nagaland,Kohima, ,Kohima-Khonoma-Pedi-Peren SH,25.67,94.062,,,,Active
NAG/MOK/83J10/2017/26,Nagaland,Mokukchung, ,TuliMolungkimong rd.,26.66325,94.617083,,,,Suspended
NG/KOH/83K2/2015/43,Nagaland,Kohima, ,NH-29,25.674,94.085,,,,Active
NG/PHE/83K14/2017/22,Nagaland,Phek, ,Shillio to Avakhung,25.570222,94.877278,,,,Active
NL/KOH/83K02/2014/30,Nagaland,Kohima, ,Rusoma village road,25.68772,94.14044,,,,Suspended
NG/KOH/83K2/2015/232,Nagaland,Kohima, , ,25.673,94.239,,,,Active
NAG/ZUNB/83J12/2016/0007,Nagaland,Zunheboto, ,"Zunhwboto Town, DC Colony",26.012139,94.523667,,,,Reactivated
NG/KOH/83K2/2015/201,Nagaland,Kohima, ,Downslope of NH-61,25.716,94.085,,,,Suspended
NAG/MOK/83J/7/2016/0020,Nagaland,Mokokchung, ,Near Khari,26.471889,94.454667,,,,Active
NG/MON/83N01/2017/59,Nagaland,Mon, ,PhuktongTuimei rd,26.841139,95.079694,,,,Suspended
NG/MON/83N3/2017/12,Nagaland,Mon, ,PesaoMonyakshu Road,26.427222,95.052389,,,,Active
NG/KOH/83K2/2015/208,Nagaland,Kohima, ,Mima village,25.61,94.139,,,,Suspended
NG/KOH/83G14/2015/3,Nagaland,Kohima, ,Dziecha on Kohima-Khonoma-Pedi-Peren SH,25.617,93.941,,,,Suspended
NAG/ZUN/83K09/2016/090,Nagaland,Kiphire, ,Between Old Seyochong and Old Mungre villages,25.899767,94.640067,,,,Active
NG/MON/83N01/2017/19,Nagaland,Mon, ,PhuktongTuimei rd,26.775667,95.072917,,,,Active
NAG/KOH/83K1/2016/051,Nagaland,Kohima, ,Tuophema,25.844694,94.195833,,,,Active
NG/MON/83N2/2017/63,Nagaland,Mon, ,Near Shianghatangteh,26.6435,95.075444,,,,Reactivated
NAG/ZUNH/83J08/2015/ 0068,Nagaland,Zunheboto, ,NH 61,26.112639,94.405194,,,,Active
NG/NOK/83N04/2017/41,Nagaland,Noklak, ,Choklangan,26.10325,95.060361,,,,Active
NG/PHE/83K6/2015/303,Nagaland,Phek, ,Thipuzu approach road,25.631,94.257,,,,Suspended
NAG/ZUN/83K09/2016/044,Nagaland,Kiphire, ,South of Old Seyochong village,25.881797,94.654425,,,,Active
NAG/KIP/83K13/2016/084,Nagaland,Kiphire, ,At Pokphur village,25.878183,94.946942,,,,Active
NG/TUE/83N4/2017/3,Nagaland,Tuensang, ,Near Noklak Town,26.216861,95.002889,,,,Active
NAG/KMA/83K2/2017/01,Nagaland,Kohima,Kiruphema landslide,Near Kiruphema-Peducha village on NH-29,26.001972,94.183667,,,,Reactivated
NAG/TUE/83J11/2009/F-9,Nagaland,Tuensang,Sangdok slide, ,26.27028,94.75,,,, 
NG/PHE/83K6/2015/270,Nagaland,Phek, ,Pfiitsero-Phesachodu-Chetheba road.,25.651,94.289,,,,Suspended
NG/PHE/83K14/2017/32,Nagaland,Phek, ,Shillio to Avakhung,25.593333,94.855194,,,,Suspended
NG/TUE/83J15/2017/7,Nagaland,Tuensang, ,3.2 km north of Tuensang Village,26.263889,94.812222,,,,Active
NL/KOH/83K02/2014/24,Nagaland,Kohima, ,Tsiesema village,25.71906,94.10883,,,,Suspended
NG/TUE/83J15/2017/47,Nagaland,Tuensang, ,4.2 km S of Ukha,26.420556,94.973056,,,,Reactivated
NAG/KOH/83K1/2016/054,Nagaland,Kohima, ,Kijumetouma,25.750583,94.180833,,,,Active
NAG/WOK/83J/4/2016/0038,Nagaland,Wokha, ,Doyang to Sanis Road,26.206111,94.223333,,,,Active
NL/KOH/83K01/2014/49,Nagaland,Kohima, ,NH-61,25.83986,94.15528,,,,Suspended
NAG/KOH/83K1/2016/045,Nagaland,Kohima, ,Tseisema,25.760583,94.064583,,,,Active
NAG/WOK/83J/4/2016/0084,Nagaland,Wokha, ,1.5 km SW of Longtsung,26.091861,94.101333,,,,Active
NAG/TUEN/83J11/2015/ 0120,Nagaland,Tuensang, ,Chare Town,26.301694,94.616694,,,,Reactivated
NAG/WOKH/83J08/2015/0022,Nagaland,Wokha, ,"7 km East of Wokha, NH 61",26.123806,94.294889,,,,Active
NAG/KIP/83K13/2016/060,Nagaland,Kiphire, ,NW of Thanamir village,25.786594,94.922778,,,,Active
NL/KOH/83K02/2014/20,Nagaland,Kohima, ,NU Campus,25.72628,94.10003,,,,Suspended
NG/LON/83J15/2017/27,Nagaland,Longleng, ,"Muli ward, Longleng town",26.491389,94.824444,,,,Reactivated
NG/KOH/83K2/2015/170,Nagaland,Kohima, , ,25.687,94.062,,,,Active
NAG/MOKH/83J08/2015/ 0106,Nagaland,Mokokchung, ,Old Yoongimiti Village,26.431,94.669944,,,,Reactivated
NG/KOH/83K2/2015/109,Nagaland,Kohima, ,Downslope of NH-61,25.713,94.088,,,,Suspended
NG/PHE/83K14/2017/35,Nagaland,Phek, ,Shillio to Avakhung,25.590139,94.846333,,,,Active
NG/PHE/83K14/2017/39,Nagaland,Phek, ,Shillio to Avakhung,25.604389,94.839583,,,,Active
NG/PHE/83K6/2015/251,Nagaland,Phek, ,"Police colony approach road, Phek Town",25.697,94.464,,,,Suspended
NAG/WOK/83K1/2016/139,Nagaland,Wokha, ,Near N Longchum village,25.995333,94.031361,,,,Active
NAG/MOKH/83J08/2015/ 0110,Nagaland,Mokokchung, ,Mokokchung Town,26.325861,94.52275,,,,Reactivated
NAG/KOH/83K1/2016/075,Nagaland,Kohima, ,Botsa,25.832333,94.073306,,,,Active
NAG/ZUNH/83J08/2015/ 0061,Nagaland,Zunheboto, ,300 meters East of Philimi Village.,26.069917,94.411639,,,,Active
NG/KOH/83K2/2015/58,Nagaland,Kohima, , ,25.672,94.111,,,,Active
NG/PHE/83K14/2017/18,Nagaland,Phek, ,Shillio to New Thewati,25.561306,94.780778,,,,Active
NAG/ZUNH/83J08/2015/ 0078,Nagaland,Zunheboto, ,Zaphumi Village,26.233861,94.4725,,,,Reactivated
NG/PHE/83K6/2015/272,Nagaland,Phek, ,Phek Town,25.706,94.466,,,,Suspended
NG/KOH/83K2/2015/187,Nagaland,Kohima, ,"Naga Bazaar colony, Kohima Town",25.677,94.104,,,,Active
NAG/WOK/83J/4/2016/0069,Nagaland,Wokha, ,4.3 km SW of Wohka,26.069722,94.223444,,,,Dormant
NAG/ZUN/83K09/2016/133,Nagaland,Kiphire, ,Near Khutsokhuno village,25.786433,94.519583,,,,Active
NG/PHE/83K14/2017/61,Nagaland,Phek, ,Washello to Zhipu,25.604444,94.76,,,,Active
NAG/KOH/83K1/2016/003,Nagaland,Kohima, ,Nerhema,25.779111,94.115583,,,,Active
NG/PHE/83K14/2017/1,Nagaland,Phek, ,Waziho to Mokie,25.631833,94.750139,,,,Active
NG/PHE/83K2/2015/106,Nagaland,Phek, ,SSE of Kezo Town on Kohima-Pfiitsero-Meluri road (NH-150?),25.622,94.206,,,,Suspended
NAG/ZUN/83K5/2016/142,Nagaland,Zunheboto, ,Zungti village,25.993981,94.474467,,,,Active
NG/MON/83N2/2017/52,Nagaland,Mon, ,Chen Moho  Wangati Road,26.5715,95.097639,,,,Active
NAG/ZUN/83J12/2016/0069,Nagaland,Zunheboto, ,2km NE of Lokhomi Village,26.086444,94.564667,,,,Reactivated
NAG/WOK/83J/4/2016/0078,Nagaland,Wokha, ,Chudi village,26.1295,94.136111,,,,Suspended
NG/MON/83N01/2017/34,Nagaland,Mon, ,PhuktongTuimei rd,26.816056,95.074639,,,,Inactive
NAG/WOKH/83J08/2015/0029,Nagaland,Wokha, ,"NH 61, wokha to Mangya road",26.090556,94.349083,,,,Active
NAG/ZUN/83J12/2017/0074,Nagaland,Zunheboto, ,1km N of Jekuto,26.18971,94.549818,,,,Reactivated
NAG/KIP/83K13/2016/022,Nagaland,Kiphire, ,South of Mustsakke Nala,25.814525,94.806114,,,,Active
NG/PHE/83K6/2015/317,Nagaland,Phek, ,Phek Town,25.706,94.468,,,,Suspended
NA/DIM/83G13/2020/25,Nagaland,Dimapur, ,NH29/Dimapur-Kohima Rd,25.76,93.94,,,,Active
NG/MON/83N2/2017/15,Nagaland,Mon, ,"Chingai Ward, Mon Town",26.728167,95.029889,,,,Active
NG/TUE/83N4/2017/18,Nagaland,Tuensang, ,NoklakPangsha Road,26.24325,95.073167,,,,Active
NG/KOH/83K2/2015/74,Nagaland,Kohima, ,Viswema village,25.563,94.147,,,,Suspended
NAG/KIP/83K13/2016/059,Nagaland,Kiphire, ,"1.5km away from Luthur village (GSI,Geoheritage site)",25.820664,94.912642,,,,Active
NL/KOH/83K02/2014/27,Nagaland,Kohima, ,Secretariat ring road,25.68703,94.12442,,,,Suspended
NG/KOH/83K2/2015/197,Nagaland,Kohima, ,On Kohima-Chakhabama road,25.646,94.177,,,,Active
NAG/KOH/83K1/2016/113,Nagaland,Kohima, ,Tseminuyu,25.878917,94.223889,,,,Active
NAG/WOKH/83J08/2015/0035,Nagaland,Wokha, ,Wokha to Kohima road. Near LongsachungNH 61 meetinh point,26.033361,94.257111,,,,Active
NG/MON/83N01/2017/39,Nagaland,Mon, ,PhuktongTuimei rd,26.820806,95.077889,,,,Active
NAG/KOH/83K1/2016/083,Nagaland,Kohima, ,Botsa,25.854417,94.15525,,,,Active
NL/KOH/83K02/2014/25,Nagaland,Kohima, ,Nagaland Secretariat road,25.69583,94.10833,,,,Suspended
NG/PHE/83K2/2015/71,Nagaland,Phek, ,SSE of Kezo Town on Kohima-Pfiitsero-Meluri road (NH-150?),25.631,94.203,,,,Suspended
NAG/PHK/83K5/2016/029,Nagaland,Phek, ,Khuzami,25.763833,94.479889,,,,Active
NAG/MOKH/83J08/2015/ 0104,Nagaland,Mokokchung, ,New Yoongimiti Village playgroung,26.42575,94.669417,,,,Reactivated
NAG/KIP/83K13/2016/079,Nagaland,Kiphire, ,South of Fakimile village,25.814625,94.971819,,,,Active
NG/KOH/83K2/2015/39,Nagaland,Kohima, ,NH-61,25.722,94.082,,,,Active
NAG/KOH/83K1/2016/119,Nagaland,Kohima, ,Tseminuyu,25.936056,94.216444,,,,Active
NAG/ZUN/83K09/2016/125,Nagaland,Kiphire, ,South of Thokihimi village,25.980008,94.580747,,,,Active
NG/PHE/83K2/2015/243,Nagaland,Phek, ,Chakhabama-Chozuba-Zunheboto-Mokokchung  SH,25.655,94.234,,,,Active
NG/KOH/83K2/2015/90,Nagaland,Kohima, ,Between Lerie and Pfiichama along Lerie-Pfiichama approach road,25.652,94.122,,,,Active
NAG/PER/83G11/2017/0142,Nagaland,Peren, ,Intuma road,25.275028,93.616306,,,,Active
NG/PHE/83K10/2017/23,Nagaland,Phek, ,Matikhru road,25.591833,94.595278,,,,Active
NAG/WOKH/83J08/2015/0012,Nagaland,Wokha, ,2 km SE of Wokha Town.,26.0885,94.263944,,,,Active
NAG/KOH/83K1/2016/110,Nagaland,Kohima, ,Tseminuyu,25.89125,94.202306,,,,Active
NAG/KIP/83K13/2016/113,Nagaland,Kiphire, ,At Tethyo village,25.827608,94.783028,,,,Active
NG/TUE/83J15/2017/16,Nagaland,Tuensang, ,2 km S of Podampo Village,26.275167,94.770472,,,,Reactivated
NAG/KOH/83K1/2016/079,Nagaland,Kohima, ,Botsa,25.840167,94.115194,,,,Active
NL/WOK/83F16/2018/11,Nagaland,Wokha,Ralan-11,Ralan-Woroku road,26.0034,93.9855,,,,Reactivated
NAG/PER/83G11/2017/0133,Nagaland,Peren, ,Intuma road,25.275083,93.616306,,,,Active
NG/MON/83N01/2017/36,Nagaland,Mon, ,PhuktongTuimei rd,26.81775,95.072917,,,,Active
NG/MON/83N01/2017/23,Nagaland,Mon, ,PhuktongTuimei rd,26.785722,95.071889,,,,Active
NG/PHE/83K10/2017/28,Nagaland,Phek, ,LanezhoKizare road,25.668417,94.543194,,,,Active
NG/TUE/83J15/2017/40,Nagaland,Tuensang, ,5 km NE of Tobu Town,26.371667,94.943333,,,,Reactivated
NG/PHE/83K14/2017/42,Nagaland,Phek, ,Pokhungri,25.601028,94.829722,,,,Active
NAG/ZUN/83K09/2016/124,Nagaland,Kiphire, ,South of Thokihimi village,25.976625,94.579939,,,,Active
NG/TUE/83J15/2017/46,Nagaland,Tuensang, ,4km S of Ukha,26.421389,94.975,,,,Reactivated
NG/MON/83N2/2017/20,Nagaland,Mon, ,Near Yuting,26.697111,95.077083,,,,Active
NAG/ZUNH/83J08/2015/ 0088,Nagaland,Zunheboto, ,Sukomi Village,26.034833,94.458,,,,Active
NAG/WOK/83J/4/2016/0053,Nagaland,Wokha, ,Sanis to Bhagti Road,26.237,94.212611,,,,Active
NAG/WOKH/83J08/2015/0026,Nagaland,Wokha, ,NH 61,26.11575,94.33075,,,,Active
NG/KOH/83K2/2015/192,Nagaland,Kohima, ,Viswema-Kidima approach road,25.567,94.164,,,,Suspended
NAG/ZUN/83K09/2016/137,Nagaland,Kiphire, ,Northwest of Yemishe village,25.970169,94.503803,,,,Active
NAG/ZUN/83K5/2016/015,Nagaland,Zunheboto, ,Kukiye,25.918194,94.409611,,,,Active
NAG/WOK/83J/4/2016/0105,Nagaland,Wokha, ,1.5 km SW of New Ralan,26.006028,94.003194,,,,Active
NG/KOH/83K2/2015/206,Nagaland,Kohima, , ,25.661,94.055,,,,Active
NG/KOH/83K2/2015/222,Nagaland,Kohima, , ,25.749,94.078,,,,Active
NAG/KOH/83K1/2016/158,Nagaland,Kohima, ,Nearly 2 km S of Kijumetoma,25.750617,94.237358,,,,Active
NAG/ZUN/83K09/2016/145,Nagaland,Kiphire, ,South of Sukhalu village,25.971569,94.511647,,,,Active
NG/PHE/83K14/2017/62,Nagaland,Phek, ,Kuzato to Wazeho,25.682333,94.760111,,,,Active
NAG/ZUNH/83J08/2015/ 0091,Nagaland,Zunheboto, ,Way to Asukhuto from Rotomi,26.073778,94.482194,,,,Active
NAG/WOKH/83J08/2015/0021,Nagaland,Wokha, ,4km East of Wokha,26.114222,94.254417,,,,Active
NG/MOK/83J10/2017/11,Nagaland,Mokukchung, ,TuliAmguri rd,26.684139,94.639083,,,,Suspended
NL/KOH/83K02/2014/33,Nagaland,Kohima, ,SH Dzu-a to Jakhama road via Kigwema,25.62978,94.19514,,,,Suspended
NL/WOK/83F16/2018/1,Nagaland,Wokha,Ralan-1,Ralan-Woroku road,26.0054,93.9794,,,,Active
NAG/WOKH/83J08/2015/0020,Nagaland,Wokha, ,NH-61/ 13 km NE of Wokha Town.,26.103667,94.363139,,,,Active
NAG/TUN/83J16/2016/0037,Nagaland,Tuensang, ,8.5 km South of Tuensang Town,26.18096,94.81309,,,,Reactivated
NAG/KIP/83K13/2016/072,Nagaland,Kiphire, ,North of Moya village,25.783939,94.856411,,,,Active
NAG/WOK/83J/4/2016/0090,Nagaland,Wokha, ,1 km NW of Pyotchu,26.053164,94.045167,,,,Active
