Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History_Date,Activity
MZ/CHA/84E05/2017/16,Mizoram,Champhai, ,KhuangphahVaikhawtlang section,23.788666,93.386139,,,,Suspended
MZ/AIZ/83H04/2017/11,Mizoram,Aizawl, ,VanbawngTuivai R,24.047916,93.056946,,,,Suspended
MZ/AIZ/83D16/2016/81,Mizoram,Aizawl, ,1km  south of Sailutar,24.062429,92.922576,,,,Active
MZ/KLS/83D11/2020/8,Mizoram,Kolasib,Saihapui K slide 1,Bukvannei- Saihapui K road,24.28,92.64,,,,Active
MZ/LUN/84A16/2018/62,Mizoram,Lunglei, ,Tuichang-Lungmawi Village (PMGSY road),23.080278,92.858612,,,,Suspended
MZ/AIZ/84A11/2016/110,Mizoram,Aizawl, ,"About 800m of Sialsuk Junction towards Thenzawl, SH-Aizawl-Thenzawl-Lunglei Road",23.397126,92.757203,,,,Active
MZ/LUN/84A12/2018/22,Mizoram,Lunglei, ,Lunglei-Aizawl road,23.014982,92.720505,,,,Suspended
MZ/CHA/84E02/2017/11,Mizoram,Champhai, ,1km N of kawlkulh (Ngopa road),23.636647,93.082939,,,,Active
MIZ/AIZ/84A09/2016/119,Mizoram,Kolasib, ,Aizaw-Silchar-Durtlang road junction,24.005278,92.677083,,,,Active
MZ/CHA/84E02/2017/0081,Mizoram,Champhai, ,2 km N of kawlkulh (Ngopa road),23.640693,93.084944,,,,Active
MZ/AIZ/84E01/2017/63,Mizoram,Aizawl, ,SuangpuilawnE. Phaileng section,23.959278,93.020859,,,,Active
MZ/SER/84A15/2016/7,Mizoram,Serchhip, ,"2km Southwest of the Cultivation (Mat River Basin) road junction, Serchhip, SH-Thenzawl-Serchhip Road",23.275305,92.850377,,,,Active
MZ/SER/84A15/2016/48,Mizoram,Serchhip, ,"About 2.2km South of Chhingchhip, NH-54 Aizawl-Serchhip-Lunglei Road",23.454968,92.854599,,,,Active
MIZ/AIZ/84A13/2016/48,Mizoram,Aizawl, ,Muanna Veng/ Ramlun Thlangmual,23.762482,92.742799,,,,Active
MIZ/AIZ/84A09/2016/115,Mizoram,Kolasib, ,"Aizaw-Silchar road, 8 km milestone S of Kawnpui",23.983667,92.683333,,,,Suspended
MIZ/AIZ/84A09/2016/107,Mizoram,Aizawl, ,14 km milestone Kawnpui on Aizawl-Silchar road,23.940333,92.680833,,,,Dormant
MZ/SER/84A15/2016/16,Mizoram,Serchhip, ,"About 900m Southwest of Serchhip-Bungtlang junction,SH-Thenzawl-Serchhip Road.",23.28611,92.85748,,,,Suspended
MZ/AIZ/83D16/2016/124,Mizoram,Aizawl, ,8 km wast of Tipaimukh,24.199201,92.993156,,,,Stabilized
MZ/AIZ/84A10/2015/223,Mizoram,Aizawl, ,"Rangvamul, NH-54 Aizawl - Lengpui(Airport) - Silchar",23.747444,92.696194,,,,Stabilized
MZ/CHA/84E05/2017/21,Mizoram,Champhai, ,SE of Teikhang,23.935917,93.345642,,,,Active
MZ/MAM/83D08/2020/9,Mizoram,Mamit,West of Zamuang-Rengdil section slide 5,West of Zamuang-Rengdil section,24.08,92.39,,,,Suspended
MZ/LUN/84B13/2018/82,Mizoram,Lunglei, ,1.5km S of Dawn Village,22.890068,92.823021,,,,Active
MZ/AIZ/84A14/2015/87,Mizoram,Aizawl, ,About 9 Km SE of Seling on SH Seling-Champhai road,23.697056,92.877944,,,,Active
MZ/CHA/84E03/2017/35,Mizoram,Champhai, ,Tlangpui road,23.340722,93.081083,,,,Active
MZ/CHA/84E07/2017/105,Mizoram,Champhai, ,5km W of Melbuk,23.395474,93.370459,,,,Active
MZ/LUN/84A12/2018/74,Mizoram,Lunglei, ,Dehlui River-Lungchem Village Section,23.135794,92.62294,,,,Reactivated
MZ/LAW/84B11/2020/18,Mizoram,Lawngtlai,M Kawnpui to Saibawh road slide 2,M Kawnpui to Saibawh road,22.34,92.69,,,,Active
MIZ/MAM/84A09/2016/123,Mizoram,Mamit, , ,23.811938,92.570804,,,,Suspended
MZ/CHA/84E02/2017/15,Mizoram,Champhai, ,PMGSY road 1km SE from Khawzawl,23.500803,93.201572,,,,Active
MZ/LAW/84B11/2020/20,Mizoram,Lawngtlai,M Kawnpui to Saibawh road slide 4,M Kawnpui to Saibawh road,22.33,92.69,,,,Active
MZ/AIZ/84A14/2015/99,Mizoram,Aizawl, ,"SE of Dilkhan Village, Saitual-Dilkhan-Phullen Rd",23.740306,92.965389,,,,Active
MZ/LAW/84B11/2020/58,Mizoram,Lawngtlai,Ajasora slide 5,outside Ajasora village,22.49,92.67,,,,Suspended
MZ/LAW/84B12/2020/32,Mizoram,Lawngtlai,Parva I to Parva II road slide,Parva I to Parva II road,22.08,92.65,,,,Dormant
MZ/LAW/84B15/2018/40,Mizoram,Lawngtlai, ,Vathuampui Road,22.309944,92.768059,,,,Stabilized
MZ/MAM/84A05/2020/5,Mizoram,Mamit,Dapchuah-Dampui slide 2,Dapchuah-Dampui road section,23.81,92.5,,,,Suspended
MZ/LUN/84B05/2020/17,Mizoram,Lunglei,"Chanmari Veng, Tlabung slide 2","Chanmari veng,Tlabung",22.91,92.47,,,,Active
MZ/LUN/84B10/2020/56,Mizoram,Lunglei,Chawngte P to Ruallalung road slide 4,Chawngte P to Ruallalung road,22.65,92.67,,,,Active
MZ/CHA/84E07/2017/104,Mizoram,Champhai, ,W of Melbuk along Champhai Rd,23.395375,93.369426,,,,Active
MZ/AIZ/84E01/2017/78,Mizoram,Aizawl, ,SuangpuilawnZawngin section,23.927389,93.02803,,,,Inactive
MZ/AIZ/83D16/2016/88,Mizoram,Aizawl, ,7km  south of Ratu,24.080938,92.914167,,,,Active
MZ/AIZ/83D16/2016/38,Mizoram,Aizawl, ,North Chaltlang,24.022188,92.771891,,,,Active
MZ/CHA/84E08/2017/22,Mizoram,Champhai, ,FarkawnSamthang Rd,23.14953,93.287758,,,,Active
MZ/SER/84A15/2016/69,Mizoram,Serchhip, ,"West of Sainik School,Chhingchhip, PMGSY Chhingchhip-Hmuntha Road",23.44608,92.861819,,,,Active
MZ/AIZ/84A09/2014/06,Mizoram,Aizawl, ,NH 54,23.8985,92.64739,,,,Suspended
MZ/LAW/84B11/2020/53,Mizoram,Lawngtlai,Simeisury slide,Simeisury village,22.39,92.64,,,,Suspended
MZ/AIZ/84A11/2016/104,Mizoram,Aizawl, ,"About 10.5km South of Damdia, SH-Sialsuk-Samlukhai-Damdia Road",23.470964,92.692902,,,,Active
MZ/LUN/84A08/2020/2,Mizoram,Lunglei,West Banghmun slide,"Near Mizoram Rural Bank, West Banghmun RD Block",23.18,92.49,,,,Active
MZ/LUN/84A12/2018/46,Mizoram,Lunglei, ,Kawlhawk bridge-Kawlhawk Village,23.193548,92.684456,,,,Suspended
MZ/MAM/84A10/2015/155,Mizoram,Mamit, ,"Seventh Day School, Khawrihnin",23.621722,92.623583,,,,Active
MIZ/AIZ/84A09/2016/92,Mizoram,Aizawl, ,Near Lengpui-NH 54 junction,23.88,92.69,,,,Suspended
MZ/LUN/84A12/2018/26,Mizoram,Lunglei, ,Buarpui-Kawlhawk Section (PMGSY road),23.230371,92.673973,,,,Suspended
MZ/LAW/84B10/2020/35,Mizoram,Lawngtlai,Montola to Buisek slide,Montola to Buisek road,22.68,92.57,,,,Suspended
MZ/CHA/84E03/2017/44,Mizoram,Champhai, ,Tlangpui village,23.299073,93.057068,,,,Active
MZ/LUN/84B13/2018/117,Mizoram,Lunglei, ,N of Pukpui,22.9634,92.737465,,,,Active
MZ/AIZ/83D16/2016/40,Mizoram,Aizawl, ,North Chaltlang,24.022376,92.77308,,,,Active
MZ/SAI/84F04/2020/19,Mizoram,Saiha,Mawhro chapi slide 3,Mawhro chapi road,22.21,93.12,,,,Suspended
MZ/LUN/84B09/2018/17,Mizoram,Lunglei, ,Tuichawng-Siphirtlang road,22.897339,92.549866,,,,Active
MZ/SER/84F01/2018/11,Mizoram,Serchhip, ,500Km NW of Aithalkawn on SH East Lungdar-Serchhip Road,23.172249,93.058052,,,,Stabilized
MZ/LAW/84B10/2020/2,Mizoram,Lawngtlai,Ngengpuikai to Chawngte road slide,Ngengpuikai to Chawngte road,22.5,92.74,,,,Active
MZ/LUN/84B10/2020/61,Mizoram,Lunglei,Ruallalung to S Lungrang road slide 2,Ruallalung to S Lungrang road,22.68,92.66,,,,Active
MZ/CHA/84E01/2017/20,Mizoram,Champhai, ,3.8 km S of Ngopa,23.863417,93.201279,,,,Suspended
MZ/CHA/84E03/2017/25,Mizoram,Champhai, ,Tlangpui road,23.336955,93.07526,,,,Active
MZ/LAW/84B10/2020/9,Mizoram,Lawngtlai,Chawngte P to Hmunlai road slide 4,Chawngte P to Hmunlai road,22.61,92.67,,,,Active
MZ/LUN/84A11/2017/131,Mizoram,Lunglei, ,"About 3km Southwest of Buarpui, Buarpui-Bungtlang Road",23.271781,92.637703,,,,Dormant
MZ/SAI/84F04/2020/7,Mizoram,Saiha,North of Laki slide 1,North of Laki village,22.17,93.01,,,,Suspended
MZ/MAM/84A10/2015/142,Mizoram,Mamit, ,"South of Kanghmun, PMGSY-Kanghmun - Darung",23.533361,92.572139,,,,Reactivated
MZ/SER/84A15/2016/31,Mizoram,Serchhip, ,"Near Presbyterian Kohran, Chhiahtlang, NH-54 Aizawl-Serchhip-Lunglei Road",23.388377,92.845102,,,,Reactivated
MZ/LUN/84B13/2018/6,Mizoram,Lunglei, ,about 5km SE Bualte,22.788198,92.825165,,,,Reactivated
MZ/LAW/84B16/2020/2,Mizoram,Lawngtlai,Lunghauna Hmawngbu slide,Lunghauna Hmawngbu section,22.16,92.8,,,,Suspended
MZ/AIZ/83D15/2020/6,Mizoram,Aizawl,Saipum-Tuirial dam slide 6,Saipum-Tuirial dam- Mauchhar road section,24.37,92.89,,,,Active
MZ/MAM/83D08/2020/2,Mizoram,Mamit,South of Rengdil village slide 2,"2 Km south of Rengdil village and North of Kwarthah village,  on NH-108",24.05,92.38,,,,Suspended
MZ/LUN/84B05/2020/24,Mizoram,Lunglei,SE of Chawnpui veng slide 2,1.3 Km SE of Chawnpui veng-Chawlung road,22.9,92.49,,,,Active
MZ/MAM/84A10/2015/120,Mizoram,Mamit, ,"South of Chungtlang, SH-Reiek- Mamit-Aizawl",23.678583,92.571583,,,,Active
MZ/CHA/84E03/2017/23,Mizoram,Champhai, ,Chawntalai village,23.448329,93.209889,,,,Active
MIZ/AIZ/84A13/2016/42,Mizoram,Aizawl, ,~1.5 km from Mualman on NH 150,23.788722,92.837833,,,,Active
MZ/CHA/84E08/2017/11,Mizoram,Champhai,Vanchhia slide,Vangchhia village,23.206,93.329028,,,,Active
MZ/LUN/84A16/2018/8,Mizoram,Lunglei, ,Haulawng-Bualpui V. Section,23.117416,92.79612,,,,Suspended
MZ/SER/84A11/2017/152,Mizoram,Aizawl, ,"About 900m Northwest of Hmuifan, SH-Aizawl-Thenzawl-Lunglei Road",23.460697,92.747293,,,,Active
MZ/LAW/84B15/2018/38,Mizoram,Lawngtlai, ,Vathuampui Road,22.320999,92.772003,,,,Suspended
MIZO/LUN/84B13/2005/E-19,Mizoram,Lunglei,Lunglei-7 slide, ,22.9015,92.83319,,,, 
MZ/SER/84A15/2016/88,Mizoram,Serchhip, ,"Zawlbuk Group YMA Board, North of Buhkangkawn, NH-54 Aizawl-Serchhip-Lunglei Road",23.497388,92.855013,,,,Active
MZ/CHA/84E08/2017/14,Mizoram,Champhai, ,VaphaiSamthang Rd,23.163158,93.280821,,,,Active
MZ/LAW/84B10/2020/19,Mizoram,Lawngtlai,Mualbu slide,Outside Mualbu,22.57,92.68,,,,Active
MZ/LAW/84B15/2018/15,Mizoram,Lawngtlai, ,Multi- Modal Road,22.448,92.882004,,,,Stabilized
MZ/AIZ/84A10/2015/182,Mizoram,Aizawl, ,"South of Tlawng Hydro-Project, Oasis picnic spot, SH- Aizawl - Reiek",23.71125,92.660167,,,,Active
MZ/SER/84A15/2016/76,Mizoram,Serchhip, ,"Southwest of Tuikum River Bridge,Chhingchhip, PMGSY Chhingchhip-Hmuntha Road",23.43481,92.873933,,,,Active
MZ/CHA/84E02/2017/0099,Mizoram,Champhai, ,21 km E of Saitual,23.710517,93.058403,,,,Active
MZ/LUN/84A16/2018/71,Mizoram,Lunglei, ,Pangzawl-Thiltlang Section (NH 54),23.047222,92.906944,,,,Suspended
MZ/CHA/84E08/2017/47,Mizoram,Champhai, ,about 2km towards Khankawn,23.059174,93.276033,,,,Active
MZ/AIZ/83D16/2016/58,Mizoram,Aizawl, ,Bukpui village,24.081381,92.793089,,,,Active
MZ/LAW/84B15/2018/20,Mizoram,Lawngtlai, ,Multi- Modal Road,22.468,92.873001,,,,Active
MZ/AIZ/83D16/2016/106,Mizoram,Aizawl, ,N. Of New Vervek,24.191114,92.943311,,,,Active
MZ/SER/84A15/2016/63,Mizoram,Serchhip, ,"Chhaitlang vengchung, NH-54 Aizawl-Serchhip-Lunglei Road",23.385211,92.844697,,,,Active
MZ/LUN/84B13/2018/111,Mizoram,Lunglei, ,Chengpui-Rualveng Rd,22.940655,92.833038,,,,Active
MZ/LUN/84A12/2018/77,Mizoram,Lunglei, ,Tuisen Bolia-Thenhlum Section,23.089111,92.555168,,,,Suspended
MZ/LUN/84B13/2018/27,Mizoram,Lunglei, ,about 3.5Km from Thaizawl,22.827084,92.80175,,,,Reactivated
MZ/SAI/84F03/2020/12,Mizoram,Saiha,SW of Zawngling village slide 1,3km SW of Zawngling village,22.26,93.03,,,,Reactivated
MZ/SER/84A15/2016/37,Mizoram,Serchhip, ,"IOC Veng, Serchhip, NH-54 Aizawl-Serchhip-Lunglei Road",23.321505,92.854734,,,,Relict
MZ/CHA/84E08/2017/28,Mizoram,Champhai, ,Saikhumphai road,23.141445,93.33848,,,,Active
MZ/AIZ/83D16/2016/112,Mizoram,Aizawl, ,N. Of New Vervek,24.198831,92.946348,,,,Stabilized
MZ/SER/84A15/2016/66,Mizoram,Serchhip, ,"South of Chhingchhip, Chhingchhip-Hmuntha Road",23.449827,92.8599,,,,Active
MZ/LUN/84B13/2018/67,Mizoram,Lunglei, ,2.5km N of Zowbawk,22.869579,92.824974,,,,Active
MZ/AIZ/84A14/2015/85,Mizoram,Aizawl, ,About 11 Km SE of Seling on SH Seling-Keifang road,23.695528,92.884167,,,,Dormant
MZ/LUN/84B09/2018/27,Mizoram,Lunglei, ,Thuampui-Lunglei Section (~1.5 km S of Thuampui),22.97032,92.70697,,,,Suspended
MZ/LAW/84B14/2018/34,Mizoram,Lawngtlai, ,Multi- Modal Road,22.518,92.855003,,,,Active
MZ/LUN/84B13/2018/18,Mizoram,Lunglei, ,10 km from Thualtu,22.806564,92.812057,,,,Active
MZ/LUN/84A12/2018/7,Mizoram,Lunglei, ,Ramlaitui Village,23.182264,92.737099,,,,Suspended
MZ/KOL/83D15/2020/35,Mizoram,Kolasib,Saipum-Tuirial dam slide 9,"Saipum-Tuirial dam- Mauchhar road section, near Tuirial Dam site",24.36,92.88,,,,Suspended
MZ/LUN/84B13/2018/23,Mizoram,Lunglei, ,Chumkhum -Phairungkai,22.822599,92.624512,,,,Reactivated
MZ/CHA/84E01/2017/26,Mizoram,Champhai, ,NgopaPawlrang section,23.803364,93.159164,,,,Suspended
MZ/KLS/83D11/2020/15,Mizoram,Kolasib,Kolasib- Bilkhawthlir slide,NH-54,24.31,92.71,,,,Active
MZ/CHA/84E07/2017/7,Mizoram,Champhai,Zokhawthar slide 3,IndoMyanmar road,23.427611,93.336861,,,,Active
MZ/CHA/84E01/2017/46,Mizoram,Champhai, ,"Ngopa village, 0 point to Tuivai river",23.905027,93.185776,,,,Reactivated
MZ/LUN/84B13/2018/29,Mizoram,Lunglei, ,Lunglei-Tlangpui Road,22.829491,92.760933,,,,Active
MZ/LUN/84B05/2020/36,Mizoram,Lunglei,Tlabung Higher secondary school slide 2,300m from Tlabung Higher secondary school on SH- Tlabung -Tiperghat Road,22.9,92.47,,,,Active
MZ/LAW/84B14/2018/41,Mizoram,Lawngtlai, ,Multi- Modal Road,22.533001,92.886002,,,,Stabilized
MZ/LUN/84A11/2017/130,Mizoram,Lunglei, ,"1km Milestone,  Bungtlang, Buarpui-Bungtlang Road",23.254946,92.634239,,,,Active
MZ/SAI/84F04/2020/23,Mizoram,Saiha,Khopai Laki slide,Khopai Laki section,22.18,93.01,,,,Suspended
MZ/LUN/84A12/2018/32,Mizoram,Lunglei, ,Buarpui-Kawlhawk Section (PMGSY road),23.199167,92.683334,,,,Suspended
MIZ/AIZ/84A09/2016/121,Mizoram,Aizawl, ,Serkhan- Nisapui-Luanguat road section,23.918461,92.741531,,,,Suspended
MZ/LUN/84B05/2020/38,Mizoram,Lunglei,Tlabung -Tiperghat road section slide 5,SH - Tlabung - Tiperghat road,22.89,92.48,,,,Active
MZ/AIZ/83D16/2016/91,Mizoram,Aizawl, ,1km  south of Ratu,24.100401,92.915441,,,,Active
MZ/LUNG/84B14/2018/26,Mizoram,Lunglei, ,"NH 54
",22.691,92.841003,,,,Stabilized
MZ/LAW/84B10/2020/24,Mizoram,Lawngtlai,Boganpara slide 1,Boganpara,22.63,92.64,,,,Suspended
MZ/CHA/84E03/2017/37,Mizoram,Champhai, ,ChamphaiKhawzawl Rd,23.473611,93.243069,,,,Suspended
MZ/CHA/84E08/2017/15,Mizoram,Champhai, ,Samthang Farkawn shortcut Rd,23.157667,93.279722,,,,Active
MZ/CHA/84E02/2017/0067,Mizoram,Champhai, ,1km from Tuisen bridge,23.56952,93.100523,,,,Active
MZ/MAM/84A10/2015/169,Mizoram,Mamit, ,"Western slope of Reiek Tlang (1485m), SH Reiek - Chungtlang - Rulpuihlim",23.682611,92.602028,,,,Active
MZ/KOL/83D15/2020/32,Mizoram,Kolasib,South of Saipum slide 4,"N. Hlimen-Saipum road section, soutern tip  of Saipum village",24.35,92.85,,,,Dormant
MZ/LAW/84B11/2020/36,Mizoram,Lawngtlai,Guisury to Damdep II road slide 3,Guisury to Damdep II road,22.26,92.63,,,,Active
MZ/LUN/84A12/2018/81,Mizoram,Lunglei, ,Changpui Village near Mizoram Presbyterian church,23.17411,92.608917,,,,Suspended
MZ/LUN/84A12/2018/1,Mizoram,Lunglei, ,~1 km N of Mualthuam Village,23.11375,92.744614,,,,Suspended
MZ/SAI/84F04/2020/8,Mizoram,Saiha,North of Laki slide 2,North of Laki village,22.17,93,,,,Suspended
MZ/SER/84A15/2016/4,Mizoram,Serchhip, ,"Serchhip Cultivation Area, SH-Thenzawl-Serchhip Road",23.28328,92.831766,,,,Active
MZ/AIZ/83D16/2016/36,Mizoram,Aizawl, ,S. Of North Chaltlang,24.00977,92.767346,,,,Active
MZ/CHA/84E02/2017/0004,Mizoram,Champhai, ,2 km s. of Puilo on the PMGSY road,23.555561,93.072462,,,,Active
MZ/LAW/84B15/2018/23,Mizoram,Lawngtlai, ,Multi- Modal Road,22.462999,92.877998,,,,Active
MZ/AIZ/83D16/2016/41,Mizoram,Aizawl, ,North Chaltlang,24.024289,92.771361,,,,Active
MZ/CHA/84E03/2017/61,Mizoram,Champhai, ,6 km south of Bungzung,23.254263,93.238127,,,,Active
MZ/CHA/84E02/2017/8,Mizoram,Champhai, ,1km E of Kawlkulh,23.605611,93.08682,,,,Active
MZ/CHA/84E07/2017/58,Mizoram,Champhai, ,"Keifangtlang, Champhai, road below the DC complex",23.496347,93.310454,,,,Stabilized
MZ/AIZ/83D16/2016/50,Mizoram,Aizawl, ,N of Bukpui,24.091664,92.796134,,,,Active
MZ/AIZ/84A09/2014/07,Mizoram,Aizawl, ,NH 54,23.92294,92.65703,,,,Suspended
MZ/LUN/84B05/2020/6,Mizoram,Lunglei,SE of Tlabung slide 9,9.2 km SE of Tlabung on SH- Tlabung -Tiperghat road,22.87,92.49,,,,Active
MZ/AIZ/84A14/2015/68,Mizoram,Aizawl, ,"Berawtlang Tourist Lodge, DGM Check Gate, South of Berawtlang Lodge",23.708217,92.761489,,,,Reactivated
MZ/CHA/84E07/2017/85,Mizoram,Champhai, ,Zakhowthar Melbuk Rd,23.375972,93.384639,,,,Active
MZ/CHA/84E05/2017/2,Mizoram,Champhai, ,KawlbemNgopa section,23.876139,93.260445,,,,Suspended
MZ/CHA/84E05/2017/10,Mizoram,Champhai, ,SE of Teikhang,23.936806,93.340668,,,,Reactivated
MZ/KOL/83D15/2020/15,Mizoram,Kolasib,S of Saiphai village slide,Serlui B TL to Saiphai road section (S of Saiphai village),24.39,92.79,,,,Suspended
MZ/CHA/84E02/2017/0005,Mizoram,Champhai, ,12.5km N of Khwazawl on KhawzawlRabung road,23.597919,93.207362,,,,Active
MZ/LAW/84B14/2018/13,Mizoram,Lawngtlai, ,"L-III, Lawngtlai",22.53544,92.893059,,,,Active
MZ/AIZ/83D16/2016/127,Mizoram,Aizawl, ,New Vervek,24.175865,92.945618,,,,Active
MZ/LUNG/84B14/2018/10,Mizoram,Lunglei, ,Southwest of Thlengang,22.683001,92.882004,,,,Active
MZ/CHA/84E07/2017/108,Mizoram,Champhai, ,East of Melbuk,23.397861,93.3845,,,,Active
MIZ/AIZ/84A13/2016/15,Mizoram,Aizawl, ,Khawruhlian village on NH150,23.869861,92.877444,,,,Active
MZ/LUN/84A16/2018/67,Mizoram,Lunglei, ,Bualpui V-Lungmawi-Pangzawl Section,23.087177,92.853889,,,,Suspended
MZ/LAW/84B11/2020/48,Mizoram,Lawngtlai,Rangkashya road slide 4,Rangkashya road,22.41,92.6,,,,Active
MZ/CHA/84E07/2017/92,Mizoram,Champhai, ,Zakhowthar Melbuk Rd,23.382417,93.384944,,,,Active
MZ/LUN/84B09/2018/16,Mizoram,Lunglei, ,about 5km SW of Vanhe Jn.,22.886652,92.724503,,,,Active
MZ/AIZ/83D16/2016/132,Mizoram,Aizawl, ,west of Sakawrdai towards North Khawdungsei,24.246076,92.948994,,,,Active
MZ/LUN/84B13/2018/73,Mizoram,Lunglei, ,2 km N of Luangmual,22.872849,92.748711,,,,Active
MZ/AIZ/84A14/2015/86,Mizoram,Aizawl, ,Seling dumping site on SH Seling-Champhai road,23.719694,92.868053,,,,Active
MZ/AIZ/84A10/2015/193,Mizoram,Aizawl, ,"1km Southwest of Samtlang, N. Lungleng - Aizawl Rd",23.652972,92.6985,,,,Dormant
MZ/LUN/84B09/2018/29,Mizoram,Lunglei, ,Thuampui-Vahne-Lunglei Section,22.959173,92.708145,,,,Suspended
MZ/AIZ/83D16/2016/64,Mizoram,Aizawl, ,South of Bukpui village,24.053275,92.77647,,,,Active
MZ/LUN/84B13/2018/47,Mizoram,Lunglei, ,Darzo-Tuipui D,22.844219,92.955048,,,,Active
MZ/AIZ/83D16/2016/119,Mizoram,Aizawl, ,14km east of New Vervek towards Tipaimukh,24.194252,92.963806,,,,Stabilized
MZ/SER/84A15/2016/45,Mizoram,Serchhip, ,"Near Catholic School, P & E Veng,(Power and Electric department), Serchhip",23.321765,92.8589,,,,Dormant
MZ/LAW/84B11/2020/21,Mizoram,Lawngtlai,M Kawnpui to Saibawh road slide 5,M Kawnpui to Saibawh road,22.35,92.66,,,,Suspended
MZ/CHA/84E06/2017/1,Mizoram,Champhai, ,12km N of Ngur,23.603629,93.355925,,,,Active
MZ/SER/84A15/2016/89,Mizoram,Serchhip, ,"North of Buhkangkawn, NH-54 Aizawl-Serchhip-Lunglei Road",23.497919,92.854946,,,,Active
MZ/AIZ/84A14/2015/66,Mizoram,Aizawl, ,Paibawk Turial section along NH54,23.732867,92.825842,,,,Reactivated
MZ/CHA/84E02/2017/26,Mizoram,Champhai, ,3km E from Kawlkulh,23.607124,93.088782,,,,Active
MZ/CHA/84E06/2017/14,Mizoram,Champhai, ,5km NW of Vapar,23.640073,93.315306,,,,Active
MZ/CHA/84E05/2017/7,Mizoram,Champhai, ,KawlbemVaikhawtlang section,23.846056,93.371971,,,,Reactivated
MZ/AIZ/84E02/2017/37,Mizoram,Aizawl, ,20.5km E of Keifang,23.653812,93.029927,,,,Active
MZ/AIZ/83D16/2016/52,Mizoram,Aizawl, ,N of Bukpui towards thingdawl,24.09176,92.803968,,,,Active
MZ/LAW/84B15/2018/21,Mizoram,Lawngtlai, ,Multi- Modal Road,22.459,92.873001,,,,Active
MZ/LAW/84B11/2020/4,Mizoram,Lawngtlai,South Bungtlang to Hmunnuam road slide 3,South Bungtlang to Hmunnuam road,22.46,92.73,,,,Active
MZ/AIZ/84E01/2017/64,Mizoram,Aizawl, ,Near Thanglailung,23.808111,93.041779,,,,Reactivated
MZ/LUN/84A12/2018/54,Mizoram,Lunglei, ,West of Tleu Village along Tleu-Bunghmun road Section,23.208694,92.50975,,,,Suspended
MZ/CHA/84E06/2017/13,Mizoram,Champhai, ,8km NW of Vapar,23.647667,93.299727,,,,Active
MZ/LUN/84A12/2018/48,Mizoram,Lunglei, ,Kawlhawk Village,23.196638,92.679802,,,, 
MIZ/AIZ/84A13/2016/129,Mizoram,Aizawl, ,Lailak village,23.839417,92.910972,,,,Suspended
MZ/LAW/84B11/2020/34,Mizoram,Lawngtlai,Guisury to Damdep II road slide 1,Guisury to Damdep II road,22.27,92.63,,,,Suspended
MZ/LUN/84B09/2018/22,Mizoram,Lunglei, ,4km N of Pukpui,22.969294,92.729332,,,,Active
MZ/LAW/84B15/2018/7,Mizoram,Lawngtlai, ,Along NH 54,22.466166,92.92083,,,,Active
MZ/LUN/84B13/2018/72,Mizoram,Lunglei, ,1.6km N of luangmual,22.872238,92.750557,,,,Active
MZ/LUN/84A12/2018/13,Mizoram,Lunglei, ,South of S. Lungdai Village,23.053806,92.704918,,,,Reactivated
MZ/MAM/83D08/2020/13,Mizoram,Mamit,South of Zawlnuam slide,1.5 km south of Zawlnuam town along NH-108,24.12,92.36,,,,Suspended
MZ/LUN/84A12/2018/4,Mizoram,Lunglei, ,1 km North of Sekhum Village,23.150719,92.74826,,,,Reactivated
MZ/CHA/84E06/2017/15,Mizoram,Champhai, ,1.5km S of Vapar,23.607873,93.351351,,,,Active
MIZ/AIZ/84A09/2016/60,Mizoram,Kolasib, ,~ 1 km from Taiton on Silchar road,23.9865,92.709806,,,,Suspended
MZ/LUN/84A12/2018/67,Mizoram,Lunglei, ,Thorangtlang Wildlife Sanctuary (2km behind of Airawhkawn-Tlangsang),23.249056,92.546501,,,,Suspended
MZ/CHA/84E03/2017/76,Mizoram,Champhai, ,Khawhai Khawzawl rd,23.411942,93.154836,,,,Active
MZ/MAM/84A10/2015/161,Mizoram,Mamit, ,"South of Lungdar Tlang,  W Lungdar, PMGSY W Lungdar - Darung",23.637472,92.595278,,,,Active
MZ/AIZ/84A10/2015/209,Mizoram,Aizawl, ,"South of Lawipu, Aizawl - Tlawng Rd",23.717028,92.692389,,,,Stabilized
MZ/AIZ/83D16/2016/68,Mizoram,Aizawl, ,South of Bukpui village,24.043492,92.775423,,,,Active
MZ/KOL/83D12/2016/14,Mizoram,Aizawl, ,6km S of Sailut,24.037395,92.922461,,,,Stabilized
MZ/LUN/84A12/2018/20,Mizoram,Lunglei, ,Lunglei-Aizawl road (near Tlawng river),23.005587,92.720192,,,,Suspended
MZ/LUN/84B13/2018/44,Mizoram,Lunglei, ,E Rotlang- S. Mualthuam,22.841455,92.891235,,,,Active
MZ/LUN/84B09/2018/19,Mizoram,Lunglei, ,Tuichawng-Tlabung road,22.913624,92.508827,,,,Active
MZ/CHA/84E07/2017/13,Mizoram,Champhai, ,3.5 km north of Khuangleng,23.304833,93.306778,,,,Relict
MZ/LUN/84B13/2018/110,Mizoram,Lunglei, ,Hnathial- Tuipui D,22.920202,92.927345,,,,Active
MZ/SER/84A16/2018/17,Mizoram,Serchhip, ,Thenzawl-S. Zote Section (3 km NW of S. Zote PMGSY road),23.242828,92.798134,,,,Inactive
