lon,lat,elevation_m,slope_deg,aspect_deg,distance_to_stream_m,landcover_class,soil_erodibility_k,rusle_ls_factor,rusle_c_factor,rainfall_erosivity_r,soil_loss_tha_yr,label
93.712833,25.152389,820.617,17.358,208.15,237.964,10,0.121,5.36,0.001,929.886,0.602,1
93.612222,24.639722,790.049,34.612,130.672,413.222,30,0.128,23.566,0.001,945.994,2.834,1
93.97215,25.13109,1031.855,19.806,283.416,121.697,40,0.126,13.774,0.15,867.085,224.593,1
94.08,24.22,1410.618,31.437,28.092,449.572,10,0.128,11.08,0.001,974.761,1.385,1
94.520944,25.185889,1433.002,19.091,79.631,401.459,10,0.134,15.272,0.001,933.926,1.897,1
93.214998,24.797951,283.22,29.39,299.672,355.418,10,0.126,13.507,0.001,1477.022,2.537,1
94.044694,25.268942,1309.008,30.519,199.42,88.548,30,0.129,10.702,0.05,892.745,61.433,1
93.9,24.09,1007.331,13.64,142.846,278.452,10,0.131,6.127,0.001,807.014,0.646,1
93.736361,25.164222,746.531,24.378,105.721,188.994,10,0.121,15.56,0.05,913.417,86.26,1
93.22,24.2,1264.644,32.562,49.013,588.099,10,0.126,15.229,0.001,1020.938,1.961,1
94.483082,24.969479,1580.801,34.973,124.431,673.065,10,0.128,19.439,0.001,998.895,2.5,1
94.338583,25.127556,1663.312,20.074,167.093,438.785,10,0.123,8.486,0.001,793.051,0.833,1
93.245222,24.813889,138.575,35.763,336.201,83.483,10,0.126,12.847,0.001,1435.573,2.339,1
94.02,24.12,1276.373,23.602,56.818,188.994,10,0.126,19.864,0.001,991.802,2.481,1
93.685222,25.158667,1013.995,34.884,92.538,544.245,10,0.124,23.777,0.001,923.806,2.727,1
93.457417,24.772806,521.384,26.146,308.233,422.603,10,0.126,8.899,0.001,1358.706,1.528,1
93.928861,24.314194,1189.02,25.866,167.567,635.791,10,0.127,22.066,0.001,650.275,1.817,1
94.155694,24.956472,1151.516,29.357,142.313,443.72,30,0.124,15.864,0.05,654.186,64.621,1
93.66,24.34,1057.033,9.14,355.087,324.674,30,0.128,2.362,0.001,700.525,0.214,1
94.5775,25.419444,1497.448,19.184,281.893,393.79,30,0.13,9.431,0.001,1057.66,1.295,1
93.441889,24.788889,1026.185,40.936,104.667,938.028,10,0.131,14.905,0.001,1372.76,2.655,1
93.462694,24.759667,432.087,25.076,305.89,208.709,30,0.127,21.389,0.001,1325.898,3.595,1
94.534528,25.477056,928.694,30.967,89.551,532.104,10,0.128,22.292,0.001,857.47,2.445,1
93.69575,25.165222,971.849,35.891,219.272,369.832,10,0.125,20.016,0.001,914.802,2.266,1
94.04,24.09,1136.508,24.253,148.243,150.502,10,0.128,20.537,0.001,1094.906,2.883,1
94.06583,24.40639,1194.719,22.554,320.612,885.475,10,0.127,12.936,0.001,792.428,1.315,1
94.578222,25.42025,1503.963,17.03,16.743,354.19,10,0.13,5.233,0.001,1057.66,0.719,1
94.58,25.414028,1523.989,27.505,35.13,317.895,10,0.129,12.481,0.001,1057.66,1.707,1
93.435417,24.799333,927.476,32.175,286.234,714.503,10,0.127,11.383,0.001,1379.11,1.999,1
94.186181,24.495,1206.525,26.552,121.889,422.603,10,0.127,11.964,0.001,953.121,1.446,1
94.03,24.09,1256.932,34.511,223.253,308.154,10,0.127,25.265,0.001,1069.202,3.442,1
93.36,24.32,774.932,45.951,261.742,329.997,10,0.135,26.087,0.001,1067.829,3.74,1
94.228389,25.363278,1678.615,14.048,284.921,208.709,10,0.122,4.099,0.001,890.26,0.447,1
94.308972,25.185167,1314.93,26.602,150.879,29.516,30,0.125,9.087,0.05,839.31,48.073,1
93.712056,25.159,1041.693,8.916,98.876,573.094,10,0.121,2.288,0.001,921.553,0.254,1
94.283806,24.264333,394.945,21.697,192.77,252.183,10,0.129,7.083,0.001,1155.807,1.056,1
94.202556,24.940333,1021.675,25.827,261.162,41.742,10,0.128,15.266,0.001,697.482,1.36,1
94.549694,25.061472,1737.872,33.132,206.868,313.758,30,0.127,24.111,0.001,1016.271,3.13,1
94.523333,25.182306,1345.861,29.664,176.76,29.516,10,0.13,16.061,0.001,938.654,1.968,1
93.18,24.24,838.048,33.317,62.014,280.012,10,0.125,15.637,0.001,1168.673,2.285,1
93.89,24.08,1114.614,25.513,168.25,267.277,10,0.129,11.4,0.001,789.381,1.159,1
94.493465,24.954887,1564.96,35.843,111.415,774.756,10,0.126,16.994,0.001,960.774,2.057,1
93.514431,24.724406,337.354,49.196,142.253,125.225,10,0.128,36.819,0.001,1164.353,5.48,1
94.048914,25.427231,1454.201,35.331,144.363,754.244,30,0.125,16.72,0.05,881.96,91.969,1
94.541667,25.069806,1570.366,27.523,339.014,147.579,10,0.129,23.934,0.001,989.842,3.053,1
94.539417,25.289139,1389.154,36.045,71.415,435.796,30,0.134,32.555,0.05,1057.66,230.769,1
94.504611,25.180889,1769.802,29.997,297.932,531.285,30,0.129,16.274,0.001,899.992,1.884,1
93.293194,24.734233,305.574,31.004,286.929,83.483,10,0.129,16.918,0.001,1590.482,3.452,1
93.673667,25.152472,1040.638,27.282,330.689,303.884,10,0.123,12.36,0.001,949.061,1.447,1
94.02,24.1,1682.95,28.838,79.035,740.254,30,0.126,17.426,0.05,1030.644,113.191,1
94.128222,24.28575,1278.113,35.27,121.184,784.255,30,0.126,29.055,0.05,1037.591,190.2,1
94.375944,25.095972,1688.507,24.192,217.672,591.054,50,0.126,10.685,0.01,843.383,11.382,1
94.107603,25.218022,1245.838,25.015,329.318,567.749,10,0.127,14.686,0.001,872.451,1.62,1
93.72,24.37,819.84,16.918,250.823,324.674,50,0.127,9.035,0.05,709.835,40.604,1
94.267306,24.687667,1458.215,37.721,105.11,737.896,30,0.126,23.739,0.05,951.032,141.73,1
94.0,24.9179,838.906,18.014,206.892,383.706,10,0.127,14.199,0.001,667.279,1.201,1
93.18,24.72,251.542,26.642,88.712,131.999,10,0.126,15.85,0.001,1515.069,3.045,1
93.98,24.0,1504.641,32.849,160.508,473.175,10,0.128,18.093,0.001,1111.166,2.582,1
94.227111,24.931167,1302.651,24.128,243.75,118.063,10,0.125,8.072,0.001,740.534,0.745,1
94.098872,25.265492,1198.55,15.471,147.211,272.123,10,0.129,6.115,0.001,891.479,0.704,1
94.320139,25.14275,1646.383,36.311,250.743,292.192,10,0.125,13.068,0.001,812.966,1.325,1
94.519722,24.835611,1375.252,21.605,71.513,647.333,10,0.128,7.046,0.001,1144.741,1.036,1
93.57,24.03,820.361,20.265,300.688,443.72,10,0.128,16.453,0.001,800.589,1.691,1
94.078972,24.773472,895.088,28.908,315.277,718.151,10,0.125,13.245,0.001,672.642,1.116,1
93.92575,25.124639,1265.72,20.271,106.709,395.997,30,0.131,6.51,0.05,903.094,38.465,1
94.187361,24.704083,1256.035,32.297,340.527,395.997,10,0.128,19.906,0.001,802.128,2.033,1
94.563361,24.921167,1236.231,33.709,248.701,502.637,10,0.129,18.64,0.001,973.974,2.342,1
94.551528,25.467167,1242.488,39.038,6.638,794.738,10,0.13,18.683,0.001,1057.66,2.577,1
93.457389,24.768472,504.501,31.506,281.526,515.472,10,0.127,26.751,0.001,1356.604,4.607,1
94.630111,25.394917,2211.375,38.764,138.13,475.929,10,0.126,32.279,0.001,1340.66,5.456,1
93.79,24.32,935.377,31.54,155.948,500.9,10,0.126,17.26,0.05,671.602,72.777,1
