latitude,longitude,district,label,elevation,slope,curvature,distance_to_drainage,land_cover_class,landcover_bare_sparse_vegetation,landcover_built_up,landcover_cropland,landcover_grassland,landcover_tree_cover,landcover_water
24.644091659601926,92.98576025430113,Cachar,0,72.21881866455078,10.990272521972656,0.03414275869727135,292.6779959738314,tree_cover,0,0,0,0,1,0
24.802392032599094,93.03431090636848,Cachar,0,60.14927673339844,2.492115020751953,0.6017470955848694,292.6779959738314,tree_cover,0,0,0,0,1,0
24.732319663057257,92.89289150167546,Cachar,0,28.650386810302734,4.07088041305542,-0.2013922482728958,167.34504649901487,tree_cover,0,0,0,0,1,0
24.94640649805917,92.93654358497578,Cachar,0,44.81079864501953,3.1957874298095703,-0.0360814668238163,536.1497607157074,tree_cover,0,0,0,0,1,0
24.995321111815656,92.42373446104814,Cachar,0,13.880422592163086,3.5427441596984863,-0.3001154065132141,365.284219044355,cropland,0,0,1,0,0,0
24.930765024045222,92.71820165255318,Cachar,0,19.520124435424805,5.527647495269775,-0.6813448667526245,581.1193428350799,cropland,0,0,1,0,0,0
24.65479591095945,92.95532067519096,Cachar,0,24.531869888305664,4.027481555938721,-0.32150742411613464,431.44716794804407,cropland,0,0,1,0,0,0
24.968056920353945,92.65569096343302,Cachar,0,28.31292152404785,4.885645866394043,-0.9091347455978394,154.55120729969443,tree_cover,0,0,0,0,1,0
24.982674046270116,92.41542343857681,Cachar,0,14.145465850830078,0.3860812485218048,-0.018544631078839302,28.699438705188403,cropland,0,0,1,0,0,0
24.638363815901915,92.96101876877273,Cachar,0,32.690555572509766,3.1971840858459473,0.5044319033622742,507.7449022528607,tree_cover,0,0,0,0,1,0
25.002139565353087,93.03053156767001,Cachar,0,271.0921325683594,11.42334270477295,1.5845574140548706,264.5957510418367,tree_cover,0,0,0,0,1,0
24.603523883584234,92.81276034548844,Cachar,0,65.65504455566406,20.41179656982422,0.237178236246109,146.3389979869157,tree_cover,0,0,0,0,1,0
24.905980091243414,93.08552846401159,Cachar,0,30.660730361938477,1.5427850484848022,-0.6592168807983398,243.52281269623663,cropland,0,0,1,0,0,0
25.24167758831811,93.01346595139492,Dima Hasao,0,353.57061767578125,2.630403995513916,-0.5064391493797302,103.47729782859263,tree_cover,0,0,0,0,1,0
25.199498728671006,93.0251325002507,Dima Hasao,0,337.5563049316406,15.411937713623047,-1.0297144651412964,28.699438705188403,tree_cover,0,0,0,0,1,0
25.510099837324134,92.77503701784937,Dima Hasao,0,457.2606201171875,9.22958755493164,0.24722839891910553,493.7638134471666,grassland,0,0,0,1,0,0
25.38229540656751,93.11609523733541,Dima Hasao,0,223.99176025390625,0.5121505856513977,-0.04402433708310127,81.17427089874556,tree_cover,0,0,0,0,1,0
25.195246110105145,93.07280915000173,Dima Hasao,0,527.87548828125,20.204816818237305,-0.025758052244782448,310.4318934857779,tree_cover,0,0,0,0,1,0
25.304526590384434,92.80670906141927,Dima Hasao,0,1002.9368896484375,6.380252838134766,-0.6110201478004456,566.0414094350563,tree_cover,0,0,0,0,1,0
25.401733833835934,92.99464894242065,Dima Hasao,0,360.73974609375,12.072924613952637,0.9167821407318115,299.63093671585784,tree_cover,0,0,0,0,1,0
25.194800062790822,93.32129586863542,Dima Hasao,0,1398.2548828125,19.49185562133789,0.4027622640132904,626.8052026033265,tree_cover,0,0,0,0,1,0
25.639921608342355,93.11283097079139,Dima Hasao,0,242.91201782226562,0.5912877917289734,-0.6179413199424744,146.3389979869157,tree_cover,0,0,0,0,1,0
25.389122503707227,93.12233177311626,Dima Hasao,0,276.49786376953125,17.461477279663086,-1.941294550895691,310.4318934857779,built_up,0,1,0,0,0,0
25.532687200532784,92.79114923622096,Dima Hasao,0,362.3632507324219,15.296772956848145,-1.0367987155914307,28.699438705188403,tree_cover,0,0,0,0,1,0
25.144441825064504,93.01813557084105,Dima Hasao,0,601.12255859375,21.269596099853516,1.4155665636062622,426.6478288007844,tree_cover,0,0,0,0,1,0
25.163450851469914,93.07306579574586,Dima Hasao,0,566.5156860351562,13.35866928100586,0.6805431842803955,373.09270316744926,tree_cover,0,0,0,0,1,0
25.24269134157246,93.3345183102984,Dima Hasao,0,1484.90625,6.88994026184082,0.12108359485864639,57.398877410376805,tree_cover,0,0,0,0,1,0
25.105015686549404,92.86662924999064,Dima Hasao,0,218.16217041015625,17.39008331298828,0.628163754940033,86.09831611556521,tree_cover,0,0,0,0,1,0
25.00983937708403,93.06454419880761,Dima Hasao,0,190.47349548339844,24.28347396850586,-0.5071283578872681,181.511187753578,tree_cover,0,0,0,0,1,0
25.06276788933451,92.80004904986528,Dima Hasao,0,197.6642608642578,38.876922607421875,1.5561946630477905,183.76607157391027,tree_cover,0,0,0,0,1,0
25.19069720320869,93.20460247840062,Dima Hasao,0,921.55419921875,9.420762062072754,0.2713932394981384,335.9183176503221,tree_cover,0,0,0,0,1,0
25.1353916192711,92.97171726341486,Dima Hasao,0,846.2047119140625,25.965335845947266,-0.4727299213409424,548.3020065870597,tree_cover,0,0,0,0,1,0
25.21723927900505,93.29010314018696,Dima Hasao,0,966.9292602539062,29.595983505249023,-0.09369528293609619,146.3389979869157,tree_cover,0,0,0,0,1,0
25.19221354859513,93.23292203673736,Dima Hasao,0,1106.8199462890625,19.509662628173828,-2.1964592933654785,0.0,tree_cover,0,0,0,0,1,0
25.308140146556244,92.79991605896271,Dima Hasao,0,1047.6053466796875,7.238856315612793,0.2901560068130493,557.2423026039127,tree_cover,0,0,0,0,1,0
25.253467901583363,92.80722088941182,Dima Hasao,0,1155.4693603515625,32.20069885253906,-0.4717962145805359,635.289157137523,tree_cover,0,0,0,0,1,0
25.126073084411715,93.00978174390609,Dima Hasao,0,501.1636657714844,23.961769104003906,0.7891108393669128,121.76140634811831,tree_cover,0,0,0,0,1,0
25.208567684363985,93.03668199793078,Dima Hasao,0,672.8323364257812,14.626214027404785,0.7393212914466858,574.7058122023296,tree_cover,0,0,0,0,1,0
25.245771234055212,93.28158733849297,Dima Hasao,0,1111.6021728515625,11.631406784057617,0.29884082078933716,603.3711458471037,tree_cover,0,0,0,0,1,0
25.370821792437425,93.40368433431905,Dima Hasao,0,635.7837524414062,10.592619895935059,-0.23100733757019043,315.69382575707243,tree_cover,0,0,0,0,1,0
25.537818081450435,92.77270326976132,Dima Hasao,0,534.9750366210938,9.771479606628418,-0.011856410652399063,315.69382575707243,tree_cover,0,0,0,0,1,0
25.30371918593245,92.8140121596548,Dima Hasao,0,867.9430541992188,25.713590621948242,-0.6654707193374634,28.699438705188403,tree_cover,0,0,0,0,1,0
25.240693726992816,93.35824021566674,Dima Hasao,0,1139.9681396484375,14.855801582336426,0.2852652370929718,618.2048291987777,tree_cover,0,0,0,0,1,0
25.204746250431565,93.30118857776263,Dima Hasao,0,909.9598999023438,18.471010208129883,1.2281759977340698,344.39326446226084,tree_cover,0,0,0,0,1,0
25.216881833782786,92.99196347015688,Dima Hasao,0,620.0353393554688,22.49557876586914,1.0058681964874268,493.7638134471666,grassland,0,0,0,1,0,0
25.315999094893918,92.80622205651892,Dima Hasao,0,1048.828857421875,4.1336894035339355,0.07757056504487991,602.6882128089565,tree_cover,0,0,0,0,1,0
25.440712030323706,93.4007057024793,Dima Hasao,0,373.306884765625,3.55303955078125,-0.7137707471847534,183.76607157391027,tree_cover,0,0,0,0,1,0
25.201037719515835,93.28701978997884,Dima Hasao,0,916.1082153320312,26.28565788269043,0.21132570505142212,81.17427089874556,grassland,0,0,0,1,0,0
25.1403659154458,93.3055176336215,Dima Hasao,0,1229.7108154296875,23.269277572631836,0.41144710779190063,453.777969383945,tree_cover,0,0,0,0,1,0
25.511777305662847,92.7485469715466,Dima Hasao,0,598.5759887695312,3.8291008472442627,0.021326718851923943,315.69382575707243,tree_cover,0,0,0,0,1,0
25.201748424245658,93.07898660658206,Dima Hasao,0,523.4896240234375,33.3272819519043,-0.4559975564479828,390.3545691658806,tree_cover,0,0,0,0,1,0
25.214913233977054,93.30277631534805,Dima Hasao,0,1235.003662109375,45.9373893737793,1.1117459535598755,501.21414934918204,tree_cover,0,0,0,0,1,0
25.261177562282388,93.1192376390394,Dima Hasao,0,384.31231689453125,29.643287658691406,0.3392934203147888,162.34854179749112,tree_cover,0,0,0,0,1,0
25.444308980779585,93.01883606732507,Dima Hasao,0,140.42115783691406,31.61519432067871,-1.7916629314422607,28.699438705188403,tree_cover,0,0,0,0,1,0
25.082618452949244,92.95664051568352,Dima Hasao,0,874.8080444335938,26.677570343017578,-0.1186678484082222,272.266781630367,tree_cover,0,0,0,0,1,0
25.438431351590093,93.39349358173726,Dima Hasao,0,385.8953857421875,5.3238205909729,0.5384144186973572,349.1437407930209,tree_cover,0,0,0,0,1,0
25.125643537404915,93.02473907025337,Dima Hasao,0,611.286865234375,16.375749588012695,-0.816210150718689,202.9356772468639,tree_cover,0,0,0,0,1,0
25.1701866659109,93.1528219908392,Dima Hasao,0,940.7864379882812,21.578689575195312,1.0357760190963745,709.9849030645892,tree_cover,0,0,0,0,1,0
25.23392528143333,93.14201149308491,Dima Hasao,0,656.1904907226562,29.26479148864746,0.5293294787406921,527.6327608418461,tree_cover,0,0,0,0,1,0
25.135618989607227,92.996114064675,Dima Hasao,0,754.4097290039062,20.545310974121094,0.4889732003211975,488.7338301958759,tree_cover,0,0,0,0,1,0
25.43047442609388,93.47346676648104,Dima Hasao,0,512.2772827148438,0.6523067951202393,-0.20781323313713074,0.0,cropland,0,0,1,0,0,0
25.190236166188996,93.08354094179954,Dima Hasao,0,598.1309814453125,4.338081359863281,0.3200341761112213,405.8713544937278,tree_cover,0,0,0,0,1,0
25.436707542082665,92.99362527685327,Dima Hasao,0,219.03211975097656,25.57709503173828,0.2913268208503723,143.497193525942,tree_cover,0,0,0,0,1,0
25.150546154230152,93.03194007875804,Dima Hasao,0,499.5234069824219,29.72568130493164,0.8714906573295593,192.52168758266944,tree_cover,0,0,0,0,1,0
25.435983788550324,92.92464941393175,Dima Hasao,0,522.9503784179688,16.646230697631836,-1.7124955654144287,350.32129469522266,grassland,0,0,0,1,0,0
25.128374828432243,92.99906729672759,Dima Hasao,0,612.4110107421875,25.254945755004883,0.5653729438781738,672.4493455377018,tree_cover,0,0,0,0,1,0
25.160622831149393,93.11607639663085,Dima Hasao,0,766.103271484375,7.673826694488525,0.18584923446178436,229.59550964150722,tree_cover,0,0,0,0,1,0
25.24044910941254,92.80828307505799,Dima Hasao,0,1209.944091796875,17.719585418701172,-1.006016492843628,259.88447072384884,tree_cover,0,0,0,0,1,0
25.448950061770812,93.34744533134229,Dima Hasao,0,328.54986572265625,23.403759002685547,-1.6264253854751587,57.398877410376805,tree_cover,0,0,0,0,1,0
25.158961879971404,93.15241712497306,Dima Hasao,0,1395.0755615234375,11.176121711730957,1.0741314888000488,705.912854469788,tree_cover,0,0,0,0,1,0
25.105268653887894,92.84847179253532,Dima Hasao,0,192.79718017578125,12.622804641723633,0.4932452142238617,231.38227207272448,tree_cover,0,0,0,0,1,0
25.43077622711588,93.47861567901393,Dima Hasao,0,532.8908081054688,3.26619291305542,0.6625214219093323,103.47729782859263,cropland,0,0,1,0,0,0
25.37099881104677,92.98687449008398,Dima Hasao,0,474.4988708496094,8.932122230529785,0.42005041241645813,660.0870902193333,tree_cover,0,0,0,0,1,0
25.003023725461,92.74738341625678,Dima Hasao,0,100.48248291015625,9.29499626159668,-1.565909504890442,327.2239472579484,tree_cover,0,0,0,0,1,0
25.37819071809254,93.12834064882945,Dima Hasao,0,307.8445739746094,5.654014587402344,-0.9706621170043945,236.66163435486305,tree_cover,0,0,0,0,1,0
25.107419242927538,92.84729574487528,Dima Hasao,0,155.97451782226562,13.509511947631836,-0.10662247985601425,286.994387051884,grassland,0,0,0,1,0,0
25.411937158198757,92.80118932063148,Dima Hasao,0,941.104248046875,3.176593780517578,0.014079487882554531,264.5957510418367,tree_cover,0,0,0,0,1,0
25.32862908006899,93.3520155941481,Dima Hasao,0,672.2396240234375,13.163623809814453,-0.6000529527664185,181.511187753578,tree_cover,0,0,0,0,1,0
25.628534152268237,93.07231737963284,Dima Hasao,0,257.882568359375,2.8285629749298096,-0.2833089232444763,243.52281269623663,tree_cover,0,0,0,0,1,0
25.199625715822165,93.07987716247405,Dima Hasao,0,597.45361328125,26.278005599975586,-0.5314043164253235,327.2239472579484,tree_cover,0,0,0,0,1,0
25.176267538638527,93.14014617484558,Dima Hasao,0,743.3510131835938,7.0966901779174805,0.2692146301269531,167.34504649901487,tree_cover,0,0,0,0,1,0
