lon,lat,elevation_m,slope_deg,aspect_deg,distance_to_stream_m,landcover_class,soil_erodibility_k,rusle_ls_factor,rusle_c_factor,rainfall_erosivity_r,soil_loss_tha_yr,label
95.277964,28.148417,186.922,26.443,210.139,115.376,10,0.0,22.81,0.001,2207.552,3.495,1
94.134333,27.813833,1389.747,30.436,168.757,727.55,10,0.123,13.779,0.001,1995.911,3.395,1
95.565698,28.262338,474.057,18.771,226.378,297.46,10,0.122,5.789,0.001,2176.622,1.535,1
95.148333,28.56525,1094.715,32.296,45.186,420.672,50,0.118,24.373,0.01,2315.375,66.434,1
95.856331,28.638336,913.328,50.48,279.672,195.879,10,0.124,46.593,0.001,1949.855,11.294,1
95.967453,28.309676,800.758,36.251,316.614,79.147,80,0.12,16.848,0.0,2615.596,0.0,1
95.869239,28.77363,1296.197,40.524,270.313,447.723,30,0.127,22.397,0.01,1632.003,46.442,1
93.807167,27.236306,324.446,33.178,354.12,139.913,10,0.125,17.916,0.001,1619.759,3.625,1
95.559542,28.267216,425.466,37.951,206.091,197.868,60,0.122,27.514,0.45,2217.866,3355.488,1
93.640417,27.102944,375.707,23.45,4.271,407.434,50,0.126,14.525,0.01,1349.753,24.68,1
95.570962,28.263228,524.517,39.426,271.914,79.147,10,0.121,21.742,0.001,2161.432,5.699,1
95.225917,28.1915,315.574,39.03,333.065,100.893,10,0.117,35.789,0.001,2062.349,8.675,1
96.41975,27.460731,605.295,10.497,298.846,197.868,10,0.118,7.137,0.001,1508.136,1.275,1
95.77618,28.291703,1089.495,38.156,117.766,292.148,30,0.119,13.517,0.05,2127.697,170.277,1
95.857251,28.625048,806.569,33.368,264.866,62.571,30,0.12,23.796,0.05,1989.457,284.586,1
93.580417,27.223667,759.069,40.464,223.643,179.177,60,0.128,31.383,0.45,1472.134,2657.3,1
94.820098,28.787937,585.961,32.205,263.882,79.147,10,0.12,28.019,0.001,2795.56,9.381,1
95.592084,27.046252,783.565,21.966,326.72,225.604,10,0.122,10.925,0.001,1446.268,1.927,1
95.779855,28.229809,897.089,32.76,68.281,392.756,10,0.122,11.378,0.001,2089.36,2.883,1
94.668074,28.443033,474.942,30.384,108.48,111.931,10,0.12,10.421,0.001,2825.49,3.548,1
93.917028,27.830944,582.07,32.874,149.288,79.147,10,0.128,24.878,0.001,1329.138,4.243,1
95.839317,28.479902,837.979,38.602,238.911,593.603,10,0.122,18.065,0.001,2112.464,4.645,1
92.975139,27.563167,536.977,40.855,185.558,55.965,30,0.133,37.604,0.05,3052.502,761.47,1
93.635667,27.214778,517.287,30.507,180.044,176.978,10,0.127,24.056,0.001,1527.453,4.675,1
94.716167,27.757417,395.398,27.299,304.044,88.489,10,0.124,14.24,0.001,1971.8,3.464,1
92.141056,27.403722,1976.518,34.46,172.657,62.571,50,0.13,26.26,0.01,1144.336,39.062,1
95.919362,28.813805,1588.546,35.308,107.555,55.965,10,0.13,31.135,0.001,1494.716,6.05,1
95.277177,28.149568,215.211,24.732,196.346,223.862,10,0.142,21.032,0.01,2205.273,49.759,1
93.436761,27.756778,1040.97,22.566,230.698,223.862,10,0.128,11.294,0.001,2316.055,3.347,1
95.836605,28.173434,458.594,24.612,290.375,237.441,10,0.119,8.095,0.05,2184.27,104.816,1
96.412177,27.460656,638.758,27.811,57.95,167.896,10,0.118,23.568,0.001,1506.125,4.175,1
95.241361,28.399111,624.222,26.267,287.684,285.369,50,0.121,22.626,0.01,2156.748,59.111,1
93.043611,27.327333,815.38,17.313,311.83,673.912,10,0.131,5.23,0.05,1925.128,66.203,1
95.470102,28.181365,371.515,33.662,67.293,55.965,10,0.122,18.217,0.001,2189.008,4.872,1
93.805167,27.339833,771.081,22.315,44.238,391.758,10,0.125,7.178,0.001,1527.185,1.369,1
92.960778,27.555389,793.685,36.3,327.269,100.893,10,0.13,12.788,0.001,3123.251,5.208,1
92.988139,27.538778,710.948,40.792,141.375,100.893,10,0.133,19.179,0.05,2966.767,378.527,1
96.440489,28.022471,620.623,58.496,106.506,312.856,10,0.122,27.111,0.001,2393.018,7.947,1
95.043528,28.622722,559.029,36.791,216.979,88.489,30,0.118,22.602,0.05,2318.849,311.723,1
93.605639,27.078472,241.222,16.989,181.72,230.751,10,0.125,6.738,0.001,1351.297,1.149,1
94.675637,28.310626,338.485,22.29,66.815,139.913,10,0.117,7.169,0.001,2437.963,2.035,1
95.576152,28.256126,469.041,9.801,177.844,302.679,10,0.12,2.53,0.001,2114.216,0.645,1
95.754775,27.163084,539.764,29.626,69.302,39.574,10,0.122,15.698,0.001,1481.966,2.86,1
95.202944,28.4915,955.295,32.101,274.877,376.469,30,0.12,28.703,0.001,2235.315,7.707,1
93.780983,27.193425,217.135,48.591,20.684,55.965,10,0.125,26.99,0.001,1632.615,5.502,1
94.736111,27.909278,539.495,30.392,57.748,223.862,50,0.123,13.755,0.001,2021.485,3.423,1
94.985298,28.706748,560.437,35.368,197.769,100.893,10,0.119,19.272,0.001,2179.638,4.974,1
95.639328,27.083054,1034.475,33.434,270.409,380.606,10,0.121,15.369,0.001,1478.62,2.762,1
94.712278,27.762,475.364,20.212,285.339,316.588,10,0.123,9.853,0.001,1981.728,2.405,1
93.025306,27.428833,887.384,26.551,248.4,538.258,10,0.131,19.329,0.001,2531.378,6.372,1
92.391778,27.291528,1805.014,23.54,52.064,0.0,30,0.13,19.8,0.05,2045.296,262.347,1
93.66925,27.088278,174.79,22.988,71.76,213.11,50,0.126,9.825,0.01,1356.144,16.847,1
94.737472,27.913333,478.312,32.972,217.224,62.571,30,0.123,29.605,0.05,2020.046,368.243,1
93.802833,27.300833,668.595,26.342,88.47,62.571,50,0.124,13.641,0.01,1587.852,26.757,1
95.866387,28.241041,1865.887,28.217,291.465,625.712,10,0.122,9.547,0.001,2381.43,2.784,1
95.894049,28.243461,2323.117,53.045,305.426,139.913,10,0.127,24.921,0.001,2460.196,7.835,1
91.876806,27.590639,2883.695,9.327,185.217,400.651,60,0.127,6.13,0.45,1060.372,371.001,1
95.865922,28.846067,1400.113,31.636,185.559,257.988,10,0.131,20.799,0.05,1542.464,210.707,1
93.608278,27.763444,1001.231,38.154,39.406,397.709,10,0.127,34.909,0.001,2038.136,9.001,1
95.992838,27.300945,356.937,21.812,223.563,498.218,10,0.123,13.286,0.001,1344.65,2.192,1
93.050917,27.320083,734.984,31.392,55.631,150.691,30,0.131,14.287,0.05,1887.895,176.397,1
96.40267,27.95603,629.686,39.565,154.767,179.177,10,0.123,36.324,0.001,2317.641,10.331,1
95.271179,28.025611,229.856,22.459,189.26,167.896,10,0.122,11.229,0.001,1859.633,2.55,1
95.847156,28.87826,1418.488,35.784,246.986,237.441,30,0.129,23.955,0.05,1531.295,237.125,1
93.634019,27.103111,422.695,17.734,289.271,475.706,50,0.0,5.39,0.01,1351.099,0.0,1
95.563438,28.265563,448.564,28.102,188.408,277.015,10,0.123,24.538,0.001,2196.714,6.609,1
95.966611,28.313528,806.04,30.369,178.054,83.948,10,0.123,26.162,0.001,2612.295,8.39,1
95.582613,28.255261,423.992,17.392,128.103,167.896,10,0.122,12.084,0.001,2088.979,3.083,1
95.279987,28.14787,223.039,37.874,213.493,197.868,10,0.132,34.626,0.001,2213.393,9.957,1
95.289198,28.141514,185.798,24.225,225.107,27.983,10,0.385,19.121,0.01,2229.111,145.518,1
95.952909,28.309975,1426.816,40.227,195.512,634.411,60,0.122,14.319,0.001,2655.873,4.663,1
