lon,lat,elevation_m,slope_deg,aspect_deg,distance_to_stream_m,landcover_class,soil_erodibility_k,rusle_ls_factor,rusle_c_factor,rainfall_erosivity_r,soil_loss_tha_yr,label
88.14222200000006,27.121500000000026,1253.57,38.62,164.42,415.61,10,0.13,18.43,0.0,2564.11,6.16,1
88.55838900000003,27.264361000000065,610.47,22.67,142.73,41.56,10,0.13,18.91,0.0,2808.7,6.7,1
88.29830556000007,27.237583330000064,507.62,51.25,48.16,41.56,10,0.13,32.49,0.0,2277.43,9.26,1
88.54244400000005,27.254778000000044,642.99,36.24,162.81,188.17,10,0.12,24.78,0.0,2830.58,8.68,1
88.34838900000005,27.233667000000025,1915.42,33.12,306.69,812.83,10,0.13,20.46,0.0,2538.85,6.55,1
88.63402778000005,27.195638890000055,549.16,31.78,337.21,65.71,10,0.12,17.38,0.0,2319.18,5.02,1
88.69158300000004,27.36930600000005,2814.46,36.26,111.21,664.97,10,0.12,13.02,0.0,2451.57,3.94,1
88.19683300000008,27.347278000000074,1846.67,35.77,81.88,408.27,10,0.13,24.42,0.0,2151.52,6.7,1
88.38847200000004,27.297139000000072,1515.36,25.56,239.91,251.09,10,0.13,15.05,0.0,2752.55,5.33,1
88.42711100000008,27.158944000000076,1588.31,39.49,240.21,395.37,10,0.13,24.92,0.0,2413.47,7.65,1
88.07994400000007,27.29488900000007,2087.43,24.67,7.45,166.24,10,0.13,10.92,0.0,1894.7,2.61,1
88.30002799900006,27.15947200000005,646.81,25.95,294.63,29.39,10,0.13,11.61,0.0,2229.26,3.29,1
88.44383300000004,27.084722000000056,283.37,19.16,189.37,0.0,10,0.13,15.34,0.0,2173.41,4.22,1
88.60277778000005,27.193083330000036,499.25,36.71,169.95,117.55,10,0.12,17.42,0.0,2293.22,4.98,1
88.30688900000007,27.395500000000027,1622.59,38.23,240.06,409.33,10,0.13,13.81,0.0,2762.6,4.87,1
88.39027800000008,27.155306000000053,1203.94,35.21,317.64,65.71,10,0.13,19.56,0.0,2575.36,6.41,1
88.70972200000006,27.37147200000004,3141.48,37.54,244.93,270.94,30,0.13,34.29,0.05,2406.77,531.02,1
88.50250000000005,27.23166667000004,392.65,28.62,343.33,0.0,10,0.13,25.08,0.0,2731.06,8.6,1
88.49050000000005,27.19741700000003,364.89,47.06,233.49,213.95,10,0.13,43.53,0.0,2517.37,14.19,1
88.59813900000006,27.52963900000003,1477.45,31.51,3.87,456.22,10,0.13,22.71,0.0,2700.9,7.87,1
88.30988900000006,27.151028000000053,1203.47,22.77,332.1,893.8,10,0.13,7.51,0.0,2303.38,2.21,1
88.59719400000006,27.67672200000004,2208.6,37.12,240.54,146.94,10,0.13,33.58,0.0,1133.67,5.1,1
