lon,lat,elevation_m,slope_deg,aspect_deg,distance_to_stream_m,landcover_class,soil_erodibility_k,rusle_ls_factor,rusle_c_factor,rainfall_erosivity_r,soil_loss_tha_yr,label
94.784806,25.568528,1007.994,29.393,323.991,157.511,10,0.126,19.418,0.001,1257.704,3.088,1
94.812894,26.183504,1995.863,44.236,276.04,894.847,10,0.125,25.004,0.001,1349.454,4.244,1
94.288,25.652,1813.324,35.59,229.577,642.147,10,0.125,19.755,0.001,1226.166,3.033,1
94.7597,25.673292,1515.796,14.313,276.715,105.459,40,0.128,8.565,0.15,1083.288,178.78,1
94.70475,26.70675,748.866,25.968,256.388,823.659,10,0.121,21.178,0.001,1238.24,3.167,1
94.814241,26.185491,2034.948,22.319,106.539,838.074,30,0.125,9.643,0.05,1350.164,81.372,1
94.82056,26.24139,1418.27,25.811,93.321,518.293,10,0.133,22.153,0.001,1402.55,4.103,1
95.051694,26.229389,1301.557,29.088,80.785,628.003,50,0.128,19.179,0.05,1260.025,154.91,1
94.257194,26.111278,1417.67,20.442,357.717,620.465,10,0.201,16.632,0.001,1051.903,2.553,1
94.820553,25.861553,917.906,39.033,166.743,120.597,10,0.132,18.612,0.001,1151.387,2.811,1
94.091,25.669,1321.209,14.542,16.132,157.511,10,0.134,6.624,0.001,1646.295,1.528,1
93.992,25.645,2037.395,18.458,146.982,116.996,30,0.123,7.613,0.05,1444.531,67.548,1
94.38,26.42,636.798,26.568,281.088,482.387,10,0.124,11.929,0.001,1130.651,1.675,1
94.990833,26.596389,577.185,21.729,298.768,130.805,10,0.126,7.07,0.001,1340.05,1.192,1
94.041583,25.907167,1028.402,28.478,262.651,585.711,10,0.122,18.703,0.001,1069.702,2.424,1
94.19439,25.62153,1041.239,24.783,307.416,165.457,10,0.131,15.819,0.001,1307.008,2.704,1
94.147472,25.824278,1390.52,28.1,263.514,711.659,10,0.125,18.407,0.001,860.407,1.982,1
94.077,25.748,1176.245,23.964,211.799,739.947,10,0.126,20.238,0.001,1409.299,3.609,1
94.458,25.679,1546.028,24.561,92.434,352.204,10,0.13,20.855,0.001,970.996,2.625,1
94.08611,25.65747,1584.608,21.316,4.212,235.813,10,0.123,6.904,0.001,1731.382,1.478,1
94.456,25.6702,1415.247,31.595,189.245,105.459,60,0.13,28.177,0.05,971.393,177.895,1
94.473083,26.232694,969.667,15.126,70.166,654.027,10,0.124,5.921,0.001,1200.736,0.886,1
95.096639,26.256833,1290.166,23.884,347.516,124.093,10,0.128,15.12,0.001,1338.658,2.587,1
94.253222,26.101583,1304.817,6.936,159.447,87.747,40,0.0,2.175,0.05,1057.014,0.223,1
95.064417,26.750028,854.006,31.417,107.381,630.043,10,0.122,11.031,0.001,1340.05,1.801,1
95.054833,26.045083,1206.624,24.788,344.635,350.988,30,0.124,21.091,0.05,1437.065,188.68,1
94.703611,26.635667,703.919,23.032,121.873,442.618,10,0.125,7.597,0.001,1238.24,1.181,1
94.216972,25.965944,1231.978,17.812,156.32,381.36,50,0.125,13.999,0.001,1075.827,1.889,1
94.907639,25.827106,1713.53,36.911,199.97,380.237,30,0.126,13.261,0.05,1579.187,131.967,1
95.022,26.725444,669.868,38.548,353.124,105.459,10,0.121,21.592,0.001,1340.05,3.505,1
94.638139,26.178889,1611.351,33.898,77.219,263.241,10,0.127,15.893,0.001,1297.625,2.618,1
95.023861,26.725083,666.279,38.081,1.942,58.498,10,0.121,21.304,0.001,1340.05,3.471,1
94.450333,25.862222,1674.768,34.743,240.0,105.459,50,0.122,31.116,0.45,1097.572,1878.553,1
94.504756,25.998217,1775.417,26.783,42.035,361.79,10,0.127,12.045,0.001,1130.32,1.734,1
94.284333,26.333833,813.764,28.474,191.303,860.239,10,0.123,20.114,0.001,945.751,2.335,1
95.075167,26.644083,881.302,34.454,250.631,877.957,10,0.126,26.723,0.001,1287.52,4.291,1
94.335,25.621,1782.749,30.6,144.917,146.245,10,0.128,16.599,0.001,1120.751,2.388,1
94.150333,25.839778,1419.493,28.097,157.606,558.801,10,0.127,24.533,0.001,884.121,2.739,1
94.244,25.666,1329.523,38.483,225.476,431.856,10,0.127,24.18,0.001,1217.439,3.726,1
94.416361,25.910917,1360.585,32.573,194.531,774.408,10,0.128,23.557,0.001,1091.167,3.292,1
94.112,25.728,1274.68,21.302,162.437,600.139,10,0.125,13.133,0.001,1335.388,2.192,1
95.032278,26.439528,1632.973,23.071,92.303,643.478,10,0.128,10.045,0.001,1321.082,1.696,1
94.827222,26.749722,621.863,15.351,238.346,602.274,10,0.122,4.572,0.001,1257.65,0.703,1
94.849811,25.789933,684.872,33.1,228.39,248.186,10,0.126,29.738,0.001,1144.709,4.293,1
93.9803,26.0043,474.431,19.709,196.464,654.027,10,0.123,9.719,0.001,812.263,0.973,1
94.116583,26.212972,606.64,32.202,251.257,682.825,10,0.123,17.618,0.001,911.979,1.964,1
94.544,26.686961,455.962,20.272,194.348,684.701,10,0.125,8.559,0.001,1254.43,1.348,1
94.15269,25.83889,1350.234,18.549,221.704,472.532,10,0.126,14.73,0.001,882.462,1.646,1
94.472861,26.367056,948.226,18.754,278.056,241.193,10,0.123,5.886,0.001,1148.679,0.832,1
95.068972,26.78725,866.233,39.916,32.284,923.546,10,0.124,22.428,0.001,1340.05,3.732,1
94.48315,25.751567,742.521,35.473,101.849,65.403,10,0.126,25.971,0.001,1005.885,3.28,1
94.138278,25.808722,1407.75,28.964,297.533,876.494,10,0.125,20.526,0.001,899.46,2.309,1
94.035694,25.881917,1116.649,39.362,297.635,654.027,10,0.123,22.091,0.001,1086.795,2.957,1
93.87,25.579,1623.611,43.199,154.794,82.729,10,0.126,15.721,0.001,1124.975,2.232,1
94.25328889,26.10694722,1371.763,12.272,222.958,323.066,50,0.0,3.437,0.01,1057.576,0.069,1
94.919444,26.393889,771.614,18.248,327.557,760.474,10,0.124,5.687,0.001,1262.8,0.894,1
94.784833,25.581806,974.24,41.825,288.354,170.549,10,0.129,23.58,0.001,1213.278,3.687,1
94.484833,26.191278,1082.546,11.651,226.877,644.142,10,0.126,3.216,0.001,1182.885,0.48,1
94.135,25.538,1736.766,15.622,70.705,731.225,50,0.126,4.675,0.001,1062.391,0.626,1
94.349306,26.089806,1010.425,24.159,287.478,851.743,10,0.128,17.543,0.001,982.228,2.219,1
94.106,25.672,1405.126,20.928,288.645,462.467,50,0.258,11.75,0.01,1712.054,34.915,1
94.730878,25.641,1785.593,41.615,292.276,263.241,10,0.13,23.454,0.001,1183.529,3.608,1
94.634561,26.13961,1350.281,26.708,120.874,355.829,10,0.127,9.098,0.001,1229.997,1.421,1
95.000806,26.37175,1381.741,35.975,273.379,146.245,30,0.13,19.996,0.05,1231.515,160.35,1
94.572292,25.981228,1631.746,26.589,98.232,146.245,30,0.129,11.94,0.05,1106.979,84.922,1
94.116411,26.209389,508.412,44.253,264.594,486.8,10,0.124,21.269,0.001,909.33,2.395,1
94.426,25.603,840.575,27.126,109.32,58.498,30,0.127,23.52,0.001,957.578,2.855,1
94.086,25.717,1374.738,21.159,302.4,576.88,10,0.123,6.841,0.001,1444.813,1.217,1
94.121,25.651,1249.386,26.965,141.159,29.249,30,0.127,14.282,0.05,2023.172,181.944,1
94.660667,26.719417,211.949,18.67,318.992,380.237,10,0.126,5.853,0.001,1238.24,0.912,1
94.115,25.63861,1321.353,18.328,116.828,58.498,50,0.127,5.718,0.01,2105.266,15.266,1
94.603363,26.150343,1732.86,36.045,228.492,228.442,10,0.126,20.04,0.001,1261.083,3.184,1
95.031806,26.439389,1641.975,16.345,142.119,701.976,50,0.128,6.531,0.01,1321.0,11.039,1
94.714094,25.764292,687.898,28.592,225.848,222.754,30,0.127,25.048,0.05,826.162,131.779,1
95.083833,26.074,1978.472,34.708,188.95,352.204,10,0.127,21.544,0.001,1510.538,4.117,1
94.863056,26.435556,768.313,25.147,107.582,407.391,30,0.126,8.458,0.05,1268.404,67.838,1
94.439,25.657,1512.963,7.872,222.714,29.249,60,0.127,4.925,0.05,971.25,30.298,1
94.526964,25.836419,848.248,19.515,310.583,228.442,10,0.125,9.6,0.001,1090.939,1.3,1
94.614097,25.963,1470.396,28.131,232.512,92.493,10,0.13,15.025,0.001,1091.715,2.134,1
94.537237,26.101907,1567.633,35.756,279.927,350.988,10,0.127,32.472,0.001,1169.303,4.793,1
94.583333,25.613472,944.803,26.031,272.649,806.869,10,0.133,22.381,0.001,858.718,2.539,1
93.73,25.53,1274.244,17.294,211.184,310.921,30,0.124,13.489,0.001,1053.921,1.77,1
94.215,25.665,811.64,26.718,47.041,261.611,10,0.129,15.847,0.001,1207.994,2.459,1
94.247,25.665,1478.778,27.566,266.379,619.775,10,0.126,12.469,0.05,1218.486,96.071,1
94.048806,25.865722,942.227,31.329,208.065,632.752,50,0.122,17.063,0.01,1131.501,23.646,1
95.062,26.747806,829.738,35.258,305.914,352.204,10,0.121,23.979,0.001,1340.05,3.887,1
94.44,26.55,538.203,26.881,52.99,249.903,10,0.123,23.266,0.001,1182.87,3.399,1
95.027278,26.726667,671.016,18.597,311.855,261.611,10,0.133,11.087,0.001,1340.05,1.812,1
94.171169,25.781919,1470.297,35.236,222.204,888.13,10,0.126,16.609,0.001,1023.527,2.147,1
94.873417,26.160167,2106.802,34.389,266.727,527.294,10,0.125,21.318,0.001,1296.287,3.446,1
94.82583,26.38778,1635.194,20.604,195.588,646.131,10,0.125,15.207,0.001,1352.258,2.575,1
94.43,26.5,440.339,1.759,241.876,0.0,10,0.125,0.705,0.001,1182.87,0.104,1
94.217,25.671,804.425,21.249,269.173,352.204,10,0.125,6.878,0.001,1160.811,0.996,1
94.054,25.683,1215.759,16.706,341.886,476.139,10,0.124,12.912,0.001,1561.057,2.5,1
93.93,25.77,739.416,13.356,306.863,298.282,10,0.125,3.83,0.001,1294.083,0.619,1
94.932467,25.804908,2106.277,25.335,242.83,529.722,10,0.126,8.535,0.001,1628.624,1.747,1
94.746306,26.674306,906.301,17.249,174.659,863.712,50,0.122,8.222,0.01,1267.36,12.726,1
94.818392,25.971456,1145.065,33.833,170.685,29.249,10,0.128,18.65,0.001,1176.385,2.813,1
94.213417,26.235639,392.793,19.369,208.938,58.498,10,0.124,11.666,0.001,933.329,1.354,1
95.079417,26.699056,754.078,38.821,277.992,288.069,10,0.12,24.413,0.001,1287.52,3.793,1
94.111472,25.935694,715.756,30.032,241.994,454.066,10,0.127,19.918,0.001,1101.286,2.781,1
94.662417,26.504917,973.644,16.532,263.398,827.286,10,0.124,12.093,0.001,1238.24,1.849,1
94.283222,26.192972,1001.703,11.131,153.275,937.794,10,0.125,4.002,0.001,978.952,0.489,1
94.2215,25.966861,1258.236,27.297,120.349,497.233,50,0.127,12.323,0.01,1078.397,16.793,1
94.626957,26.148727,1513.506,26.423,84.803,504.916,10,0.127,18.389,0.001,1246.631,2.904,1
95.095694,26.57725,1473.026,43.455,170.473,479.719,10,0.128,36.339,0.001,1287.52,5.971,1
94.950069,25.872444,1816.034,14.309,23.433,0.0,10,0.128,10.61,0.001,1618.61,2.19,1
93.98167,25.74697,886.562,14.593,125.237,269.662,10,0.122,4.287,0.001,1601.983,0.836,1
